SEXO,EDAD,PARENTESCO,PADRE,MADRE,CONSENTIMIENTO,RESULTADO,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C
2,56,2,2,2,1,1,1,2,1,2,1047.148484810042
2,62,1,2,2,1,1,2,1,1,1,478.6964501988761
1,54,1,3,2,1,1,3,1,1,1,460.9122694072726
2,64,1,3,3,1,1,4,1,1,1,239.348225099438
2,46,1,2,2,1,1,6,1,1,1,203.978980658545
1,33,1,2,2,1,1,7,1,1,1,629.7235023041474
2,33,1,2,2,1,1,8,1,1,1,217.0689737126477
2,27,1,2,2,1,1,11,1,1,1,108.5344868563238
1,31,3,2,1,1,1,12,3,1,3,403.2189823850725
1,28,7,1,1,1,1,13,6,1,6,368.2690669718998
2,16,3,1,1,1,1,14,6,1,6,817.4576215985617
1,31,1,2,2,1,1,15,1,1,1,82.82535211267607
2,41,2,2,2,1,1,16,2,1,2,11.66868105209688
1,39,1,3,3,1,1,17,1,1,1,52.09967276433668
2,64,2,3,3,1,1,18,2,1,2,39.84927073705616
1,21,5,2,2,1,1,19,3,1,3,60.85778692058488
2,40,3,2,1,1,1,20,2,1,2,11.66868105209688
2,28,2,2,2,1,1,21,2,1,2,217.0689737126477
1,24,3,2,1,1,1,22,6,1,6,150.4968142482577
2,18,3,1,1,1,1,23,3,1,3,140.5663810370474
2,33,10,2,2,1,1,24,5,1,5,115.8354053181999
2,27,1,2,2,1,1,25,1,1,1,23.16708106363998
2,61,1,2,2,1,1,26,1,1,1,345.2117413874097
2,53,1,2,2,1,1,27,1,1,1,172.6058706937048
2,53,1,2,2,1,1,28,1,1,1,119.5478122111685
1,63,1,1,1,1,1,29,1,1,1,704.6173760776004
2,31,3,1,1,1,1,30,3,1,3,314.9463288683845
1,58,8,3,3,1,1,31,4,1,4,507.5022422946891
1,18,1,2,2,1,1,32,1,1,1,30.42889346029244
2,61,1,2,2,1,1,33,1,1,1,1199.885354812158
2,29,10,2,2,1,1,34,3,1,3,109.6169293229682
1,22,3,1,1,1,1,35,3,1,3,122.5079940849883
2,32,1,2,2,1,1,36,1,1,1,137.5667270142321
2,48,2,3,3,1,1,37,2,1,2,119.5478122111685
1,40,3,3,1,1,1,38,3,1,3,935.7681071190303
2,48,1,3,3,1,1,39,1,1,1,108.3159294765478
2,55,1,2,2,1,1,40,1,1,1,670.2153494723814
2,19,2,2,2,1,1,41,2,1,2,84.31851858669343
1,40,1,2,2,1,1,42,1,1,1,98.56593085793197
2,30,1,2,2,1,1,43,1,1,1,314.9463288683845
2,30,2,3,1,1,1,44,2,1,2,1058.219664997772
1,41,3,3,1,1,1,45,2,1,2,403.83998515181
2,51,3,2,1,1,1,46,2,1,2,1005.323024208572
2,50,1,3,2,1,1,47,1,1,1,719.9312128872949
1,34,1,2,3,1,1,48,1,1,1,27.60845070422535
2,29,2,2,2,1,1,49,2,1,2,46.33416212727996
2,35,2,2,2,1,1,50,2,1,2,372.775151049301
1,29,3,2,1,1,1,51,2,1,2,245.5127113145999
1,32,1,2,2,1,1,53,1,1,1,55.21690140845071
2,40,2,2,2,1,1,54,2,1,2,1084.762088847954
2,51,6,2,2,1,1,55,3,1,3,84.24286294864669
1,65,1,3,2,1,1,56,1,1,1,1316.977560967668
1,22,3,1,1,1,1,57,3,1,3,704.2464401626168
2,15,5,2,2,1,1,58,3,1,3,1619.796533534288
2,39,3,1,1,1,1,59,4,1,4,788.9422190949097
1,14,3,2,1,1,1,60,2,1,2,82.38154825410031
2,39,2,2,2,1,1,62,2,1,2,717.2201991771905
2,60,1,2,2,1,1,63,1,1,1,42.12143147432334
1,49,1,2,2,1,1,64,1,1,1,477.4259600853479
2,64,1,3,3,1,1,66,1,1,1,460.7730527622621
1,21,3,1,1,1,1,67,5,1,5,182.5733607617546
2,43,1,2,2,1,1,69,1,1,1,1807.93681474659
1,14,5,2,2,1,1,70,3,1,3,239.4207178978066
2,29,3,1,1,1,1,71,3,1,3,981.0688050857699
2,24,1,2,1,1,1,72,1,1,1,234.2773017284123
2,33,2,2,2,1,1,73,2,1,2,661.3872906236073
1,42,3,2,1,1,1,74,2,1,2,541.2772424376743
2,56,1,3,3,1,1,75,1,1,1,359.9656064436475
2,38,3,1,1,1,1,76,4,1,4,774.284561049445
2,64,2,3,3,1,1,77,2,1,2,24.07020655034396
2,38,1,2,2,1,1,78,1,1,1,153.565796203297
2,35,3,2,1,1,1,79,2,1,2,35.00604315629064
1,40,1,2,2,1,1,80,1,1,1,169.4924383824744
2,33,1,2,2,1,1,81,1,1,1,137.5667270142321
2,51,1,2,2,1,1,82,1,1,1,369.6260727618176
2,26,2,2,2,1,1,83,2,1,2,327.02293502859
2,62,6,2,2,1,1,84,5,1,5,614.3640703496829
1,55,1,1,1,1,1,85,1,1,1,704.6173760776004
1,55,1,3,3,1,1,86,1,1,1,1316.977560967668
2,30,3,1,1,1,1,88,3,1,3,588.641283051462
1,23,2,2,2,1,1,89,2,1,2,193.0358133830758
2,54,1,2,2,1,1,90,1,1,1,63.18214721148502
2,58,1,3,3,1,1,91,1,1,1,457.7988528415572
1,56,1,3,2,1,1,92,1,1,1,128.9931704023395
2,60,2,3,3,1,1,93,2,1,2,1285.591451584455
1,13,3,1,1,1,1,94,4,1,4,971.3068559347629
2,57,1,3,3,1,1,95,1,1,1,43.32637179061913
1,15,3,2,1,1,1,96,3,1,3,164.7630965082006
2,35,3,2,1,1,1,97,2,1,2,387.9732781761631
2,25,3,1,2,1,1,98,3,1,3,881.8497208314765
2,39,8,2,2,1,1,99,5,1,5,230.3486943049456
2,63,2,2,2,1,1,100,2,1,2,460.7730527622621
2,51,2,3,2,1,1,101,2,1,2,119.5478122111685
2,57,1,3,3,1,1,103,1,1,1,84.24286294864669
1,42,1,2,2,1,1,105,1,1,1,680.9792521402646
1,51,1,2,2,1,1,106,1,1,1,371.5129752649124
2,53,1,2,2,1,1,107,1,1,1,277.2195545713632
2,17,8,2,2,1,1,109,3,1,3,726.0621529488319
2,27,2,2,2,1,1,110,2,1,2,46.33416212727996
1,40,7,3,3,1,1,111,6,1,6,3461.485587015514
1,35,1,2,2,1,1,112,1,1,1,640.776288038501
2,40,1,3,3,1,1,113,1,1,1,903.968407373295
2,41,2,2,2,1,1,114,2,1,2,331.836240449762
2,30,2,2,2,1,1,115,2,1,2,450.9672825996693
2,21,2,2,2,1,1,116,2,1,2,79.09435072042884
1,18,3,1,1,1,1,117,3,1,3,528.1848301219625
1,35,1,2,1,1,1,118,1,1,1,360.8514949584495
1,26,3,2,1,1,1,119,3,1,3,704.8564752167661
2,47,1,2,2,1,1,120,1,1,1,177.3730990653224
1,27,1,2,2,1,1,121,1,1,1,456.2146571280504
1,29,3,2,1,1,1,122,2,1,2,218.3097261140268
2,42,2,2,2,1,1,123,2,1,2,23.33736210419376
1,12,5,2,1,1,1,124,4,1,4,164.7630965082006
1,30,3,1,1,1,1,125,3,1,3,391.5869306759812
2,36,2,2,3,1,1,126,2,1,2,39.62395121592831
1,23,3,9,9,1,1,127,3,1,3,1344.470476674087
1,59,1,2,2,1,1,128,1,1,1,430.599507602978
1,44,1,2,2,1,1,129,1,1,1,52.09967276433668
2,56,2,3,3,1,1,130,2,1,2,223.6281219156088
2,62,1,3,3,1,1,131,1,1,1,86.24299905436908
1,27,2,2,2,1,1,132,2,1,2,160.9524168430897
2,18,3,1,1,1,1,133,3,1,3,593.0784516957581
2,43,3,3,1,1,1,134,2,1,2,937.4790085638731
1,60,1,3,2,1,1,135,1,1,1,619.1882921081873
2,50,2,2,2,1,1,136,2,1,2,224.8429749789999
2,25,2,2,2,1,1,137,2,1,2,327.02293502859
2,39,3,2,1,1,1,138,2,1,2,77.59465563523263
2,23,3,1,1,1,1,139,3,1,3,425.4778391239361
2,19,1,2,2,1,1,140,1,1,1,160.749801674812
2,35,1,2,2,1,1,141,1,1,1,11.66868105209688
2,51,1,3,1,1,1,142,1,1,1,43.32637179061913
1,62,1,2,2,1,1,144,1,1,1,215.9016741831426
1,19,5,2,2,1,1,146,2,1,2,352.1232200813084
1,43,1,2,2,1,1,147,1,1,1,446.0716734846383
1,33,1,2,2,1,1,148,1,1,1,430.1002478774107
2,34,1,2,3,1,1,149,1,1,1,258.9446788920433
2,51,2,3,3,1,1,150,2,1,2,122.9089301901853
1,53,1,3,3,1,1,151,1,1,1,31.67538659958372
1,50,1,3,2,1,1,152,1,1,1,524.921487108931
2,39,2,1,1,1,1,153,2,1,2,537.9151493828929
2,42,1,2,2,1,1,154,1,1,1,213.2284620215766
1,12,3,1,1,1,1,155,3,1,3,651.7731146824599
1,44,1,2,2,1,1,156,1,1,1,34.73311517622445
2,47,2,2,2,1,1,157,2,1,2,223.6281219156088
1,52,1,3,3,1,1,158,1,1,1,121.4550159866335
2,14,3,2,1,1,1,159,2,1,2,600.4141954302381
1,20,1,2,2,1,1,160,1,1,1,208.5301597569371
2,29,1,2,2,1,1,161,1,1,1,23.16708106363998
2,63,1,2,3,1,1,162,1,1,1,86.01081612138799
1,25,3,1,1,1,1,163,3,1,3,672.0316373084542
1,43,1,3,2,1,1,164,1,1,1,34.73311517622445
2,16,3,3,1,1,1,165,3,1,3,144.9181423321083
2,24,1,2,2,1,1,166,1,1,1,160.749801674812
1,28,3,1,1,1,1,167,3,1,3,138.0422535211268
2,37,2,2,2,1,1,168,2,1,2,206.3197822633284
1,30,1,2,2,1,1,170,1,1,1,215.0501239387053
2,23,2,2,2,1,1,172,2,1,2,56.21234572446229
1,31,1,2,2,1,1,173,1,1,1,430.1002478774107
2,50,1,3,3,1,1,174,1,1,1,322.540560455205
1,62,1,2,3,1,1,175,1,1,1,104.9842974217862
2,23,3,1,3,1,1,176,2,1,2,84.31851858669343
2,26,1,2,2,1,1,177,1,1,1,46.33416212727996
2,65,2,2,2,1,1,178,2,1,2,153.5910175874207
2,35,2,2,2,1,1,179,2,1,2,328.725924622879
2,25,1,2,2,1,1,180,1,1,1,327.02293502859
1,42,1,2,2,1,1,181,1,1,1,254.2386575737116
1,29,1,2,2,1,1,182,1,1,1,55.21690140845071
2,49,2,3,2,1,1,183,2,1,2,457.7988528415572
1,17,5,2,1,1,1,184,4,1,4,581.3427981560566
2,34,2,2,2,1,1,185,2,1,2,69.50124319091994
2,62,1,2,2,1,1,186,1,1,1,337.2644624684999
2,54,3,3,1,1,1,187,2,1,2,258.7289971631072
2,49,2,2,2,1,1,188,2,1,2,266.0596485979835
2,60,1,3,3,1,1,189,1,1,1,112.4214874895
2,21,3,1,1,1,1,190,3,1,3,1945.668142649788
1,58,1,3,3,1,1,191,1,1,1,75.18551737699097
1,43,1,2,3,1,1,192,1,1,1,413.357859796719
2,14,3,1,1,1,1,194,3,1,3,622.8696344132096
1,44,1,3,1,1,1,195,1,1,1,344.8068199399697
2,27,1,2,2,1,1,196,1,1,1,23.16708106363998
1,37,1,2,1,1,1,197,1,1,1,17.36655758811223
2,50,2,3,2,1,1,198,2,1,2,187.3691458158333
1,17,5,2,2,1,1,199,3,1,3,224.9996691492725
2,57,1,2,2,1,1,201,1,1,1,172.4859981087382
2,49,1,3,2,1,1,202,1,1,1,243.6833310402208
2,40,2,2,3,1,1,204,2,1,2,351.5546282114524
2,27,2,2,2,1,1,205,2,1,2,48.71863525465253
2,43,2,2,2,1,1,206,2,1,2,57.04688514358475
2,13,3,1,1,1,1,207,3,1,3,479.1304880101611
1,42,2,2,2,1,1,209,2,1,2,169.4924383824744
2,44,8,2,2,1,1,210,3,1,3,347.4018388237503
1,62,1,2,2,1,1,211,1,1,1,52.93467033228978
2,59,2,3,3,1,1,212,2,1,2,187.3691458158333
2,61,2,2,3,1,1,213,2,1,2,258.7289971631072
2,31,2,3,2,1,1,214,2,1,2,84.94596390001327
2,56,2,3,3,1,1,215,2,1,2,245.8178603803707
1,27,1,2,2,1,1,216,1,1,1,54.57743152850669
2,19,3,1,1,1,1,217,3,1,3,504.6035725741831
2,38,2,3,2,1,1,218,2,1,2,39.62395121592831
2,30,1,2,2,1,1,219,1,1,1,23.16708106363998
1,19,3,1,1,1,1,220,3,1,3,643.2600944260446
2,35,1,2,2,1,1,221,1,1,1,201.7461046516048
2,51,2,2,2,1,1,222,2,1,2,468.4228645395833
2,48,2,2,2,1,1,223,2,1,2,122.9089301901853
2,34,3,3,1,1,1,224,2,1,2,113.2612852000177
2,45,2,2,2,1,1,225,2,1,2,563.8561521013999
2,35,3,2,1,1,1,226,2,1,2,153.565796203297
2,20,8,3,1,1,1,227,8,1,8,1204.869754922029
2,60,1,2,2,1,1,228,1,1,1,63.18214721148502
2,21,5,2,1,1,1,229,4,1,4,331.8727145166702
2,36,2,2,2,1,1,230,2,1,2,57.04688514358475
1,35,1,2,2,1,1,231,1,1,1,113.9778099246011
2,63,2,2,2,1,1,232,2,1,2,487.3666620804416
2,58,2,3,3,1,1,233,2,1,2,101.6471700094998
2,30,3,1,1,1,1,234,3,1,3,167.8513810144936
2,46,1,3,3,1,1,235,1,1,1,61.45446509509267
2,35,2,2,2,1,1,236,2,1,2,304.6806777832588
1,63,1,2,2,1,1,237,1,1,1,185.6963097765174
1,22,1,3,1,1,1,238,1,1,1,152.1444673014622
1,22,5,1,2,1,1,239,4,1,4,590.749066309633
1,44,1,3,3,1,1,241,1,1,1,143.5374678547934
2,28,2,2,2,1,1,242,2,1,2,145.171190650268
1,32,1,2,2,1,1,243,1,1,1,357.9775452258119
2,55,1,2,2,1,1,245,1,1,1,159.7816092472409
1,63,1,3,3,1,1,246,1,1,1,388.5984202257119
2,36,3,1,1,1,1,247,3,1,3,11.66868105209688
1,32,1,2,2,1,1,249,1,1,1,27.60845070422535
1,29,1,2,2,1,1,250,1,1,1,329.0403236579344
1,22,1,2,2,1,1,252,1,1,1,30.42889346029244
2,40,2,2,2,1,1,253,2,1,2,35.00604315629064
1,22,1,2,2,1,1,254,1,1,1,428.8400629506964
2,12,5,1,1,1,1,255,4,1,4,891.9472485192127
1,48,1,2,2,1,1,256,1,1,1,26.46733516614489
2,20,4,2,2,1,1,257,4,1,4,84.31851858669343
1,19,3,2,1,1,1,258,4,1,4,984.5817771827216
1,35,1,3,2,1,1,259,1,1,1,264.5968982943134
1,38,1,2,2,1,1,260,1,1,1,145.5282940618724
2,59,1,3,1,1,1,262,1,1,1,335.4629724212088
2,50,1,2,2,1,1,263,1,1,1,296.0591663932213
2,32,1,2,2,1,1,264,1,1,1,188.7225478453485
1,49,1,3,2,1,1,265,1,1,1,435.0072511357998
1,18,1,2,2,1,1,266,1,1,1,30.42889346029244
2,52,1,2,2,1,1,267,1,1,1,418.8593939240166
2,43,2,3,2,1,1,268,2,1,2,277.3441094761116
2,53,2,2,2,1,1,269,2,1,2,876.7457211234074
1,28,1,2,2,1,1,270,1,1,1,27.60845070422535
2,31,2,3,2,1,1,271,2,1,2,278.4276762458018
1,17,3,1,1,1,1,272,4,1,4,470.8732394366197
2,33,3,2,1,1,1,273,2,1,2,351.8330253522914
2,36,1,2,1,1,1,274,1,1,1,76.78289810164851
2,38,2,1,2,1,1,275,2,1,2,279.8087857193193
2,27,3,2,1,1,1,277,3,1,3,497.9705363308526
2,62,2,3,2,1,1,278,2,1,2,150.6160284340121
1,25,1,3,2,1,1,279,1,1,1,27.60845070422535
2,55,2,3,3,1,1,280,2,1,2,172.021632242776
1,52,1,1,3,1,1,283,1,1,1,85.52354381887605
1,44,1,3,3,1,1,284,1,1,1,227.9556198492022
1,40,1,2,2,1,1,286,1,1,1,335.794843456879
2,33,2,2,2,1,1,287,2,1,2,450.9672825996693
1,13,3,2,1,1,1,288,3,1,3,588.5915492957746
2,51,2,3,2,1,1,289,2,1,2,172.021632242776
1,40,1,2,2,1,1,290,1,1,1,17.36655758811223
1,13,3,1,1,1,1,291,3,1,3,220.1776890441728
2,41,1,2,2,1,1,292,1,1,1,184.8960729840744
2,40,2,3,2,1,1,293,2,1,2,712.6796511085633
2,20,3,2,1,1,1,295,2,1,2,172.5466517880852
2,30,7,2,2,1,1,297,3,1,3,382.9979700097828
1,61,1,3,3,1,1,298,1,1,1,724.8492291903366
2,47,1,2,2,1,1,299,1,1,1,61.45446509509267
1,32,1,2,2,1,1,300,1,1,1,215.0501239387053
2,30,3,1,3,1,1,304,2,1,2,175.9165126761457
1,21,1,2,2,1,1,305,1,1,1,208.5301597569371
2,63,3,3,1,1,1,306,2,1,2,21.66318589530957
2,23,5,3,1,1,1,307,5,1,5,845.5578413374384
1,44,1,2,2,1,1,308,1,1,1,209.882656962793
1,53,1,2,2,1,1,309,1,1,1,138.3803073908824
2,62,1,3,3,1,1,310,1,1,1,86.01081612138799
1,46,1,2,3,1,1,311,1,1,1,371.5129752649124
2,30,3,2,1,1,1,313,2,1,2,171.9584087677901
1,42,3,1,1,1,1,315,3,1,3,120.4694710485835
2,60,1,2,2,1,1,316,1,1,1,241.0660680510078
2,23,3,1,1,1,1,317,6,1,6,374.8436827654597
1,37,7,1,1,1,1,318,6,1,6,372.4161263039188
2,53,1,2,2,1,1,319,1,1,1,166.533281096187
2,58,1,3,3,1,1,320,1,1,1,197.3727775954808
1,43,3,3,1,1,1,321,2,1,2,104.9413284813965
1,40,5,2,2,1,1,322,3,1,3,625.0373077319791
2,26,8,2,1,1,1,323,3,1,3,351.8330253522914
2,53,1,3,3,1,1,325,1,1,1,160.7107120340052
2,31,2,3,2,1,1,327,2,1,2,510.6639600130437
1,44,1,2,2,1,1,328,1,1,1,117.0511263137207
2,46,2,3,3,1,1,329,2,1,2,258.032448364164
2,29,1,2,2,1,1,330,1,1,1,68.78336350711605
2,40,3,1,1,1,1,331,3,1,3,231.6012258825002
2,53,1,3,3,1,1,332,1,1,1,245.8178603803707
1,16,3,1,1,1,1,333,3,1,3,2583.054295026376
2,29,1,2,2,1,1,334,1,1,1,199.188214532341
2,63,2,2,2,1,1,335,2,1,2,70.2569433800347
2,33,1,2,2,1,1,336,1,1,1,152.8192800977506
2,36,3,1,3,1,1,337,4,1,4,323.6433038252254
2,54,7,3,3,1,1,338,2,1,2,258.032448364164
2,25,3,2,1,1,1,339,3,1,3,109.6169293229682
1,29,3,2,1,1,1,340,2,1,2,580.1469611235935
2,58,3,1,1,1,1,343,3,1,3,122.9089301901853
2,47,2,3,3,1,1,344,2,1,2,184.363395285278
1,52,1,2,2,1,1,345,1,1,1,285.6866304254113
1,21,1,2,2,1,1,346,1,1,1,145.9690684146287
2,37,2,2,2,1,1,347,2,1,2,155.1893112704653
1,18,3,1,1,1,1,348,3,1,3,218.9536026219431
2,42,3,3,1,1,1,349,2,1,2,155.1893112704653
2,42,2,2,2,1,1,350,2,1,2,310.3786225409305
2,23,1,2,2,1,1,351,1,1,1,85.09556782478721
1,62,1,3,3,1,1,352,1,1,1,556.9969534329059
2,32,2,2,3,1,1,353,2,1,2,267.4906457211182
2,27,3,1,1,1,1,354,3,1,3,542.6724342816192
2,61,1,3,3,1,1,356,1,1,1,837.7187878480331
1,25,5,2,2,1,1,357,3,1,3,587.3803960139718
1,18,3,1,2,1,1,358,2,1,2,386.0716267661517
1,63,1,3,2,1,1,359,1,1,1,614.5496925430301
1,16,3,1,1,1,1,360,4,1,4,556.6167726120167
1,44,1,3,3,1,1,361,1,1,1,511.7763978435568
1,55,1,3,3,1,1,362,1,1,1,382.6036809264581
2,39,1,3,2,1,1,363,1,1,1,213.2284620215766
1,56,1,3,2,1,1,364,1,1,1,191.301840463229
2,43,1,2,2,1,1,365,1,1,1,224.2890969623396
2,50,2,2,2,1,1,366,2,1,2,614.3640703496829
2,64,2,2,3,1,1,367,2,1,2,107.8076045555301
1,21,3,2,1,1,1,368,2,1,2,1152.403265720646
2,15,3,2,1,1,1,369,2,1,2,973.0040387433431
1,24,3,2,1,1,1,370,2,1,2,60.85778692058488
2,44,2,3,3,1,1,372,2,1,2,1291.383439104707
1,48,1,3,2,1,1,373,1,1,1,756.1841919963066
2,39,3,1,1,1,1,374,4,1,4,499.9258583721744
2,23,1,2,2,1,1,375,1,1,1,117.9965996842089
2,42,3,1,1,1,1,376,3,1,3,821.8148115571976
2,59,1,3,2,1,1,377,1,1,1,259.7826823664392
2,33,1,2,1,1,1,378,1,1,1,282.1279017189242
2,30,3,2,1,1,1,379,4,1,4,496.0640108596363
1,62,1,3,3,1,1,380,1,1,1,257.0755169690335
2,50,2,2,2,1,1,381,2,1,2,172.6058706937048
2,65,1,3,3,1,1,382,1,1,1,258.9088060405573
1,57,1,2,3,1,1,384,1,1,1,1167.183673469388
1,24,1,2,2,1,1,385,1,1,1,30.42889346029244
2,14,3,1,1,1,1,388,3,1,3,490.474572959137
2,29,3,1,1,1,1,389,3,1,3,490.5344025428849
1,23,10,2,2,1,1,390,3,1,3,714.96054773807
1,28,1,2,2,1,1,391,1,1,1,391.5869306759812
1,18,8,2,2,1,1,392,4,1,4,938.9952535501557
2,28,2,2,2,1,1,393,2,1,2,253.669096462314
2,30,2,2,2,1,1,394,2,1,2,261.9759087390011
1,36,1,2,2,1,1,395,1,1,1,311.9227023730101
2,47,3,2,1,1,1,396,2,1,2,86.30293534685242
2,53,1,3,2,1,1,397,1,1,1,199.0294237948249
2,57,2,3,3,1,1,398,2,1,2,369.6260727618176
2,48,2,3,3,1,1,399,2,1,2,942.4336363290372
2,25,1,2,2,1,1,400,1,1,1,217.0689737126477
1,21,3,2,1,1,1,401,3,1,3,528.1848301219625
2,37,1,1,2,1,1,402,1,1,1,269.1908468157862
2,14,3,2,1,1,1,403,2,1,2,326.9830486394247
1,28,4,2,2,1,1,404,4,1,4,672.0316373084542
2,13,3,2,2,1,1,405,3,1,3,1210.103588248053
1,40,3,3,1,1,1,406,2,1,2,207.9484682486734
2,28,3,1,2,1,1,407,2,1,2,71.22981956315289
2,39,2,2,2,1,1,408,2,1,2,279.8087857193193
1,43,1,2,3,1,1,410,1,1,1,251.8461325926592
2,54,2,3,3,1,1,411,2,1,2,172.6058706937048
2,28,1,2,2,1,1,412,1,1,1,129.1566727933994
2,50,8,2,2,1,1,414,3,1,3,614.3640703496829
1,53,1,2,2,1,1,415,1,1,1,583.5918367346939
2,23,2,1,1,1,1,416,2,1,2,329.4880287198656
2,38,1,2,2,1,1,417,1,1,1,239.8820197742737
1,38,1,2,2,1,1,418,1,1,1,671.589686913758
2,58,2,3,3,1,1,419,2,1,2,212.9923634420373
1,28,8,2,2,1,1,420,3,1,3,3389.047619047619
2,43,1,2,2,1,1,421,1,1,1,437.9072530418214
2,29,3,2,1,1,1,422,2,1,2,397.7538232082883
2,23,2,3,2,1,1,423,2,1,2,56.21234572446229
1,34,4,2,2,1,1,424,3,1,3,410.7282891503286
2,63,1,3,3,1,1,425,1,1,1,301.2320568680242
2,20,2,2,2,1,1,426,2,1,2,235.9931993684179
1,42,1,3,3,1,1,427,1,1,1,312.7522431266181
1,43,3,3,1,1,1,429,3,1,3,251.8461325926592
1,19,5,2,1,1,1,430,3,1,3,241.6275431225942
2,65,2,2,2,1,1,431,2,1,2,681.4888383533671
2,44,3,1,1,1,1,432,3,1,3,479.7640395485474
2,35,1,2,2,1,1,433,1,1,1,68.46300657841307
2,44,2,3,2,1,1,434,2,1,2,575.9999999999999
1,54,1,1,3,1,1,435,1,1,1,457.9171222242663
1,34,1,2,2,1,1,436,1,1,1,2236.771428571429
2,12,3,1,1,1,1,437,3,1,3,490.474572959137
2,31,3,2,1,1,1,438,2,1,2,327.02293502859
2,41,2,2,2,1,1,439,2,1,2,205.3890197352392
2,16,3,2,1,1,1,440,3,1,3,1210.103588248053
2,40,1,2,2,1,1,441,1,1,1,437.9072530418214
2,38,1,2,2,1,1,442,1,1,1,199.3680861887463
2,49,2,2,2,1,1,443,2,1,2,63.18214721148502
1,64,1,3,3,1,1,444,1,1,1,263.5815378873951
1,55,1,2,1,1,1,445,1,1,1,114.4792805560666
2,63,1,3,3,1,1,446,1,1,1,230.3726666582091
1,25,3,1,1,1,1,448,3,1,3,110.4338028169014
1,34,1,2,2,1,1,449,1,1,1,245.5127113145999
2,27,1,2,2,1,1,450,1,1,1,77.1429417171927
1,32,1,2,2,1,1,451,1,1,1,72.10094221024893
2,48,1,2,2,1,1,452,1,1,1,614.3640703496829
2,37,1,3,2,1,1,453,1,1,1,435.2581111189411
2,57,2,2,2,1,1,454,2,1,2,203.978980658545
1,64,1,2,2,1,1,456,1,1,1,237.8790245320864
2,53,6,2,2,1,1,457,4,1,4,460.7730527622621
1,43,1,3,3,1,1,458,1,1,1,143.5374678547934
1,24,1,2,2,1,1,460,1,1,1,186.3625574075029
2,16,5,2,1,1,1,461,4,1,4,468.258193645234
2,22,2,2,2,1,1,462,2,1,2,136.2602391800607
2,59,2,2,2,1,1,463,2,1,2,63.18214721148502
2,62,1,2,2,1,1,464,1,1,1,131.3896083990259
2,44,2,2,2,1,1,465,2,1,2,284.5137373291863
2,42,1,2,2,1,1,466,1,1,1,218.9536265209107
2,63,2,2,3,1,1,467,2,1,2,273.2778866452153
2,16,5,2,1,1,1,468,4,1,4,604.7407950804328
2,33,1,2,2,1,1,469,1,1,1,261.9759087390011
2,25,2,2,2,1,1,470,2,1,2,217.0689737126477
1,38,3,2,1,1,1,471,2,1,2,680.9792521402646
2,18,1,2,2,1,1,472,1,1,1,23.72830521612865
2,29,1,2,2,1,1,473,1,1,1,243.5191706760577
2,61,1,2,2,1,1,475,1,1,1,614.3640703496829
2,62,2,2,3,1,1,476,2,1,2,250.1815532012934
1,37,3,1,1,1,1,477,3,1,3,529.1937965886268
2,47,1,3,3,1,1,478,1,1,1,21.06071573716167
1,16,3,1,1,1,1,479,3,1,3,408.1856332488123
2,49,2,2,2,1,1,480,2,1,2,225.3330386820064
1,61,1,2,2,1,1,481,1,1,1,237.8790245320864
2,32,1,3,2,1,1,482,1,1,1,198.8769116041442
2,50,2,3,2,1,1,484,2,1,2,749.6377221887038
2,61,2,3,2,1,1,485,2,1,2,199.0294237948249
2,38,2,2,2,1,1,486,2,1,2,656.8608795627321
1,42,1,2,2,1,1,487,1,1,1,117.0511263137207
2,37,2,2,2,1,1,488,2,1,2,785.4545454545453
2,24,1,2,2,1,1,489,1,1,1,56.21234572446229
2,18,3,2,1,1,1,490,2,1,2,204.3903587700911
2,50,1,2,1,1,1,492,1,1,1,98.68638879774042
2,29,2,2,2,1,1,493,2,1,2,217.0689737126477
2,62,1,3,3,1,1,494,1,1,1,333.3014874478217
2,14,3,1,1,1,1,496,3,1,3,2685.452147701583
2,54,3,3,1,1,1,498,2,1,2,84.41861729968204
2,39,1,3,2,1,1,499,1,1,1,205.3890197352392
1,60,1,2,2,1,1,500,1,1,1,118.9395122660432
2,55,1,3,3,1,1,501,1,1,1,64.9895576859287
2,36,1,2,2,1,1,502,1,1,1,279.8087857193193
1,22,4,2,2,1,1,505,4,1,4,387.5303536884668
2,37,3,1,1,1,1,506,3,1,3,35.00604315629064
1,57,1,3,3,1,1,507,1,1,1,2258.865191451274
1,38,1,1,1,1,1,508,1,1,1,340.4896260701323
2,26,3,1,1,1,1,509,3,1,3,496.0640108596363
2,20,3,1,1,1,1,510,3,1,3,680.9838499274257
2,34,1,2,2,1,1,511,1,1,1,99.43845580207208
2,29,1,2,2,1,1,512,1,1,1,34.39168175355803
1,19,3,1,1,1,1,513,3,1,3,726.2503031479852
1,39,1,2,2,1,1,514,1,1,1,460.0445144891802
1,53,3,2,1,1,1,515,2,1,2,128.5377584845167
2,46,1,2,2,1,1,516,1,1,1,67.99299355284835
2,41,3,3,1,1,1,517,2,1,2,411.7704650849477
2,48,2,2,2,1,1,518,2,1,2,604.120547427967
2,36,1,2,2,1,1,519,1,1,1,523.6363636363635
1,63,1,2,1,1,1,520,1,1,1,574.1326768039708
2,52,7,2,2,1,1,521,2,1,2,131.3896083990259
