SEXO,EDAD,PARENTESCO,PADRE,MADRE,CONSENTIMIENTO,RESULTADO,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C
1,26,1,2,2,1,1,38679,1,1,1,12.78047467456237
1,18,3,1,1,1,1,38680,4,1,4,1849.441633733167
1,34,3,1,1,1,1,38681,3,1,3,190.5520930718115
2,60,2,3,3,1,1,38682,2,1,2,286.5988954434654
1,18,3,2,1,1,1,38683,3,1,3,21.86675943642373
1,13,3,1,1,1,1,38684,3,1,3,1975.552767361765
2,45,1,2,2,1,1,38685,1,1,1,68.01236560173507
1,26,1,3,3,1,1,38686,1,1,1,31.92843450479233
2,64,1,3,3,1,1,38690,1,1,1,859.7966863303961
2,19,5,2,2,1,1,38691,3,1,3,287.3990818610977
2,51,1,2,2,1,1,38692,1,1,1,13.94753822415486
2,43,1,2,2,1,1,38693,1,1,1,977.7321838617413
2,50,1,2,2,1,1,38694,1,1,1,16.1934203813655
2,31,2,2,2,1,1,38695,2,1,2,15.61061946902655
2,24,2,2,3,1,1,38696,2,1,2,15.15142314990512
1,55,1,2,2,1,1,38698,1,1,1,46.96575820131866
2,30,2,2,2,1,1,38699,2,1,2,15.61061946902655
2,32,3,2,1,1,1,38700,2,1,2,7.805309734513274
1,32,1,2,2,1,1,38701,1,1,1,278.0918883372278
2,18,3,1,1,1,1,38702,3,1,3,30.30284629981023
2,45,1,2,2,1,1,38703,1,1,1,296.024611885809
2,18,2,2,2,1,1,38704,2,1,2,15.15142314990512
2,18,2,2,2,1,1,38705,2,1,2,15.15142314990512
2,15,3,1,1,1,1,38706,4,1,4,32.83516483516483
1,42,1,3,2,1,1,38707,1,1,1,29.26612235594144
1,17,3,1,1,1,1,38708,4,1,4,65.18788958147816
1,36,1,2,2,1,1,38709,1,1,1,29.26612235594144
2,56,2,3,3,1,1,38710,2,1,2,27.89507644830973
1,35,1,2,2,1,1,38711,1,1,1,51.34345598555957
2,35,2,3,3,1,1,38712,2,1,2,408.1078996485202
2,57,2,3,3,1,1,38713,2,1,2,20.9213073362323
2,63,2,3,2,1,1,38714,2,1,2,191.6931270978336
2,38,2,2,2,1,1,38715,2,1,2,416.0161642141672
2,39,2,3,2,1,1,38716,2,1,2,408.1078996485202
1,53,1,2,2,1,1,38717,1,1,1,28.88944255332474
2,24,8,2,2,1,1,38718,3,1,3,501.9583806103146
1,23,3,1,1,1,1,38719,3,1,3,587.3116933009874
2,38,1,2,2,1,1,38720,1,1,1,136.0359665495068
1,56,1,3,2,1,1,38721,1,1,1,237.2233840986556
2,31,8,2,2,1,1,38722,2,1,2,27.29779610683617
2,65,1,3,3,1,1,38723,1,1,1,108.959212225473
1,18,3,2,1,1,1,38724,2,1,2,212.2782428898201
2,39,1,3,2,1,1,38725,1,1,1,249.6096985285004
2,59,2,3,3,1,1,38726,2,1,2,326.8776366764189
2,63,1,2,2,1,1,38727,1,1,1,4.95480945772928
1,43,1,2,3,1,1,38728,1,1,1,238.1372084648821
2,41,2,2,2,1,1,38729,2,1,2,43.71294773238445
2,29,8,2,2,1,1,38730,3,1,3,256.213098600966
2,29,3,2,1,1,1,38731,2,1,2,262.2747412478453
2,12,3,2,1,1,1,38732,3,1,3,24.29474204647502
2,24,2,3,2,1,1,38733,2,1,2,188.2507571666418
1,38,1,2,2,1,1,38734,1,1,1,3.562006963770494
2,59,2,3,3,1,1,38735,2,1,2,108.959212225473
1,29,1,2,2,1,1,38736,1,1,1,14.20052741618041
1,34,1,2,2,1,1,38737,1,1,1,14.20052741618041
2,59,2,3,2,1,1,38738,2,1,2,225.7932433330813
2,65,2,3,2,1,1,38739,2,1,2,25.62145190230886
1,34,1,2,3,1,1,38740,1,1,1,278.0918883372278
1,45,1,2,2,1,1,38741,1,1,1,13.02024529842028
1,61,10,3,2,1,1,38743,2,1,2,28.88944255332474
2,29,1,2,2,1,1,38744,1,1,1,9.142006182547298
2,40,2,2,2,1,1,38746,2,1,2,9.960402533988541
2,24,2,2,2,1,1,38754,2,1,2,586.8029124900687
1,40,1,2,2,1,1,38755,1,1,1,25.67172799277979
2,56,2,3,2,1,1,38756,2,1,2,35.98537862525666
2,27,1,3,2,1,1,38757,1,1,1,77.02183158491637
1,24,2,2,2,1,1,38758,2,1,2,82.60684664431005
1,56,1,3,2,1,1,38759,1,1,1,442.9679555975983
1,40,1,2,2,1,1,38760,1,1,1,28.52414221419977
2,27,2,2,2,1,1,38761,2,1,2,674.7877651150042
1,34,1,2,2,1,1,38762,1,1,1,946.9994965875627
1,56,1,2,2,1,1,38763,1,1,1,21.3480719096903
1,36,1,3,2,1,1,38764,1,1,1,102.7821522309711
2,63,2,3,3,1,1,38765,2,1,2,296.024611885809
2,57,1,2,2,1,1,38766,1,1,1,17.99268931262833
2,44,1,2,3,1,1,38767,1,1,1,578.6149507581871
2,58,1,2,2,1,1,38768,1,1,1,35.98537862525666
2,25,1,2,2,1,1,38769,1,1,1,337.3938825575021
2,54,1,2,2,1,1,38770,1,1,1,17.99268931262833
1,44,1,2,2,1,1,38771,1,1,1,1310.143758598274
2,33,3,1,1,1,1,38772,6,1,6,136.4889805341809
2,27,1,2,1,1,1,38773,1,1,1,885.7260811264916
2,64,1,3,3,1,1,38774,1,1,1,17.99268931262833
2,28,5,2,1,1,1,38775,6,1,6,751.5251597436898
1,63,1,3,3,1,1,38778,1,1,1,21.61492280856143
1,42,2,3,3,1,1,38779,2,1,2,1031.690931891502
2,26,3,2,1,1,1,38781,2,1,2,759.1362357543796
1,13,5,2,2,1,1,38782,2,1,2,207.9601255763574
2,58,2,3,3,1,1,38784,2,1,2,18.21759792903618
2,24,3,2,1,1,1,38785,3,1,3,267.9280548339482
1,63,1,3,3,1,1,38786,1,1,1,809.533145376713
2,55,2,3,2,1,1,38787,2,1,2,460.0635050348006
2,33,2,2,2,1,1,38788,2,1,2,1686.96941278751
2,50,1,3,3,1,1,38789,1,1,1,36.43519585807237
1,20,5,2,2,1,1,38790,3,1,3,226.1749222952697
1,28,1,3,2,1,1,38791,1,1,1,168.8004860937313
1,31,1,2,1,1,1,38792,1,1,1,925.1501811495649
2,23,1,2,2,1,1,38793,1,1,1,199.1691024570559
2,37,3,2,1,1,1,38794,4,1,4,424.3736246463378
2,35,2,2,2,1,1,38795,2,1,2,279.8087857193193
1,22,3,2,1,1,1,38796,6,1,6,787.1533323866672
2,44,2,3,2,1,1,38797,2,1,2,77.39451023306107
1,62,1,2,3,1,1,38798,1,1,1,21.61492280856143
1,41,1,2,2,1,1,38799,1,1,1,710.2727882147716
1,15,3,1,1,1,1,38800,4,1,4,2414.564493442157
1,19,3,2,1,1,1,38801,2,1,2,244.8921478536298
1,28,3,1,1,1,1,38802,3,1,3,1826.3561719903
2,22,1,3,2,1,1,38803,1,1,1,267.9280548339482
2,34,1,2,2,1,1,38804,1,1,1,154.0436631698327
2,54,2,2,3,1,1,38805,2,1,2,460.0635050348006
2,54,1,3,3,1,1,38806,1,1,1,888.0738356574271
1,50,1,3,3,1,1,38807,1,1,1,103.8321149460958
1,23,5,2,2,1,1,38808,2,1,2,185.7549644528943
1,17,3,1,1,1,1,38809,3,1,3,637.372099397459
1,36,1,2,2,1,1,38810,1,1,1,590.9443636738711
2,21,2,2,2,1,1,38812,2,1,2,448.0663058612722
2,38,2,2,2,1,1,38813,2,1,2,744.8099284125417
1,29,1,2,2,1,1,38814,1,1,1,168.8004860937313
2,27,2,2,2,1,1,38815,2,1,2,348.824464030496
1,43,1,2,2,1,1,38816,1,1,1,1544.304969966313
1,56,1,3,3,1,1,38817,1,1,1,145.0024170452666
2,58,2,3,3,1,1,38818,2,1,2,136.5270908746488
2,29,2,3,2,1,1,38819,2,1,2,123.6006276655668
1,36,1,2,3,1,1,38820,1,1,1,355.1363941073858
2,58,2,2,2,1,1,38821,2,1,2,372.5373555167447
2,55,2,2,2,1,1,38822,2,1,2,303.2503675167192
2,39,2,2,2,1,1,38823,2,1,2,1117.214892618813
2,36,2,3,2,1,1,38824,2,1,2,232.3718166650356
1,18,3,1,1,1,1,38825,4,1,4,452.3498445905394
1,44,1,2,2,1,1,38826,1,1,1,409.4211182748455
2,19,3,2,1,1,1,38827,4,1,4,1467.007281225172
1,38,1,2,2,1,1,38828,1,1,1,2515.476016508685
2,15,3,1,1,1,1,38829,3,1,3,588.4547926031605
1,18,3,2,1,1,1,38830,2,1,2,234.9246773203949
2,47,1,2,3,1,1,38831,1,1,1,828.9232272439488
2,65,2,3,3,1,1,38832,2,1,2,327.6608375198309
2,42,1,2,2,1,1,38833,1,1,1,241.0209722396359
2,23,2,2,2,1,1,38834,2,1,2,284.4876905931531
1,25,1,2,2,1,1,38835,1,1,1,507.3211588861944
1,63,1,3,2,1,1,38836,1,1,1,99.18594904777106
2,19,3,2,1,1,1,38837,3,1,3,134.2432556012803
2,50,3,1,1,1,1,38838,3,1,3,351.2974077108069
2,17,3,2,1,1,1,38840,2,1,2,784.6063901375472
1,46,1,3,2,1,1,38841,1,1,1,290.0048340905332
2,60,2,3,3,1,1,38842,2,1,2,354.5708848715507
2,14,3,2,1,1,1,38843,3,1,3,843.2297194844577
1,36,1,2,2,1,1,38844,1,1,1,119.068604232441
1,58,1,3,2,1,1,38845,1,1,1,549.5421753982608
1,38,3,1,1,1,1,38847,3,1,3,475.1251694265484
2,27,1,2,2,1,1,38848,1,1,1,154.0436631698327
2,18,8,2,2,1,1,38849,4,1,4,351.45389730119
2,48,2,3,3,1,1,38851,2,1,2,1315.664941714707
2,61,10,3,3,1,1,38852,2,1,2,372.5373555167447
1,22,3,1,2,1,1,38853,3,1,3,761.817784790944
2,42,7,2,2,1,1,38854,2,1,2,1117.214892618813
2,58,7,3,3,1,1,38855,2,1,2,156.0309609995986
2,60,1,3,3,1,1,38856,1,1,1,144.8756382565118
2,61,2,3,2,1,1,38857,2,1,2,135.0746228082098
1,35,1,2,2,1,1,38859,1,1,1,238.1372084648821
2,40,1,2,2,1,1,38860,1,1,1,376.0803672110736
2,50,1,3,2,1,1,38861,1,1,1,136.5270908746488
2,40,2,3,2,1,1,38862,2,1,2,814.5131973758452
2,61,1,3,3,1,1,38863,1,1,1,43.14758676628932
1,32,1,2,2,1,1,38864,1,1,1,96.11302300307915
2,41,1,2,2,1,1,38865,1,1,1,175.3204931322021
2,55,1,3,2,1,1,38866,1,1,1,1302.50829229756
1,24,2,2,2,1,1,38867,2,1,2,244.8921478536298
2,12,3,2,1,1,1,38869,3,1,3,2272.882275203877
2,57,1,3,2,1,1,38871,1,1,1,558.8060332751171
1,60,7,3,3,1,1,38872,3,1,3,629.6368908485546
2,39,7,2,2,1,1,38873,3,1,3,174.2788624987767
1,20,5,1,1,1,1,38874,4,1,4,1085.953395139063
2,27,2,2,2,1,1,38875,2,1,2,176.3743106108844
1,45,1,2,2,1,1,38876,1,1,1,419.7579272323697
2,49,1,2,2,1,1,38877,1,1,1,340.0791478251569
1,18,3,1,1,1,1,38878,4,1,4,1467.325593705653
2,59,2,3,2,1,1,38880,2,1,2,95.84656354891681
2,35,3,1,1,1,1,38882,3,1,3,229.7195586461078
2,20,5,2,1,1,1,38883,3,1,3,134.2432556012803
2,15,5,2,1,1,1,38884,3,1,3,1704.661706402908
2,30,1,2,2,1,1,38886,1,1,1,149.9422752718586
2,54,2,3,2,1,1,38887,2,1,2,118.1902949571836
1,29,3,1,1,1,1,38888,3,1,3,661.5820600398642
1,38,3,1,1,1,1,38889,3,1,3,1164.572229865132
1,37,4,3,2,1,1,38890,4,1,4,684.905902921387
1,24,3,2,1,1,1,38891,3,1,3,397.0482015514756
2,13,3,2,1,1,1,38893,2,1,2,392.3031950687736
2,26,2,2,2,1,1,38894,2,1,2,165.5684825187254
2,39,1,1,2,1,1,38895,1,1,1,116.1859083325178
2,20,3,1,1,1,1,38896,3,1,3,627.292828205781
2,21,5,3,2,1,1,38897,2,1,2,110.6341018973373
1,32,1,2,2,1,1,38898,1,1,1,271.6681969104596
2,16,3,2,1,1,1,38899,2,1,2,365.8897415601172
2,39,1,2,2,1,1,38900,1,1,1,729.845421736369
1,23,1,2,2,1,1,38901,1,1,1,245.0514645432552
1,64,1,3,3,1,1,38902,1,1,1,282.2376650451703
2,30,1,2,2,1,1,38904,1,1,1,467.6527331189709
2,62,1,3,3,1,1,38905,1,1,1,760.8837655222791
1,36,1,2,2,1,1,38906,1,1,1,355.1363941073858
2,47,2,3,3,1,1,38908,2,1,2,304.7576601671309
2,28,2,2,2,1,1,38910,2,1,2,309.2917920042248
2,54,3,3,1,1,1,38911,2,1,2,78.01548049979932
2,14,7,2,2,1,1,38912,4,1,4,588.4547926031605
1,23,1,2,2,1,1,38914,1,1,1,784.6116021898282
1,65,10,2,3,1,1,38915,3,1,3,241.7945725848874
2,63,6,3,3,1,1,38917,4,1,4,204.7906363119733
1,25,1,2,2,1,1,38918,1,1,1,256.9861614304347
2,24,3,1,1,1,1,38919,3,1,3,502.0290645508455
1,39,3,3,1,1,1,38920,2,1,2,500.6380510440835
2,65,2,3,3,1,1,38921,2,1,2,100.6102029368353
2,38,1,2,2,1,1,38923,1,1,1,44.95104494703691
2,18,5,1,1,1,1,38925,4,1,4,331.902305692012
2,45,2,3,2,1,1,38926,2,1,2,507.2558436815193
2,52,2,3,2,1,1,38927,2,1,2,986.74870628603
1,34,1,2,2,1,1,38928,1,1,1,441.0547066932428
2,47,1,3,3,1,1,38929,1,1,1,43.32637179061913
1,26,1,2,2,1,1,38930,1,1,1,456.5890429975749
1,37,1,2,2,1,1,38931,1,1,1,417.6831360640437
1,48,3,1,2,1,1,38933,3,1,3,1270.069492703267
2,39,1,2,2,1,1,38934,1,1,1,80.34032407987864
2,32,3,1,1,1,1,38937,5,1,5,68.24449026709043
2,39,2,3,2,1,1,38940,2,1,2,666.2026331657113
2,33,1,2,1,1,1,38941,1,1,1,328.2839742940996
2,38,2,2,2,1,1,38944,2,1,2,86.78504524493638
1,28,3,1,1,1,1,38946,3,1,3,1469.869646182495
2,39,1,3,2,1,1,38947,1,1,1,450.0338505897011
1,59,1,3,3,1,1,38948,1,1,1,809.533145376713
2,19,3,2,1,1,1,38949,3,1,3,408.2713216517305
2,46,2,3,2,1,1,38950,2,1,2,1437.833829159644
1,35,1,3,1,1,1,38951,1,1,1,158.3750564755161
1,30,1,2,2,1,1,38953,1,1,1,967.4102833158446
1,62,1,3,3,1,1,38955,1,1,1,1328.903866792795
2,55,2,3,3,1,1,38958,2,1,2,407.735346693623
2,46,2,2,3,1,1,38959,2,1,2,303.2503675167192
2,21,1,2,2,1,1,38961,1,1,1,145.8333333333333
2,26,1,2,3,1,1,38962,1,1,1,211.81003685852
2,27,2,2,2,1,1,38963,2,1,2,485.0293541799321
2,25,2,2,2,1,1,38965,2,1,2,292.2700982147946
1,31,8,3,3,1,1,38966,3,1,3,210.512950181383
1,21,3,2,1,1,1,38967,2,1,2,98.71859875547358
2,44,2,2,3,1,1,38970,2,1,2,411.7704650849477
2,31,2,2,2,1,1,38971,2,1,2,218.855982862733
2,63,2,3,3,1,1,38973,2,1,2,390.3304530120076
2,65,1,3,3,1,1,38974,1,1,1,296.024611885809
2,36,1,2,2,1,1,38975,1,1,1,257.1979747521016
2,38,1,3,3,1,1,38977,1,1,1,70.16440523273502
2,56,1,3,3,1,1,38978,1,1,1,760.8837655222791
2,65,1,2,2,1,1,38979,1,1,1,42.29950221238938
2,42,2,2,2,1,1,38980,2,1,2,174.2788624987767
1,63,1,3,3,1,1,38982,1,1,1,209.8789636161848
2,23,3,2,1,1,1,38984,2,1,2,324.365411105111
2,57,1,2,3,1,1,38985,1,1,1,43.14758676628932
2,28,2,2,2,1,1,38986,2,1,2,485.0293541799321
1,39,1,2,2,1,1,38987,1,1,1,91.61328480436762
1,59,3,2,1,1,1,38988,2,1,2,51.91605747304791
2,43,1,2,2,1,1,38989,1,1,1,399.7215798994267
1,65,1,3,3,1,1,38991,1,1,1,498.3389500472982
2,23,3,2,1,1,1,38992,4,1,4,578.3757002045968
2,50,1,3,3,1,1,38993,1,1,1,327.2414604033158
1,12,3,1,1,1,1,38994,4,1,4,853.7874691058405
2,39,2,3,2,1,1,38995,2,1,2,35.66155609433547
1,32,1,2,2,1,1,38996,1,1,1,128.4930807152174
2,56,1,3,3,1,1,38997,1,1,1,327.6444750216614
1,52,1,2,2,1,1,38999,1,1,1,478.5273609294373
2,18,2,2,2,1,1,39000,2,1,2,221.2682037946746
2,43,3,2,1,1,1,39001,3,1,3,440.3292142818672
2,24,3,3,1,1,1,39003,3,1,3,272.9611307420495
1,12,3,2,1,1,1,39004,4,1,4,2414.564493442157
1,53,3,1,1,1,1,39005,3,1,3,745.335627042835
1,44,1,3,2,1,1,39008,1,1,1,1321.658133224105
2,50,4,2,2,1,1,39009,4,1,4,1024.700579604724
1,24,3,1,1,1,1,39010,3,1,3,557.2648933586829
2,62,1,2,2,1,1,39012,1,1,1,201.2204058736707
1,54,1,3,2,1,1,39013,1,1,1,112.7782760654865
1,64,1,3,3,1,1,39014,1,1,1,1661.129833490994
2,51,2,3,2,1,1,39015,2,1,2,354.5708848715507
1,59,1,2,2,1,1,39016,1,1,1,442.9679555975983
2,50,2,3,2,1,1,39019,2,1,2,376.5509064911106
2,45,3,1,1,1,1,39020,3,1,3,393.9676498572786
1,35,3,3,1,1,1,39022,4,1,4,539.8968948325387
2,42,1,2,2,1,1,39024,1,1,1,89.90208989407381
1,18,3,1,1,1,1,39025,3,1,3,452.3498445905394
2,20,2,2,2,1,1,39027,2,1,2,153.8141128806622
1,15,3,1,1,1,1,39028,6,1,6,2029.797315082917
1,19,3,1,1,1,1,39029,3,1,3,351.6754379367709
2,25,2,2,2,1,1,39030,2,1,2,378.258723959915
2,43,1,2,2,1,1,39031,1,1,1,282.7637129941616
2,54,1,3,2,1,1,39034,1,1,1,96.42239308024989
2,30,2,2,2,1,1,39035,2,1,2,218.855982862733
2,17,3,2,1,1,1,39038,3,1,3,578.1139573735637
1,24,2,2,2,1,1,39039,2,1,2,330.9693132310283
1,52,1,2,2,1,1,39040,1,1,1,716.043946877002
2,33,1,2,2,1,1,39041,1,1,1,88.18715530544219
1,39,4,2,2,1,1,39043,3,1,3,356.1073326248672
2,26,1,2,2,1,1,39044,1,1,1,87.69354345837455
2,14,3,2,1,1,1,39045,2,1,2,234.3784670333208
1,44,3,2,1,1,1,39047,2,1,2,556.1821130263944
2,33,3,1,1,1,1,39048,3,1,3,949.7499729933161
2,24,1,2,2,1,1,39049,1,1,1,229.974870122986
2,33,1,3,2,1,1,39050,1,1,1,211.81003685852
1,30,1,2,2,1,1,39052,1,1,1,661.441340782123
2,19,3,2,1,1,1,39053,2,1,2,331.902305692012
2,59,2,3,3,1,1,39054,2,1,2,434.1978809373065
1,18,3,1,1,1,1,39056,3,1,3,600.1371858715898
1,37,1,2,2,1,1,39057,1,1,1,510.7344391051984
2,25,10,2,2,1,1,39058,3,1,3,82.78424125936269
2,21,1,3,2,1,1,39059,1,1,1,250.9791903051573
1,22,3,1,1,1,1,39060,4,1,4,1681.31057612106
2,54,1,2,2,1,1,39061,1,1,1,543.3437392782365
2,42,1,3,2,1,1,39062,1,1,1,372.4049642062708
2,23,1,2,2,1,1,39063,1,1,1,110.6341018973373
1,27,8,2,2,1,1,39064,3,1,3,407.5022953656895
2,18,3,1,1,1,1,39065,7,1,7,384.5352822016555
1,27,3,2,1,1,1,39066,2,1,2,1887.991304347826
2,63,1,3,3,1,1,39067,1,1,1,107.8689669157233
1,20,3,2,1,1,1,39069,3,1,3,373.5904140456295
1,50,10,3,3,1,1,39070,6,1,6,1193.406578128337
1,55,1,2,2,1,1,39071,1,1,1,260.3796170461825
2,45,2,2,3,1,1,39072,2,1,2,159.363202082163
1,21,1,2,2,1,1,39074,1,1,1,831.4736842105264
1,48,2,3,2,1,1,39075,2,1,2,297.5578471433132
1,37,1,2,2,1,1,39076,1,1,1,7.316530588985361
1,41,5,2,3,1,1,39077,2,1,2,834.2731695395915
2,47,2,3,2,1,1,39080,2,1,2,641.3900437223252
2,23,2,2,2,1,1,39082,2,1,2,136.4805653710248
1,54,1,2,2,1,1,39083,1,1,1,1771.871822390393
2,37,2,2,2,1,1,39084,2,1,2,89.90208989407381
2,18,3,2,1,1,1,39085,2,1,2,331.902305692012
1,28,1,2,2,1,1,39086,1,1,1,256.9861614304347
1,39,1,2,2,1,1,39088,1,1,1,602.9705808213795
2,20,3,1,1,1,1,39089,3,1,3,1467.007281225172
2,55,2,3,2,1,1,39090,2,1,2,651.2968214059598
2,50,1,3,3,1,1,39091,1,1,1,301.830608810506
2,47,3,1,1,1,1,39092,3,1,3,540.2984912328392
1,14,3,1,1,1,1,39093,3,1,3,1292.0625
2,55,1,3,3,1,1,39094,1,1,1,543.3437392782365
1,40,1,2,2,1,1,39095,1,1,1,160.8442832521939
2,50,2,3,3,1,1,39096,2,1,2,744.8690404153419
1,36,1,2,2,1,1,39098,1,1,1,139.2277120213479
2,42,2,2,2,1,1,39100,2,1,2,705.8922258599104
2,21,10,2,2,1,1,39101,5,1,5,830.7041735476457
2,45,3,1,1,1,1,39102,3,1,3,318.726404164326
1,61,1,3,3,1,1,39103,1,1,1,800.2844112154728
1,42,3,3,1,1,1,39104,2,1,2,133.658603540494
1,42,2,2,2,1,1,39105,2,1,2,1324.153111195156
2,41,2,3,2,1,1,39106,2,1,2,160.6806481597573
2,30,1,2,1,1,1,39110,1,1,1,413.3388378590294
2,41,2,2,1,1,1,39111,2,1,2,477.5623710616807
1,63,1,2,2,1,1,39112,1,1,1,442.9679555975983
1,52,1,3,3,1,1,39113,1,1,1,120.8972862924437
2,21,5,2,1,1,1,39114,4,1,4,136.4805653710248
1,27,3,2,1,1,1,39115,2,1,2,456.5890429975749
1,18,3,1,2,1,1,39116,2,1,2,59.72264711643176
1,34,1,3,2,1,1,39118,1,1,1,661.5820600398642
1,17,3,1,1,1,1,39119,4,1,4,1247.760753458145
1,18,10,2,2,1,1,39120,3,1,3,352.3870159805924
2,52,2,2,3,1,1,39121,2,1,2,760.8837655222791
1,42,1,2,2,1,1,39122,1,1,1,97.74782608695652
2,58,1,3,3,1,1,39123,1,1,1,543.3437392782365
2,60,2,2,3,1,1,39124,2,1,2,314.2813370473538
1,14,3,2,1,1,1,39125,2,1,2,395.7936372946741
1,35,1,2,2,1,1,39126,1,1,1,321.6885665043877
2,22,8,2,2,1,1,39127,3,1,3,351.4203451855919
1,61,1,3,3,1,1,39129,1,1,1,800.2844112154728
2,45,1,2,2,1,1,39130,1,1,1,1480.123059429045
1,29,3,3,1,1,1,39131,3,1,3,504.0625219351346
1,55,1,3,2,1,1,39133,1,1,1,870.9047949965255
2,59,2,2,3,1,1,39134,2,1,2,1087.388166927424
2,38,2,2,2,1,1,39135,2,1,2,941.1896344798804
1,49,1,2,2,1,1,39137,1,1,1,876.3010329562222
1,64,1,3,3,1,1,39139,1,1,1,209.8789636161848
2,25,2,3,2,1,1,39140,2,1,2,2536.147058823529
2,60,1,3,2,1,1,39141,1,1,1,75.81259187917981
1,18,3,1,1,1,1,39142,3,1,3,995.7610859728505
1,50,1,2,2,1,1,39144,1,1,1,224.1233893010543
1,37,1,3,3,1,1,39145,1,1,1,91.61328480436762
2,45,3,2,1,1,1,39146,2,1,2,107.8689669157233
1,50,3,2,1,1,1,39148,2,1,2,885.9359111951967
2,65,1,3,2,1,1,39150,1,1,1,189.9615729100716
2,44,5,2,2,1,1,39151,2,1,2,250.8056971917972
2,31,2,2,2,1,1,39154,2,1,2,405.2772042427661
1,48,1,2,2,1,1,39155,1,1,1,564.187336031404
1,49,1,3,1,1,1,39157,1,1,1,9.629814184441582
1,14,3,2,1,1,1,39158,3,1,3,549.8592656636241
2,34,1,2,2,1,1,39160,1,1,1,13.64889805341809
1,47,2,3,3,1,1,39162,2,1,2,508.0277970813066
1,32,2,2,2,1,1,39164,2,1,2,337.6009721874626
1,57,1,2,2,1,1,39166,1,1,1,478.5273609294373
1,32,1,2,2,1,1,39168,1,1,1,492.9434957159772
1,18,3,2,1,1,1,39169,2,1,2,612.2303696340745
2,60,1,3,3,1,1,39170,1,1,1,296.024611885809
1,24,3,3,1,1,1,39171,3,1,3,341.2627620079743
1,50,3,2,1,1,1,39172,2,1,2,338.7418965731347
1,38,8,2,2,1,1,39173,2,1,2,268.073805420323
2,41,1,3,3,1,1,39174,1,1,1,116.1859083325178
2,55,2,2,3,1,1,39175,2,1,2,252.708639597266
1,13,3,2,1,1,1,39176,3,1,3,623.8803767290723
2,51,1,3,2,1,1,39177,1,1,1,73.95217422376811
1,55,1,2,2,1,1,39178,1,1,1,1328.903866792795
1,20,5,3,2,1,1,39179,3,1,3,249.0602760304197
2,35,1,2,2,1,1,39181,1,1,1,386.0119831936951
1,43,4,2,2,1,1,39182,2,1,2,321.6885665043877
1,17,3,3,1,1,1,39183,2,1,2,639.6134444827217
2,40,10,2,2,1,1,39186,6,1,6,1235.311395254843
1,59,1,3,2,1,1,39188,1,1,1,508.0277970813066
2,57,1,3,3,1,1,39190,1,1,1,994.1834669050729
2,29,2,2,2,1,1,39191,2,1,2,165.5684825187254
2,63,2,3,3,1,1,39193,2,1,2,296.024611885809
1,18,3,2,1,1,1,39195,2,1,2,269.3813626389928
2,31,2,2,3,1,1,39196,2,1,2,927.4544966856166
1,25,3,1,1,1,1,39197,3,1,3,2373.934796238244
2,57,1,3,3,1,1,39199,1,1,1,232.1488928850463
1,30,1,3,3,1,1,39201,1,1,1,661.441340782123
2,47,1,2,2,1,1,39202,1,1,1,390.3304530120076
1,30,1,2,2,1,1,39204,1,1,1,326.3192233423714
1,35,3,3,1,1,1,39205,2,1,2,214.5464657404256
1,13,5,2,2,1,1,39206,2,1,2,207.9601255763574
1,39,3,1,3,1,1,39208,6,1,6,2252.871229698376
1,34,3,1,1,1,1,39209,3,1,3,1232.358739289943
2,21,2,2,2,1,1,39211,2,1,2,241.3232090906458
2,65,1,3,3,1,1,39213,1,1,1,226.5196370520128
1,30,1,2,2,1,1,39216,1,1,1,337.6009721874626
1,13,3,2,1,1,1,39218,3,1,3,495.3842242231685
2,18,3,1,1,1,1,39220,3,1,3,331.902305692012
2,56,1,3,2,1,1,39222,1,1,1,42.29950221238938
2,20,3,1,2,1,1,39223,2,1,2,549.612596869335
2,48,1,2,2,1,1,39225,1,1,1,188.2754532455553
2,13,3,2,1,1,1,39227,3,1,3,527.2951671755025
1,28,1,1,3,1,1,39228,1,1,1,392.8203381033599
2,32,1,3,2,1,1,39230,1,1,1,146.714582939285
2,31,1,2,2,1,1,39231,1,1,1,216.9566308408845
2,51,2,2,2,1,1,39232,2,1,2,888.0738356574271
1,37,2,2,2,1,1,39236,2,1,2,183.2265696087352
2,48,1,1,1,1,1,39237,1,1,1,592.049223771618
2,55,2,3,2,1,1,39238,2,1,2,745.6376001788047
1,52,1,3,3,1,1,39240,1,1,1,355.8350761479834
1,28,1,2,2,1,1,39241,1,1,1,271.6681969104596
1,23,3,1,1,1,1,39242,3,1,3,1345.048460896848
2,48,3,3,1,1,1,39243,3,1,3,86.29517353257863
2,43,5,2,3,1,1,39244,2,1,2,144.8605858887098
2,50,1,2,2,1,1,39246,1,1,1,192.8447861604998
2,34,3,2,1,1,1,39247,2,1,2,489.8179903053605
1,41,1,3,2,1,1,39248,1,1,1,390.6500335181244
2,28,2,2,2,1,1,39249,2,1,2,339.8691572828795
2,54,2,3,2,1,1,39250,2,1,2,196.6437680908627
2,35,3,1,3,1,1,39251,2,1,2,150.0112835299004
2,40,2,2,2,1,1,39253,2,1,2,411.7704650849477
2,63,2,3,3,1,1,39254,2,1,2,474.903932275179
1,32,1,2,2,1,1,39255,1,1,1,139.0459441686139
2,20,3,2,1,1,1,39256,2,1,2,136.4805653710248
