S_01,S_02_A,S_02_A_01,S_02_B,S_02_B_01,S_02_C,S_02_C_01,S_02_D,S_02_D_01,S_02_E,S_02_E_01,S_02_F,S_02_F_01,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
1,2,,2,,2,,2,,2,,2,,44115,1,1,1
2,,,,,,,,,,,,,44117,5,1,5
2,,,,,,,,,,,,,44118,2,1,2
1,2,,2,,2,,2,,2,,2,,44119,6,1,6
1,2,,2,,2,,2,,2,,2,,44123,2,1,2
2,,,,,,,,,,,,,44127,4,1,4
1,2,,2,,2,,2,,2,,2,,44128,2,1,2
1,2,,2,,2,,2,,2,,2,,44129,1,1,1
1,2,,2,,2,,2,,2,,2,,44130,1,1,1
1,2,,2,,2,,2,,2,,2,,44131,3,1,3
1,2,,2,,2,,2,,2,,2,,44133,3,1,3
1,2,,2,,2,,2,,2,,2,,44134,2,1,2
2,,,,,,,,,,,,,44135,4,1,4
1,2,,2,,2,,2,,2,,2,,44136,1,1,1
1,2,,2,,2,,2,,2,,2,,44137,1,1,1
1,2,,2,,2,,2,,2,,2,,44138,2,1,2
1,2,,2,,2,,2,,2,,2,,44139,1,1,1
2,,,,,,,,,,,,,44140,2,1,2
1,2,,2,,2,,2,,2,,2,,44142,1,1,1
1,2,,2,,2,,2,,2,,2,,44143,2,1,2
2,,,,,,,,,,,,,44146,2,1,2
2,,,,,,,,,,,,,44148,4,1,4
1,2,,2,,2,,2,,2,,2,,44154,1,1,1
1,2,,2,,2,,2,,2,,2,,44157,1,1,1
1,2,,2,,2,,2,,2,,2,,44158,2,1,2
2,,,,,,,,,,,,,44159,3,1,3
2,,,,,,,,,,,,,44161,5,1,5
1,2,,2,,2,,2,,2,,2,,44163,2,1,2
2,,,,,,,,,,,,,44165,2,1,2
1,2,,2,,2,,2,,2,,2,,44166,1,1,1
2,,,,,,,,,,,,,44167,3,1,3
1,2,,2,,2,,2,,2,,2,,44168,3,1,3
1,2,,2,,2,,2,,2,,2,,44170,2,1,2
1,2,,2,,2,,2,,2,,2,,44173,1,1,1
2,,,,,,,,,,,,,44175,3,1,3
1,2,,2,,2,,2,,2,,2,,44178,2,1,2
2,,,,,,,,,,,,,44182,2,1,2
1,2,,2,,2,,2,,2,,2,,44186,1,1,1
1,2,,2,,2,,2,,2,,2,,44195,1,1,1
1,2,,2,,2,,2,,2,,2,,44196,2,1,2
2,,,,,,,,,,,,,44197,1,1,1
1,2,,2,,2,,2,,2,,2,,44199,3,1,3
2,,,,,,,,,,,,,44200,2,1,2
1,2,,2,,2,,2,,2,,2,,44201,2,1,2
1,2,,2,,2,,2,,2,,2,,44202,3,1,3
1,2,,2,,2,,2,,2,,2,,44204,2,1,2
2,,,,,,,,,,,,,44205,2,1,2
1,2,,2,,2,,2,,2,,2,,44207,1,1,1
1,2,,2,,2,,2,,2,,2,,44209,2,1,2
1,2,,2,,2,,2,,2,,2,,44210,1,1,1
1,2,,2,,2,,2,,2,,2,,44211,1,1,1
1,2,,2,,2,,2,,2,,2,,44215,1,1,1
1,2,,2,,2,,2,,2,,2,,44218,1,1,1
2,,,,,,,,,,,,,44219,2,1,2
2,,,,,,,,,,,,,44222,1,1,1
2,,,,,,,,,,,,,44224,3,1,3
1,2,,2,,2,,2,,2,,2,,44226,2,1,2
1,2,,2,,2,,2,,2,,2,,44227,2,1,2
1,2,,2,,2,,2,,2,,2,,44231,3,1,3
1,2,,2,,2,,2,,2,,2,,44234,1,1,1
2,,,,,,,,,,,,,44235,3,1,3
1,2,,2,,2,,2,,2,,2,,44236,2,1,2
1,2,,2,,2,,2,,2,,2,,44237,1,1,1
1,2,,2,,2,,2,,2,,2,,44240,2,1,2
1,2,,2,,2,,2,,2,,2,,44241,1,1,1
2,,,,,,,,,,,,,44245,3,1,3
1,2,,2,,2,,2,,2,,2,,44246,2,1,2
1,2,,2,,2,,2,,2,,2,,44248,1,1,1
1,2,,2,,2,,2,,2,,2,,44250,1,1,1
1,2,,2,,2,,2,,2,,2,,44252,2,1,2
1,2,,2,,2,,2,,2,,2,,44253,2,1,2
1,2,,2,,2,,2,,2,,2,,44254,2,1,2
1,2,,2,,2,,2,,2,,2,,44255,3,1,3
2,,,,,,,,,,,,,44256,3,1,3
1,2,,2,,2,,2,,2,,2,,44257,2,1,2
1,2,,2,,2,,2,,2,,2,,44258,2,1,2
1,2,,2,,2,,2,,2,,2,,44259,3,1,3
1,2,,1,3,2,,2,,2,,2,,44261,2,1,2
2,,,,,,,,,,,,,44262,2,1,2
1,2,,2,,2,,2,,2,,2,,44263,1,1,1
1,2,,2,,2,,2,,2,,2,,44265,2,1,2
1,2,,2,,2,,2,,2,,2,,44267,2,1,2
2,,,,,,,,,,,,,44269,1,1,1
1,2,,2,,2,,2,,2,,2,,44270,2,1,2
1,2,,2,,2,,2,,2,,2,,44271,2,1,2
1,2,,2,,2,,2,,2,,2,,44272,1,1,1
1,2,,2,,2,,2,,2,,2,,44274,1,1,1
1,2,,1,3,2,,2,,2,,2,,44275,2,1,2
1,2,,2,,2,,2,,2,,2,,44283,2,1,2
1,2,,2,,2,,2,,2,,2,,44284,2,1,2
1,2,,2,,2,,2,,2,,2,,44287,1,1,1
2,,,,,,,,,,,,,44291,1,1,1
1,2,,2,,2,,2,,2,,2,,44292,2,1,2
2,,,,,,,,,,,,,44293,2,1,2
1,2,,2,,2,,2,,2,,2,,44299,1,1,1
1,2,,2,,2,,2,,2,,2,,44301,1,1,1
2,,,,,,,,,,,,,44302,3,1,3
1,2,,2,,2,,2,,2,,2,,44303,2,1,2
1,2,,2,,2,,2,,2,,2,,44306,4,1,4
1,2,,2,,2,,2,,2,,2,,44307,2,1,2
2,,,,,,,,,,,,,44309,2,1,2
1,2,,2,,2,,2,,2,,2,,44312,1,1,1
1,2,,2,,2,,2,,2,,2,,44313,6,1,6
2,,,,,,,,,,,,,44314,3,1,3
1,2,,2,,2,,2,,2,,2,,44315,1,1,1
1,2,,2,,2,,2,,2,,2,,44316,2,1,2
1,2,,2,,2,,2,,2,,2,,44317,1,1,1
1,2,,2,,2,,2,,2,,2,,44318,2,1,2
1,2,,2,,2,,2,,2,,2,,44319,1,1,1
1,2,,2,,2,,2,,2,,2,,44320,2,1,2
1,2,,2,,2,,2,,2,,2,,44321,2,1,2
1,2,,2,,2,,2,,2,,2,,44334,1,1,1
1,2,,2,,2,,2,,2,,2,,44335,2,1,2
1,2,,2,,2,,2,,2,,2,,44336,2,1,2
1,2,,2,,2,,2,,2,,2,,44339,1,1,1
1,2,,2,,2,,2,,2,,2,,44343,2,1,2
1,2,,2,,2,,2,,2,,2,,44346,2,1,2
1,2,,2,,2,,2,,2,,2,,44350,2,1,2
2,,,,,,,,,,,,,44352,4,1,4
2,,,,,,,,,,,,,44355,3,1,3
1,1,1,2,,2,,2,,2,,2,,44356,2,1,2
2,,,,,,,,,,,,,44359,2,1,2
1,2,,2,,2,,2,,2,,2,,44360,6,1,6
1,2,,2,,2,,2,,2,,2,,44364,1,1,1
1,2,,2,,2,,2,,2,,2,,44365,1,1,1
1,2,,2,,2,,2,,2,,2,,44368,2,1,2
1,2,,2,,2,,2,,2,,2,,44371,2,1,2
1,2,,2,,2,,2,,2,,2,,44373,3,1,3
1,2,,2,,2,,2,,2,,2,,44374,2,1,2
1,2,,2,,2,,2,,2,,2,,44376,1,1,1
2,,,,,,,,,,,,,44377,3,1,3
2,,,,,,,,,,,,,44378,2,1,2
2,,,,,,,,,,,,,44379,1,1,1
2,,,,,,,,,,,,,44380,2,1,2
2,,,,,,,,,,,,,44381,1,1,1
2,,,,,,,,,,,,,44382,3,1,3
1,2,,2,,2,,2,,2,,2,,44384,2,1,2
1,2,,2,,2,,2,,2,,2,,44385,1,1,1
2,,,,,,,,,,,,,44386,1,1,1
1,2,,2,,2,,2,,2,,2,,44387,1,1,1
1,2,,2,,2,,2,,2,,2,,44391,2,1,2
1,2,,2,,2,,2,,2,,2,,44393,7,1,7
2,,,,,,,,,,,,,44396,3,1,3
1,2,,2,,2,,2,,2,,2,,44400,2,1,2
2,,,,,,,,,,,,,44402,2,1,2
1,2,,2,,2,,2,,2,,2,,44403,2,1,2
2,,,,,,,,,,,,,44406,3,1,3
2,,,,,,,,,,,,,44412,1,1,1
1,2,,2,,2,,2,,2,,2,,44413,2,1,2
1,2,,2,,2,,2,,2,,2,,44414,1,1,1
2,,,,,,,,,,,,,44415,1,1,1
1,2,,2,,2,,2,,2,,2,,44417,1,1,1
1,2,,2,,2,,2,,2,,2,,44419,2,1,2
2,,,,,,,,,,,,,44420,2,1,2
1,2,,2,,2,,2,,2,,2,,44421,2,1,2
1,2,,2,,2,,2,,2,,2,,44424,2,1,2
1,2,,2,,2,,2,,2,,2,,44425,1,1,1
2,,,,,,,,,,,,,44426,2,1,2
1,2,,2,,2,,2,,2,,2,,44427,2,1,2
2,,,,,,,,,,,,,44431,2,1,2
1,2,,2,,2,,2,,2,,2,,44433,4,1,4
1,2,,2,,2,,2,,2,,2,,44434,2,1,2
1,2,,2,,2,,2,,2,,2,,44435,1,1,1
1,2,,2,,2,,2,,2,,2,,44441,1,1,1
2,,,,,,,,,,,,,44442,2,1,2
1,2,,2,,2,,2,,2,,2,,44444,1,1,1
1,2,,2,,2,,2,,2,,2,,44445,2,1,2
1,2,,2,,2,,2,,2,,2,,44448,1,1,1
1,2,,2,,2,,2,,2,,2,,44449,2,1,2
1,2,,2,,2,,2,,2,,2,,44451,1,1,1
1,2,,2,,2,,2,,2,,2,,44454,1,1,1
1,2,,2,,2,,2,,2,,2,,44455,2,1,2
2,,,,,,,,,,,,,44457,2,1,2
2,,,,,,,,,,,,,44458,3,1,3
1,1,3,1,3,2,,2,,2,,2,,44461,5,1,5
2,,,,,,,,,,,,,44463,2,1,2
2,,,,,,,,,,,,,44465,4,1,4
1,2,,2,,2,,2,,2,,2,,44468,1,1,1
1,2,,2,,2,,2,,2,,2,,44469,2,1,2
2,,,,,,,,,,,,,44470,2,1,2
2,,,,,,,,,,,,,44474,2,1,2
2,,,,,,,,,,,,,44479,3,1,3
2,,,,,,,,,,,,,44482,2,1,2
1,2,,2,,2,,2,,2,,2,,44483,5,1,5
2,,,,,,,,,,,,,44484,2,1,2
1,2,,2,,2,,2,,2,,2,,44486,1,1,1
1,2,,2,,2,,2,,2,,2,,44492,1,1,1
1,2,,2,,2,,2,,2,,2,,44494,2,1,2
1,2,,2,,2,,2,,2,,2,,44496,12,1,12
1,2,,2,,2,,2,,2,,2,,44497,2,1,2
1,2,,2,,2,,2,,2,,2,,44499,1,1,1
2,,,,,,,,,,,,,44500,3,1,3
1,2,,2,,2,,2,,2,,2,,44503,2,1,2
1,2,,2,,2,,2,,2,,2,,44506,1,1,1
1,2,,2,,2,,2,,2,,2,,44507,5,1,5
2,,,,,,,,,,,,,44510,5,1,5
1,2,,2,,2,,2,,2,,2,,44511,1,1,1
1,2,,2,,2,,2,,2,,2,,44513,2,1,2
1,2,,2,,2,,2,,2,,2,,44515,2,1,2
1,2,,2,,2,,2,,2,,2,,44517,2,1,2
2,,,,,,,,,,,,,44518,3,1,3
1,2,,2,,2,,2,,2,,2,,44519,2,1,2
1,2,,2,,2,,2,,2,,2,,44521,2,1,2
1,1,1,2,,2,,2,,2,,2,,44526,2,1,2
1,2,,2,,2,,2,,2,,2,,44528,1,1,1
1,2,,2,,2,,2,,2,,2,,44529,4,1,4
1,2,,2,,2,,2,,2,,2,,44530,2,1,2
1,2,,2,,2,,2,,2,,2,,44531,1,1,1
2,,,,,,,,,,,,,44542,3,1,3
1,2,,2,,2,,2,,2,,2,,44543,3,1,3
2,,,,,,,,,,,,,44544,2,1,2
1,2,,2,,2,,2,,2,,2,,44545,2,1,2
1,2,,2,,2,,2,,2,,2,,44546,1,1,1
2,,,,,,,,,,,,,44547,2,1,2
1,2,,2,,2,,2,,2,,2,,44548,2,1,2
1,2,,2,,2,,2,,2,,2,,44549,2,1,2
2,,,,,,,,,,,,,44550,2,1,2
2,,,,,,,,,,,,,44551,4,1,4
1,2,,2,,2,,2,,2,,2,,44556,2,1,2
1,2,,2,,2,,2,,2,,2,,44558,1,1,1
1,2,,2,,2,,2,,2,,2,,44561,2,1,2
1,2,,2,,2,,2,,2,,2,,44562,2,1,2
1,2,,2,,2,,2,,2,,2,,44566,2,1,2
2,,,,,,,,,,,,,44568,3,1,3
1,2,,2,,2,,2,,2,,2,,44569,2,1,2
2,,,,,,,,,,,,,44575,1,1,1
1,2,,1,2,2,,2,,2,,2,,44577,2,1,2
1,2,,2,,2,,2,,2,,2,,44579,2,1,2
1,2,,2,,2,,2,,2,,2,,44581,2,1,2
2,,,,,,,,,,,,,44589,3,1,3
1,2,,2,,2,,2,,2,,2,,44592,1,1,1
1,2,,2,,2,,2,,2,,2,,44593,2,1,2
1,2,,2,,2,,2,,2,,2,,44595,1,1,1
1,2,,2,,2,,2,,2,,2,,44596,2,1,2
2,,,,,,,,,,,,,44599,2,1,2
1,2,,2,,2,,2,,2,,2,,44603,1,1,1
2,,,,,,,,,,,,,44604,2,1,2
2,,,,,,,,,,,,,44608,1,1,1
1,2,,2,,2,,2,,2,,2,,44611,2,1,2
2,,,,,,,,,,,,,44615,3,1,3
1,2,,2,,2,,2,,2,,2,,44619,1,1,1
1,2,,2,,2,,2,,2,,2,,44621,1,1,1
1,2,,2,,2,,2,,2,,2,,44622,2,1,2
1,2,,2,,2,,2,,2,,2,,44625,1,1,1
1,2,,2,,2,,2,,2,,2,,44627,5,1,5
1,2,,2,,2,,2,,2,,2,,44635,1,1,1
1,2,,2,,2,,2,,2,,2,,44637,2,1,2
1,2,,2,,2,,2,,2,,2,,44638,1,1,1
1,2,,2,,2,,2,,2,,2,,44639,1,1,1
1,2,,2,,2,,2,,2,,2,,44642,1,1,1
1,2,,2,,2,,2,,2,,2,,44643,1,1,1
1,2,,2,,2,,2,,2,,2,,44645,2,1,2
2,,,,,,,,,,,,,44647,2,1,2
1,2,,2,,2,,2,,2,,2,,44648,2,1,2
1,2,,2,,2,,2,,2,,2,,44649,1,1,1
1,2,,2,,2,,2,,2,,2,,44651,1,1,1
1,2,,2,,2,,2,,2,,2,,44654,1,1,1
1,2,,2,,2,,2,,2,,2,,44658,1,1,1
1,2,,2,,2,,2,,2,,2,,44661,3,1,3
1,2,,2,,2,,2,,2,,2,,44662,2,1,2
1,2,,2,,2,,2,,2,,2,,44664,1,1,1
1,2,,2,,2,,2,,2,,2,,44666,2,1,2
1,2,,2,,2,,2,,2,,2,,44669,1,1,1
2,,,,,,,,,,,,,44675,2,1,2
1,2,,2,,2,,2,,2,,2,,44676,5,1,5
1,2,,2,,2,,2,,2,,2,,44677,2,1,2
2,,,,,,,,,,,,,44678,2,1,2
2,,,,,,,,,,,,,44679,3,1,3
2,,,,,,,,,,,,,44682,2,1,2
2,,,,,,,,,,,,,44683,3,1,3
1,2,,2,,2,,2,,2,,2,,44684,2,1,2
2,,,,,,,,,,,,,44685,3,1,3
1,2,,2,,2,,2,,2,,2,,44691,2,1,2
1,2,,2,,2,,2,,2,,2,,44692,2,1,2
1,2,,2,,2,,2,,2,,2,,44696,2,1,2
1,2,,2,,2,,2,,2,,2,,44700,1,1,1
1,2,,2,,2,,2,,2,,2,,44704,1,1,1
2,,,,,,,,,,,,,44705,3,1,3
1,2,,2,,2,,2,,2,,2,,44706,2,1,2
1,2,,2,,2,,2,,2,,2,,44708,2,1,2
1,2,,1,3,2,,2,,2,,2,,44709,1,1,1
2,,,,,,,,,,,,,44710,1,1,1
1,2,,2,,2,,2,,2,,2,,44711,3,1,3
2,,,,,,,,,,,,,44713,3,1,3
1,2,,1,1,2,,2,,2,,2,,44714,1,1,1
1,2,,2,,2,,2,,2,,2,,44717,1,1,1
1,2,,2,,2,,2,,2,,2,,44718,1,1,1
1,2,,2,,2,,2,,2,,2,,44719,1,1,1
2,,,,,,,,,,,,,44721,1,1,1
1,2,,2,,2,,2,,2,,2,,44722,2,1,2
2,,,,,,,,,,,,,44723,1,1,1
1,2,,2,,2,,2,,2,,2,,44725,3,1,3
2,,,,,,,,,,,,,44726,4,1,4
1,2,,2,,2,,2,,2,,2,,44727,2,1,2
1,2,,2,,2,,2,,2,,2,,44728,3,1,3
2,,,,,,,,,,,,,44730,4,1,4
2,,,,,,,,,,,,,44731,6,1,6
1,2,,1,3,2,,2,,2,,2,,44733,2,1,2
2,,,,,,,,,,,,,44738,2,1,2
1,2,,2,,2,,2,,2,,2,,44739,2,1,2
2,,,,,,,,,,,,,44742,3,1,3
1,2,,2,,2,,2,,2,,2,,44745,2,1,2
2,,,,,,,,,,,,,44747,4,1,4
1,2,,2,,2,,2,,2,,2,,44756,1,1,1
1,2,,2,,2,,2,,2,,2,,44758,5,1,5
1,2,,2,,2,,2,,2,,2,,44761,3,1,3
1,2,,2,,2,,2,,2,,2,,44762,2,1,2
1,2,,2,,2,,2,,2,,2,,44766,2,1,2
1,2,,2,,2,,2,,2,,2,,44767,2,1,2
2,,,,,,,,,,,,,44769,3,1,3
1,2,,2,,2,,2,,2,,2,,44770,1,1,1
1,2,,2,,2,,2,,2,,2,,44771,1,1,1
1,2,,2,,2,,2,,2,,2,,44772,1,1,1
1,2,,2,,2,,2,,2,,2,,44773,1,1,1
2,,,,,,,,,,,,,44775,1,1,1
1,2,,2,,2,,2,,2,,2,,44778,2,1,2
1,2,,2,,2,,2,,2,,2,,44779,2,1,2
1,2,,2,,2,,2,,2,,2,,44781,2,1,2
1,2,,2,,2,,2,,2,,2,,44787,1,1,1
1,2,,2,,2,,2,,2,,2,,44788,1,1,1
1,2,,1,3,2,,2,,2,,2,,44792,2,1,2
2,,,,,,,,,,,,,44793,3,1,3
1,2,,2,,2,,2,,2,,2,,44799,2,1,2
1,2,,2,,2,,2,,2,,2,,44806,2,1,2
1,2,,2,,2,,2,,2,,2,,44809,2,1,2
1,2,,2,,2,,2,,2,,2,,44810,1,1,1
1,2,,2,,2,,2,,2,,2,,44812,1,1,1
2,,,,,,,,,,,,,44814,2,1,2
1,2,,2,,2,,2,,2,,2,,44819,2,1,2
1,2,,2,,2,,2,,2,,2,,44820,1,1,1
1,2,,2,,2,,2,,2,,2,,44821,2,1,2
1,1,1,2,,2,,2,,2,,2,,44824,2,1,2
1,2,,2,,2,,2,,2,,2,,44826,1,1,1
1,2,,2,,2,,2,,2,,2,,44831,2,1,2
1,2,,2,,2,,2,,2,,2,,44832,1,1,1
2,,,,,,,,,,,,,44834,3,1,3
2,,,,,,,,,,,,,44835,5,1,5
1,2,,2,,2,,2,,2,,2,,44838,1,1,1
2,,,,,,,,,,,,,44839,3,1,3
2,,,,,,,,,,,,,44840,1,1,1
1,2,,2,,2,,2,,2,,2,,44841,1,1,1
1,2,,2,,2,,2,,2,,2,,44846,1,1,1
1,2,,2,,2,,2,,2,,2,,44850,1,1,1
1,2,,2,,2,,2,,2,,2,,44852,1,1,1
2,,,,,,,,,,,,,44858,2,1,2
1,2,,2,,2,,2,,2,,2,,44859,1,1,1
1,2,,2,,2,,2,,2,,2,,44861,1,1,1
1,2,,2,,2,,2,,2,,2,,44865,1,1,1
1,2,,2,,2,,2,,2,,2,,44867,1,1,1
1,2,,2,,2,,2,,2,,2,,44870,2,1,2
1,2,,1,3,2,,2,,2,,2,,44873,1,1,1
2,,,,,,,,,,,,,44874,2,1,2
2,,,,,,,,,,,,,44875,3,1,3
2,,,,,,,,,,,,,44881,4,1,4
1,2,,2,,2,,2,,2,,2,,44883,2,1,2
1,2,,2,,2,,2,,2,,2,,44886,2,1,2
2,,,,,,,,,,,,,44888,3,1,3
1,2,,2,,2,,2,,2,,2,,44889,1,1,1
2,,,,,,,,,,,,,44890,2,1,2
1,2,,2,,2,,2,,2,,2,,44898,2,1,2
1,1,2,1,2,2,,2,,2,,2,,44899,1,1,1
1,2,,2,,2,,2,,2,,2,,44901,2,1,2
1,2,,2,,2,,2,,2,,2,,44902,2,1,2
1,2,,2,,2,,2,,2,,2,,44906,1,1,1
1,2,,2,,2,,2,,2,,2,,44908,2,1,2
1,2,,2,,2,,2,,2,,2,,44909,2,1,2
1,2,,2,,2,,2,,2,,2,,44910,1,1,1
1,2,,2,,2,,2,,2,,2,,44911,1,1,1
1,2,,2,,2,,2,,2,,2,,44912,2,1,2
1,2,,2,,2,,2,,2,,2,,44913,1,1,1
2,,,,,,,,,,,,,44914,2,1,2
1,2,,2,,2,,2,,2,,2,,44916,3,1,3
1,2,,2,,2,,2,,2,,2,,44917,2,1,2
1,2,,2,,2,,2,,2,,2,,44918,1,1,1
1,2,,2,,2,,2,,2,,2,,44919,1,1,1
2,,,,,,,,,,,,,44920,2,1,2
1,2,,2,,2,,2,,2,,2,,44922,2,1,2
2,,,,,,,,,,,,,44923,1,1,1
1,2,,1,3,2,,2,,2,,2,,44927,1,1,1
1,2,,2,,2,,2,,2,,2,,44928,1,1,1
1,2,,2,,2,,2,,2,,2,,44932,2,1,2
2,,,,,,,,,,,,,44933,2,1,2
2,,,,,,,,,,,,,44934,2,1,2
1,2,,2,,2,,2,,2,,2,,44935,1,1,1
1,2,,2,,2,,2,,2,,2,,44936,2,1,2
1,2,,2,,2,,2,,2,,2,,44937,2,1,2
2,,,,,,,,,,,,,44938,2,1,2
2,,,,,,,,,,,,,44940,2,1,2
1,2,,2,,2,,2,,2,,2,,44942,2,1,2
1,2,,2,,2,,2,,2,,2,,44944,2,1,2
2,,,,,,,,,,,,,44949,4,1,4
1,2,,2,,2,,2,,2,,2,,44953,5,1,5
1,2,,2,,2,,2,,2,,2,,44958,1,1,1
2,,,,,,,,,,,,,44959,2,1,2
1,2,,2,,2,,2,,2,,2,,44960,2,1,2
1,2,,2,,2,,2,,2,,2,,44962,1,1,1
1,2,,2,,2,,2,,2,,2,,44963,2,1,2
2,,,,,,,,,,,,,44969,1,1,1
1,2,,2,,2,,2,,2,,2,,44975,2,1,2
1,2,,2,,2,,2,,2,,2,,44976,2,1,2
1,2,,2,,2,,2,,2,,2,,44977,1,1,1
1,2,,2,,2,,2,,2,,2,,44979,2,1,2
1,2,,2,,2,,2,,2,,2,,44982,2,1,2
2,,,,,,,,,,,,,44988,5,1,5
1,2,,2,,2,,2,,2,,2,,44992,1,1,1
1,2,,2,,2,,2,,2,,2,,44996,1,1,1
1,2,,2,,2,,2,,2,,2,,44999,2,1,2
1,2,,2,,2,,2,,2,,2,,45003,2,1,2
1,2,,2,,2,,2,,2,,2,,45004,1,1,1
1,2,,2,,2,,2,,2,,2,,45007,2,1,2
1,2,,2,,2,,2,,2,,2,,45009,4,1,4
2,,,,,,,,,,,,,45010,3,1,3
1,2,,1,2,2,,2,,2,,2,,45011,1,1,1
1,2,,2,,2,,2,,2,,2,,45012,2,1,2
2,,,,,,,,,,,,,45013,3,1,3
1,2,,2,,2,,2,,2,,2,,45014,1,1,1
1,2,,2,,2,,2,,2,,2,,45016,2,1,2
1,2,,2,,2,,2,,2,,2,,45017,2,1,2
1,2,,2,,2,,2,,2,,2,,45021,2,1,2
1,2,,2,,2,,2,,2,,2,,45022,1,1,1
1,2,,2,,2,,2,,2,,2,,45026,2,1,2
1,2,,2,,2,,2,,2,,2,,45027,2,1,2
1,2,,2,,2,,2,,2,,2,,45028,2,1,2
1,2,,2,,2,,2,,2,,2,,45031,2,1,2
1,2,,2,,2,,2,,2,,2,,45035,1,1,1
1,2,,2,,2,,2,,2,,2,,45042,1,1,1
1,2,,2,,2,,2,,2,,2,,45043,2,1,2
1,2,,2,,2,,2,,2,,2,,45044,1,1,1
1,2,,2,,2,,2,,2,,2,,45046,1,1,1
1,2,,2,,2,,2,,2,,2,,45047,2,1,2
2,,,,,,,,,,,,,45049,4,1,4
1,2,,2,,2,,2,,2,,2,,45050,1,1,1
1,2,,2,,2,,2,,2,,2,,45051,2,1,2
2,,,,,,,,,,,,,45052,3,1,3
1,2,,2,,2,,2,,2,,2,,45053,2,1,2
1,2,,2,,2,,2,,2,,2,,45054,2,1,2
1,2,,2,,2,,2,,2,,2,,45055,2,1,2
1,2,,2,,2,,2,,2,,2,,45056,2,1,2
1,2,,2,,2,,2,,2,,2,,45057,4,1,4
2,,,,,,,,,,,,,45060,3,1,3
2,,,,,,,,,,,,,45061,4,1,4
1,2,,2,,2,,2,,2,,2,,45065,2,1,2
2,,,,,,,,,,,,,45066,1,1,1
2,,,,,,,,,,,,,45068,2,1,2
1,2,,2,,2,,2,,2,,2,,45070,2,1,2
2,,,,,,,,,,,,,45071,2,1,2
1,2,,2,,2,,2,,2,,2,,45078,2,1,2
1,2,,2,,2,,2,,2,,2,,45079,1,1,1
1,2,,2,,2,,2,,2,,2,,45080,1,1,1
1,2,,2,,2,,2,,2,,2,,45081,1,1,1
2,,,,,,,,,,,,,45084,2,1,2
2,,,,,,,,,,,,,45085,3,1,3
1,2,,2,,2,,2,,2,,2,,45086,1,1,1
1,2,,2,,2,,2,,2,,2,,45089,2,1,2
2,,,,,,,,,,,,,45090,2,1,2
1,2,,2,,2,,2,,2,,2,,45092,2,1,2
1,2,,2,,2,,2,,2,,2,,45094,1,1,1
1,2,,2,,2,,2,,2,,2,,45096,2,1,2
1,2,,2,,2,,2,,2,,2,,45097,1,1,1
1,2,,2,,2,,2,,2,,2,,45100,2,1,2
1,2,,2,,2,,2,,2,,2,,45102,2,1,2
1,2,,2,,2,,2,,2,,2,,45103,2,1,2
1,2,,2,,2,,2,,2,,2,,45104,1,1,1
1,2,,2,,2,,2,,2,,2,,45105,2,1,2
2,,,,,,,,,,,,,45108,2,1,2
2,,,,,,,,,,,,,45109,3,1,3
1,2,,1,3,2,,2,,2,,2,,45111,1,1,1
2,,,,,,,,,,,,,45112,2,1,2
1,2,,1,3,2,,2,,2,,2,,45114,2,1,2
1,2,,2,,2,,2,,2,,2,,45119,1,1,1
1,2,,2,,2,,2,,2,,2,,45120,1,1,1
1,2,,2,,2,,2,,2,,2,,45122,1,1,1
1,2,,2,,2,,2,,2,,2,,45123,1,1,1
1,2,,2,,2,,2,,2,,2,,45127,2,1,2
1,2,,2,,2,,2,,2,,2,,45128,3,1,3
1,2,,2,,2,,2,,2,,2,,45135,1,1,1
1,2,,2,,2,,2,,2,,2,,45136,4,1,4
1,2,,2,,2,,2,,2,,2,,45138,1,1,1
1,2,,2,,2,,2,,2,,2,,45142,1,1,1
2,,,,,,,,,,,,,45143,3,1,3
1,2,,2,,2,,2,,2,,2,,45146,1,1,1
1,2,,2,,2,,2,,2,,2,,45147,2,1,2
1,2,,2,,2,,2,,2,,2,,45148,2,1,2
1,2,,2,,2,,2,,2,,2,,45149,2,1,2
1,2,,2,,2,,2,,2,,2,,45150,2,1,2
1,1,1,2,,2,,2,,2,,2,,45151,1,1,1
1,2,,2,,2,,2,,2,,2,,45155,1,1,1
2,,,,,,,,,,,,,45156,4,1,4
1,2,,2,,2,,2,,2,,2,,45157,1,1,1
2,,,,,,,,,,,,,45158,3,1,3
1,2,,2,,2,,2,,2,,2,,45161,1,1,1
1,2,,2,,2,,2,,2,,2,,45165,2,1,2
1,2,,2,,2,,2,,2,,2,,45166,3,1,3
2,,,,,,,,,,,,,45168,4,1,4
1,2,,1,3,2,,2,,2,,2,,45169,2,1,2
1,2,,2,,2,,2,,2,,2,,45172,2,1,2
1,2,,2,,2,,2,,2,,2,,45173,2,1,2
1,2,,2,,2,,2,,2,,2,,45174,2,1,2
1,2,,2,,2,,2,,2,,2,,45177,2,1,2
1,2,,2,,2,,2,,2,,2,,45178,2,1,2
2,,,,,,,,,,,,,45179,2,1,2
1,2,,1,3,2,,2,,2,,2,,45180,5,1,5
1,2,,2,,2,,2,,2,,2,,45181,1,1,1
1,2,,2,,2,,2,,2,,2,,45182,2,1,2
1,2,,2,,2,,2,,2,,2,,45186,2,1,2
