S_01,S_02_A,S_02_A_01,S_02_B,S_02_B_01,S_02_C,S_02_C_01,S_02_D,S_02_D_01,S_02_E,S_02_E_01,S_02_F,S_02_F_01,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
1,2,,2,,2,,2,,2,,2,,13094,1,1,1
1,1,1,2,,2,,2,,2,,2,,13095,4,1,4
1,2,,2,,2,,2,,2,,2,,13096,2,1,2
1,2,,2,,2,,2,,2,,2,,13098,6,1,6
2,,,,,,,,,,,,,13099,2,1,2
1,2,,2,,2,,2,,2,,2,,13100,1,1,1
1,2,,2,,2,,2,,2,,2,,13101,1,1,1
1,1,3,2,,2,,2,,2,,2,,13103,1,1,1
1,2,,1,3,2,,2,,2,,2,,13104,2,1,2
1,2,,2,,2,,2,,2,,2,,13108,3,1,3
2,,,,,,,,,,,,,13110,3,1,3
1,2,,2,,2,,2,,2,,2,,13111,2,1,2
1,2,,2,,2,,2,,2,,2,,13112,2,1,2
1,2,,2,,2,,2,,2,,2,,13113,2,1,2
2,,,,,,,,,,,,,13114,2,1,2
2,,,,,,,,,,,,,13115,1,1,1
1,2,,1,2,2,,2,,2,,2,,13116,1,1,1
2,,,,,,,,,,,,,13117,5,1,5
2,,,,,,,,,,,,,13118,4,1,4
1,2,,2,,2,,2,,2,,2,,13119,2,1,2
1,2,,2,,2,,2,,2,,2,,13121,2,1,2
1,2,,2,,2,,2,,2,,2,,13122,2,1,2
1,2,,2,,2,,2,,2,,2,,13129,1,1,1
1,2,,2,,2,,2,,2,,2,,13130,1,1,1
2,,,,,,,,,,,,,13132,4,1,4
1,2,,2,,2,,2,,2,,2,,13135,1,1,1
1,2,,2,,2,,2,,2,,2,,13136,5,1,5
1,2,,2,,2,,2,,2,,2,,13138,2,1,2
1,2,,2,,2,,2,,2,,2,,13139,2,1,2
2,,,,,,,,,,,,,13141,3,1,3
2,,,,,,,,,,,,,13142,1,1,1
2,,,,,,,,,,,,,13144,1,1,1
1,2,,2,,2,,2,,2,,2,,13148,2,1,2
2,,,,,,,,,,,,,13149,1,1,1
2,,,,,,,,,,,,,13152,9,1,9
1,2,,2,,2,,2,,2,,2,,13153,1,1,1
2,,,,,,,,,,,,,13158,4,1,4
1,2,,2,,2,,2,,2,,2,,13159,2,1,2
2,,,,,,,,,,,,,13161,2,1,2
1,2,,2,,2,,2,,2,,2,,13162,1,1,1
2,,,,,,,,,,,,,13164,3,1,3
1,2,,2,,2,,2,,2,,2,,13167,2,1,2
1,2,,2,,2,,2,,2,,2,,13168,1,1,1
1,2,,2,,2,,2,,2,,2,,13170,5,1,5
1,2,,2,,2,,2,,2,,2,,13174,2,1,2
1,2,,2,,2,,2,,2,,2,,13176,1,1,1
2,,,,,,,,,,,,,13177,4,1,4
2,,,,,,,,,,,,,13180,2,1,2
1,2,,2,,2,,2,,2,,2,,13182,2,1,2
1,1,1,2,,2,,2,,2,,2,,13185,1,1,1
1,2,,2,,2,,2,,2,,2,,13195,2,1,2
1,2,,1,3,2,,2,,2,,2,,13197,1,1,1
2,,,,,,,,,,,,,13201,3,1,3
1,2,,2,,2,,2,,2,,2,,13204,2,1,2
1,2,,2,,2,,2,,2,,2,,13207,1,1,1
1,2,,2,,2,,2,,2,,2,,13209,2,1,2
1,2,,2,,2,,2,,2,,2,,13211,2,1,2
1,2,,2,,2,,2,,2,,2,,13212,2,1,2
2,,,,,,,,,,,,,13213,5,1,5
1,2,,2,,2,,2,,2,,2,,13215,1,1,1
1,2,,2,,2,,2,,2,,2,,13218,2,1,2
1,2,,2,,2,,2,,2,,2,,13219,1,1,1
1,2,,2,,2,,2,,2,,2,,13220,2,1,2
1,2,,2,,2,,2,,2,,2,,13222,6,1,6
1,2,,2,,2,,2,,2,,2,,13224,2,1,2
1,1,1,2,,2,,2,,2,,2,,13225,1,1,1
2,,,,,,,,,,,,,13227,3,1,3
1,2,,2,,2,,2,,2,,2,,13229,2,1,2
2,,,,,,,,,,,,,13231,3,1,3
1,2,,2,,2,,2,,2,,2,,13233,1,1,1
2,,,,,,,,,,,,,13234,4,1,4
2,,,,,,,,,,,,,13235,1,1,1
2,,,,,,,,,,,,,13236,5,1,5
2,,,,,,,,,,,,,13237,1,1,1
1,2,,2,,2,,2,,2,,2,,13238,1,1,1
1,2,,1,3,2,,2,,2,,2,,13240,1,1,1
1,2,,2,,2,,2,,2,,2,,13241,2,1,2
1,2,,2,,2,,2,,2,,2,,13242,4,1,4
2,,,,,,,,,,,,,13244,2,1,2
1,2,,2,,2,,2,,2,,2,,13245,2,1,2
2,,,,,,,,,,,,,13247,4,1,4
1,2,,2,,2,,2,,2,,2,,13249,1,1,1
1,2,,2,,2,,2,,2,,2,,13250,1,1,1
1,2,,2,,2,,2,,2,,2,,13251,2,1,2
1,2,,2,,2,,2,,2,,2,,13252,1,1,1
1,2,,2,,2,,2,,2,,2,,13255,2,1,2
1,2,,2,,2,,2,,2,,2,,13258,2,1,2
2,,,,,,,,,,,,,13259,3,1,3
1,2,,2,,2,,2,,2,,2,,13260,5,1,5
2,,,,,,,,,,,,,13262,4,1,4
1,2,,2,,2,,2,,2,,2,,13264,2,1,2
1,2,,2,,2,,2,,2,,2,,13268,2,1,2
1,2,,2,,2,,2,,2,,2,,13269,7,1,7
1,2,,2,,2,,2,,2,,2,,13270,3,1,3
1,2,,2,,2,,2,,2,,2,,13274,1,1,1
1,2,,2,,2,,2,,2,,2,,13280,2,1,2
1,2,,2,,2,,2,,2,,2,,13282,2,1,2
1,2,,2,,2,,2,,2,,2,,13291,4,1,4
2,,,,,,,,,,,,,13293,5,1,5
1,2,,2,,2,,2,,2,,2,,13295,1,1,1
1,2,,2,,2,,2,,2,,2,,13296,1,1,1
1,2,,1,3,2,,2,,2,,2,,13297,2,1,2
1,2,,2,,2,,2,,2,,2,,13300,1,1,1
2,,,,,,,,,,,,,13301,3,1,3
1,2,,2,,2,,2,,2,,2,,13302,1,1,1
2,,,,,,,,,,,,,13310,1,1,1
2,,,,,,,,,,,,,13311,2,1,2
1,2,,2,,2,,2,,2,,2,,13312,2,1,2
1,2,,2,,2,,2,,2,,2,,13315,2,1,2
1,2,,2,,2,,2,,2,,2,,13316,1,1,1
1,2,,2,,2,,2,,2,,2,,13322,2,1,2
2,,,,,,,,,,,,,13323,3,1,3
1,2,,2,,2,,2,,2,,2,,13325,2,1,2
1,2,,2,,2,,2,,2,,2,,13327,2,1,2
1,2,,2,,2,,2,,2,,2,,13329,3,1,3
2,,,,,,,,,,,,,13330,8,1,8
1,2,,2,,2,,2,,2,,2,,13331,2,1,2
2,,,,,,,,,,,,,13332,3,1,3
1,2,,2,,2,,2,,2,,2,,13333,2,1,2
1,2,,2,,2,,2,,2,,2,,13339,1,1,1
2,,,,,,,,,,,,,13340,4,1,4
1,2,,1,1,2,,2,,2,,2,,13341,4,1,4
1,2,,2,,2,,2,,2,,2,,13343,2,1,2
1,2,,1,3,2,,2,,2,,2,,13345,1,1,1
1,2,,2,,2,,2,,2,,2,,13346,1,1,1
1,2,,2,,2,,2,,2,,2,,13347,1,1,1
1,2,,2,,2,,2,,2,,2,,13348,2,1,2
1,1,3,1,3,2,,2,,2,,2,,13350,1,1,1
1,2,,2,,2,,2,,2,,2,,13357,2,1,2
1,2,,2,,2,,2,,2,,2,,13362,1,1,1
1,2,,2,,2,,2,,2,,2,,13363,2,1,2
2,,,,,,,,,,,,,13364,3,1,3
1,2,,2,,2,,2,,2,,2,,13365,2,1,2
1,2,,2,,2,,2,,2,,2,,13367,2,1,2
1,2,,2,,2,,2,,2,,2,,13370,2,1,2
2,,,,,,,,,,,,,13371,4,1,4
1,2,,2,,2,,2,,2,,2,,13376,2,1,2
1,2,,2,,2,,2,,2,,2,,13377,2,1,2
1,2,,2,,2,,2,,2,,2,,13378,2,1,2
1,1,2,2,,2,,2,,2,,2,,13379,2,1,2
2,,,,,,,,,,,,,13382,2,1,2
2,,,,,,,,,,,,,13383,3,1,3
2,,,,,,,,,,,,,13384,2,1,2
2,,,,,,,,,,,,,13389,2,1,2
2,,,,,,,,,,,,,13390,1,1,1
1,2,,2,,2,,2,,2,,2,,13391,2,1,2
1,2,,2,,2,,2,,2,,2,,13394,1,1,1
1,2,,2,,2,,2,,2,,2,,13395,4,1,4
2,,,,,,,,,,,,,13397,2,1,2
1,2,,2,,2,,2,,2,,2,,13398,2,1,2
1,2,,2,,2,,2,,2,,2,,13400,4,1,4
2,,,,,,,,,,,,,13401,4,1,4
2,,,,,,,,,,,,,13402,2,1,2
1,2,,2,,2,,2,,2,,2,,13404,1,1,1
1,2,,2,,2,,2,,2,,2,,13410,1,1,1
1,2,,2,,2,,2,,2,,2,,13413,2,1,2
1,2,,2,,2,,2,,2,,2,,13414,2,1,2
1,2,,2,,2,,2,,2,,2,,13417,1,1,1
2,,,,,,,,,,,,,13419,4,1,4
2,,,,,,,,,,,,,13420,2,1,2
1,2,,2,,2,,2,,2,,2,,13421,2,1,2
1,2,,2,,2,,2,,2,,2,,13423,1,1,1
1,2,,2,,2,,2,,2,,2,,13424,2,1,2
2,,,,,,,,,,,,,13426,5,1,5
2,,,,,,,,,,,,,13428,2,1,2
1,2,,2,,2,,2,,2,,2,,13429,2,1,2
2,,,,,,,,,,,,,13430,3,1,3
1,2,,2,,2,,2,,2,,2,,13432,2,1,2
1,2,,2,,2,,2,,2,,2,,13433,1,1,1
1,2,,2,,2,,2,,2,,2,,13434,2,1,2
1,2,,2,,2,,2,,2,,2,,13435,1,1,1
2,,,,,,,,,,,,,13438,2,1,2
1,2,,2,,2,,2,,2,,2,,13439,2,1,2
1,2,,2,,2,,2,,2,,2,,13441,2,1,2
1,2,,2,,2,,2,,2,,2,,13443,2,1,2
1,2,,2,,2,,2,,2,,2,,13448,1,1,1
1,2,,2,,2,,2,,2,,2,,13450,2,1,2
1,2,,2,,2,,2,,2,,2,,13453,2,1,2
1,2,,2,,2,,2,,2,,2,,13456,2,1,2
1,2,,2,,2,,2,,2,,2,,13457,2,1,2
1,2,,2,,2,,2,,2,,2,,13466,5,1,5
1,2,,2,,2,,2,,2,,2,,13467,1,1,1
1,2,,2,,2,,2,,2,,2,,13469,1,1,1
1,2,,2,,2,,2,,2,,2,,13472,2,1,2
1,2,,2,,2,,2,,2,,2,,13474,2,1,2
1,2,,2,,2,,2,,2,,2,,13475,2,1,2
1,2,,2,,2,,2,,2,,2,,13477,1,1,1
1,2,,2,,2,,2,,2,,2,,13478,1,1,1
1,2,,2,,2,,2,,2,,2,,13479,1,1,1
2,,,,,,,,,,,,,13481,6,1,6
2,,,,,,,,,,,,,13482,3,1,3
1,2,,2,,2,,2,,2,,2,,13483,1,1,1
1,2,,2,,2,,2,,2,,2,,13488,2,1,2
1,2,,2,,2,,2,,2,,2,,13490,1,1,1
1,2,,2,,2,,2,,2,,2,,13492,2,1,2
1,2,,2,,2,,2,,2,,2,,13494,1,1,1
1,2,,2,,2,,2,,2,,2,,13499,2,1,2
1,2,,2,,2,,2,,2,,2,,13504,1,1,1
1,2,,2,,2,,2,,2,,2,,13506,1,1,1
1,2,,2,,2,,2,,2,,2,,13509,2,1,2
1,2,,2,,2,,2,,2,,2,,13510,2,1,2
2,,,,,,,,,,,,,13511,3,1,3
1,2,,2,,2,,2,,2,,2,,13512,2,1,2
1,2,,2,,2,,2,,2,,2,,13514,2,1,2
1,2,,2,,2,,2,,2,,2,,13515,1,1,1
1,2,,2,,2,,2,,2,,2,,13516,1,1,1
1,2,,2,,2,,2,,2,,2,,13520,3,1,3
1,2,,2,,2,,2,,2,,2,,13521,2,1,2
2,,,,,,,,,,,,,13522,3,1,3
1,2,,2,,2,,2,,2,,2,,13524,2,1,2
2,,,,,,,,,,,,,13526,5,1,5
1,2,,2,,2,,2,,2,,2,,13527,1,1,1
1,2,,2,,2,,2,,2,,2,,13528,2,1,2
2,,,,,,,,,,,,,13529,1,1,1
1,2,,2,,2,,2,,2,,2,,13530,1,1,1
2,,,,,,,,,,,,,13531,3,1,3
1,2,,2,,2,,2,,2,,2,,13533,1,1,1
2,,,,,,,,,,,,,13535,2,1,2
2,,,,,,,,,,,,,13536,3,1,3
1,2,,2,,2,,2,,2,,2,,13538,6,1,6
1,2,,2,,2,,2,,2,,2,,13539,2,1,2
2,,,,,,,,,,,,,13540,1,1,1
1,2,,2,,2,,2,,2,,2,,13541,2,1,2
1,2,,2,,2,,2,,2,,2,,13543,2,1,2
1,1,3,2,,2,,2,,2,,2,,13545,3,1,3
1,2,,2,,2,,2,,2,,2,,13546,2,1,2
2,,,,,,,,,,,,,13550,2,1,2
1,2,,2,,2,,2,,2,,2,,13551,2,1,2
2,,,,,,,,,,,,,13554,2,1,2
1,2,,2,,2,,2,,2,,2,,13555,1,1,1
2,,,,,,,,,,,,,13556,1,1,1
1,2,,2,,2,,2,,2,,2,,13559,1,1,1
1,2,,2,,2,,2,,2,,2,,13561,1,1,1
1,2,,2,,2,,2,,2,,2,,13562,1,1,1
1,2,,2,,2,,2,,2,,2,,13564,2,1,2
2,,,,,,,,,,,,,13569,3,1,3
1,2,,2,,2,,2,,2,,2,,13571,1,1,1
1,2,,2,,2,,2,,2,,2,,13572,4,1,4
2,,,,,,,,,,,,,13574,1,1,1
1,2,,2,,2,,2,,2,,2,,13578,2,1,2
2,,,,,,,,,,,,,13579,4,1,4
2,,,,,,,,,,,,,13582,1,1,1
2,,,,,,,,,,,,,13583,2,1,2
2,,,,,,,,,,,,,13584,3,1,3
1,1,3,2,,2,,2,,2,,2,,13585,1,1,1
1,2,,2,,2,,2,,2,,2,,13589,1,1,1
1,2,,2,,2,,2,,2,,2,,13590,1,1,1
1,2,,1,2,2,,2,,2,,2,,13591,2,1,2
1,2,,2,,2,,2,,2,,2,,13592,1,1,1
1,2,,2,,2,,2,,2,,2,,13595,3,1,3
1,2,,2,,2,,2,,2,,2,,13597,2,1,2
1,2,,2,,2,,2,,2,,2,,13598,2,1,2
1,2,,2,,2,,2,,2,,2,,13601,2,1,2
1,2,,2,,2,,2,,2,,2,,13602,1,1,1
2,,,,,,,,,,,,,13606,1,1,1
2,,,,,,,,,,,,,13609,3,1,3
2,,,,,,,,,,,,,13612,3,1,3
1,2,,2,,2,,2,,2,,2,,13614,1,1,1
2,,,,,,,,,,,,,13619,3,1,3
1,2,,2,,2,,2,,2,,2,,13621,2,1,2
1,2,,2,,2,,2,,2,,2,,13622,2,1,2
1,2,,2,,2,,2,,2,,2,,13623,2,1,2
1,2,,2,,2,,2,,2,,2,,13625,2,1,2
1,2,,2,,2,,2,,2,,2,,13630,1,1,1
2,,,,,,,,,,,,,13631,3,1,3
1,2,,2,,2,,2,,2,,2,,13636,5,1,5
1,2,,2,,2,,2,,2,,2,,13639,2,1,2
1,2,,2,,2,,2,,2,,2,,13640,2,1,2
1,2,,2,,2,,2,,2,,2,,13642,2,1,2
2,,,,,,,,,,,,,13643,4,1,4
2,,,,,,,,,,,,,13648,6,1,6
1,2,,2,,2,,2,,2,,2,,13650,3,1,3
2,,,,,,,,,,,,,13651,2,1,2
2,,,,,,,,,,,,,13652,3,1,3
2,,,,,,,,,,,,,13653,2,1,2
2,,,,,,,,,,,,,13656,3,1,3
1,2,,2,,2,,2,,2,,2,,13665,1,1,1
1,2,,2,,2,,2,,2,,2,,13666,1,1,1
1,2,,2,,2,,2,,2,,2,,13669,1,1,1
1,2,,2,,2,,2,,2,,2,,13670,2,1,2
1,2,,1,3,2,,2,,2,,2,,13672,4,1,4
1,2,,2,,2,,2,,2,,2,,13673,1,1,1
1,2,,2,,2,,2,,2,,2,,13677,2,1,2
1,2,,2,,2,,2,,2,,2,,13678,2,1,2
1,2,,2,,2,,2,,2,,2,,13679,1,1,1
1,2,,2,,2,,2,,2,,2,,13681,1,1,1
1,2,,2,,2,,2,,2,,2,,13682,1,1,1
2,,,,,,,,,,,,,13686,2,1,2
2,,,,,,,,,,,,,13687,2,1,2
1,2,,2,,2,,2,,2,,2,,13689,1,1,1
1,2,,2,,2,,2,,2,,2,,13691,2,1,2
1,2,,2,,2,,2,,2,,2,,13693,2,1,2
1,2,,2,,2,,2,,2,,2,,13704,1,1,1
1,2,,2,,2,,2,,2,,2,,13705,1,1,1
1,2,,2,,2,,2,,2,,2,,13709,1,1,1
1,2,,2,,2,,2,,2,,2,,13710,2,1,2
1,1,2,2,,2,,2,,2,,2,,13711,2,1,2
1,2,,2,,2,,2,,2,,2,,13712,2,1,2
1,2,,2,,2,,2,,2,,2,,13713,2,1,2
2,,,,,,,,,,,,,13714,2,1,2
2,,,,,,,,,,,,,13717,5,1,5
1,2,,2,,2,,2,,2,,2,,13718,4,1,4
1,2,,2,,2,,2,,2,,2,,13719,2,1,2
2,,,,,,,,,,,,,13721,2,1,2
1,2,,2,,2,,2,,2,,2,,13722,2,1,2
1,2,,2,,2,,2,,2,,2,,13723,2,1,2
1,2,,2,,2,,2,,2,,2,,13726,2,1,2
1,2,,2,,2,,2,,2,,2,,13729,1,1,1
1,2,,2,,2,,2,,2,,2,,13732,3,1,3
1,2,,2,,2,,2,,2,,2,,13734,2,1,2
1,2,,2,,2,,2,,2,,2,,13736,1,1,1
1,2,,2,,2,,2,,2,,2,,13738,2,1,2
1,2,,2,,2,,2,,2,,2,,13739,2,1,2
1,2,,2,,2,,2,,2,,2,,13740,5,1,5
1,2,,2,,2,,2,,2,,2,,13741,2,1,2
1,2,,2,,2,,2,,2,,2,,13742,2,1,2
1,2,,2,,2,,2,,2,,2,,13743,1,1,1
1,2,,2,,2,,2,,2,,2,,13744,1,1,1
1,2,,2,,2,,2,,2,,2,,13747,8,1,8
2,,,,,,,,,,,,,13750,3,1,3
1,2,,2,,2,,2,,2,,2,,13752,2,1,2
1,2,,2,,2,,2,,2,,2,,13753,2,1,2
2,,,,,,,,,,,,,13755,4,1,4
1,2,,2,,2,,2,,2,,2,,13756,1,1,1
1,2,,2,,2,,2,,2,,2,,13761,2,1,2
1,2,,2,,2,,2,,2,,2,,13764,2,1,2
2,,,,,,,,,,,,,13766,3,1,3
2,,,,,,,,,,,,,13769,4,1,4
1,2,,2,,2,,2,,2,,2,,13770,2,1,2
1,2,,2,,2,,2,,2,,2,,13771,2,1,2
1,2,,2,,2,,2,,2,,2,,13774,1,1,1
1,2,,2,,2,,2,,2,,2,,13775,2,1,2
1,2,,1,3,2,,2,,2,,2,,13776,1,1,1
2,,,,,,,,,,,,,13779,4,1,4
1,2,,2,,2,,2,,2,,2,,13780,2,1,2
1,2,,2,,2,,2,,2,,2,,13781,1,1,1
1,1,3,1,3,2,,2,,2,,2,,13782,1,1,1
1,2,,2,,2,,2,,2,,2,,13783,2,1,2
1,2,,2,,2,,2,,2,,2,,13784,1,1,1
1,2,,2,,2,,2,,2,,2,,13785,1,1,1
1,2,,2,,2,,2,,2,,2,,13790,2,1,2
2,,,,,,,,,,,,,13794,1,1,1
1,2,,1,3,2,,2,,2,,2,,13795,2,1,2
1,2,,2,,2,,2,,2,,2,,13796,3,1,3
1,2,,2,,2,,2,,2,,2,,13797,2,1,2
1,2,,2,,2,,2,,2,,2,,13798,2,1,2
2,,,,,,,,,,,,,13800,2,1,2
1,2,,2,,2,,2,,2,,2,,13802,1,1,1
2,,,,,,,,,,,,,13803,2,1,2
2,,,,,,,,,,,,,13805,1,1,1
1,2,,2,,2,,2,,2,,2,,13806,3,1,3
2,,,,,,,,,,,,,13810,6,1,6
2,,,,,,,,,,,,,13812,1,1,1
2,,,,,,,,,,,,,13813,2,1,2
1,2,,2,,2,,2,,2,,2,,13815,1,1,1
1,2,,2,,2,,2,,2,,2,,13816,1,1,1
1,2,,2,,2,,2,,2,,2,,13817,2,1,2
2,,,,,,,,,,,,,13818,2,1,2
1,2,,2,,2,,2,,2,,2,,13819,1,1,1
1,2,,2,,2,,2,,2,,2,,13822,1,1,1
2,,,,,,,,,,,,,13823,3,1,3
1,2,,2,,2,,2,,2,,2,,13826,1,1,1
2,,,,,,,,,,,,,13827,3,1,3
1,2,,2,,2,,2,,2,,2,,13832,2,1,2
2,,,,,,,,,,,,,13833,2,1,2
1,2,,2,,2,,2,,2,,2,,13834,1,1,1
1,2,,2,,2,,2,,2,,2,,13836,1,1,1
1,2,,2,,2,,2,,2,,2,,13841,1,1,1
1,2,,2,,2,,2,,2,,2,,13842,1,1,1
1,2,,2,,2,,2,,2,,2,,13843,4,1,4
1,2,,2,,2,,2,,2,,2,,13844,4,1,4
2,,,,,,,,,,,,,13846,2,1,2
1,2,,2,,2,,2,,2,,2,,13847,2,1,2
1,2,,2,,2,,2,,2,,2,,13852,2,1,2
1,2,,2,,2,,2,,2,,2,,13853,2,1,2
1,2,,2,,2,,2,,2,,2,,13854,2,1,2
1,2,,2,,2,,2,,2,,2,,13855,2,1,2
2,,,,,,,,,,,,,13856,3,1,3
2,,,,,,,,,,,,,13857,5,1,5
1,2,,2,,2,,2,,2,,2,,13858,1,1,1
1,2,,1,3,2,,2,,2,,2,,13859,1,1,1
1,2,,2,,2,,2,,2,,2,,13864,2,1,2
1,2,,2,,2,,2,,2,,2,,13867,2,1,2
1,1,1,2,,2,,2,,2,,2,,13868,2,1,2
1,2,,2,,2,,2,,2,,2,,13869,4,1,4
1,2,,2,,2,,2,,2,,2,,13870,1,1,1
1,2,,2,,2,,2,,2,,2,,13871,1,1,1
2,,,,,,,,,,,,,13872,1,1,1
1,2,,2,,2,,2,,2,,2,,13873,2,1,2
1,2,,2,,2,,2,,2,,2,,13874,2,1,2
2,,,,,,,,,,,,,13876,3,1,3
1,2,,2,,2,,2,,2,,2,,13878,2,1,2
1,2,,2,,2,,2,,2,,2,,13879,2,1,2
1,2,,2,,2,,2,,2,,2,,13880,2,1,2
1,2,,2,,2,,2,,2,,2,,13881,1,1,1
2,,,,,,,,,,,,,13882,2,1,2
1,2,,2,,2,,2,,2,,2,,13886,1,1,1
2,,,,,,,,,,,,,13891,2,1,2
1,2,,2,,2,,2,,2,,2,,13894,2,1,2
1,2,,2,,2,,2,,2,,2,,13896,2,1,2
1,2,,2,,2,,2,,2,,2,,13897,2,1,2
1,1,3,2,,2,,2,,2,,2,,13902,2,1,2
1,2,,2,,2,,2,,2,,2,,13903,3,1,3
1,2,,2,,2,,2,,2,,2,,13904,2,1,2
1,2,,2,,2,,2,,2,,2,,13905,2,1,2
2,,,,,,,,,,,,,13907,2,1,2
1,2,,2,,2,,2,,2,,2,,13908,2,1,2
2,,,,,,,,,,,,,13913,3,1,3
2,,,,,,,,,,,,,13914,4,1,4
1,2,,2,,2,,2,,2,,2,,13915,6,1,6
2,,,,,,,,,,,,,13918,1,1,1
1,2,,2,,2,,2,,2,,2,,13923,2,1,2
1,2,,2,,2,,2,,2,,2,,13927,2,1,2
1,1,1,2,,2,,2,,2,,2,,13928,1,1,1
2,,,,,,,,,,,,,13930,4,1,4
1,2,,2,,2,,2,,2,,2,,13931,2,1,2
1,2,,2,,2,,2,,2,,2,,13937,1,1,1
2,,,,,,,,,,,,,13939,5,1,5
1,2,,2,,2,,2,,2,,2,,13943,3,1,3
1,2,,2,,2,,2,,2,,2,,13946,1,1,1
1,2,,2,,2,,2,,2,,2,,13947,2,1,2
2,,,,,,,,,,,,,13948,4,1,4
1,2,,2,,2,,2,,2,,2,,13950,1,1,1
2,,,,,,,,,,,,,13951,3,1,3
1,2,,2,,2,,2,,2,,2,,13952,2,1,2
1,2,,2,,2,,2,,2,,2,,13954,1,1,1
1,2,,2,,2,,2,,2,,2,,13958,1,1,1
1,2,,2,,2,,2,,2,,2,,13962,2,1,2
1,2,,2,,2,,2,,2,,2,,13964,2,1,2
1,2,,2,,2,,2,,2,,2,,13966,1,1,1
1,2,,1,3,2,,2,,2,,2,,13967,2,1,2
1,2,,2,,2,,2,,2,,2,,13969,2,1,2
2,,,,,,,,,,,,,13970,1,1,1
1,2,,2,,2,,2,,2,,2,,13971,1,1,1
1,2,,2,,2,,2,,2,,2,,13972,2,1,2
1,2,,2,,2,,2,,2,,2,,13973,4,1,4
2,,,,,,,,,,,,,13975,6,1,6
1,2,,2,,2,,2,,2,,2,,13976,2,1,2
1,1,1,1,1,2,,1,1,2,,2,,13977,1,1,1
1,2,,2,,2,,2,,2,,2,,13980,1,1,1
1,2,,2,,2,,2,,2,,2,,13982,2,1,2
2,,,,,,,,,,,,,13983,2,1,2
1,2,,1,2,2,,2,,2,,2,,13984,1,1,1
2,,,,,,,,,,,,,13985,1,1,1
1,2,,2,,2,,2,,2,,2,,13986,1,1,1
1,2,,2,,2,,2,,2,,2,,13987,3,1,3
1,2,,2,,2,,2,,2,,2,,13988,2,1,2
2,,,,,,,,,,,,,13989,2,1,2
1,2,,2,,2,,2,,2,,2,,13990,1,1,1
1,2,,2,,2,,2,,2,,2,,13992,2,1,2
1,2,,2,,2,,2,,2,,2,,13994,1,1,1
1,2,,2,,2,,2,,2,,2,,13995,2,1,2
1,2,,2,,2,,2,,2,,2,,13997,2,1,2
1,2,,2,,2,,2,,2,,2,,14002,2,1,2
1,2,,2,,2,,2,,2,,2,,14004,2,1,2
1,2,,2,,2,,2,,2,,2,,14005,2,1,2
1,2,,2,,2,,2,,2,,2,,14011,3,1,3
1,2,,2,,2,,2,,2,,2,,14012,2,1,2
1,2,,2,,2,,2,,2,,2,,14013,2,1,2
1,2,,2,,2,,2,,2,,2,,14014,6,1,6
1,2,,2,,2,,2,,2,,2,,14017,1,1,1
1,2,,2,,2,,2,,2,,2,,14018,2,1,2
1,2,,2,,2,,2,,2,,2,,14019,1,1,1
2,,,,,,,,,,,,,14020,3,1,3
1,2,,2,,2,,2,,2,,2,,14021,2,1,2
1,2,,2,,2,,2,,2,,2,,14023,2,1,2
1,2,,2,,2,,2,,2,,2,,14026,1,1,1
1,1,1,2,,2,,2,,2,,2,,14030,1,1,1
1,2,,2,,2,,2,,2,,2,,14031,1,1,1
2,,,,,,,,,,,,,14036,3,1,3
2,,,,,,,,,,,,,14037,2,1,2
1,2,,2,,2,,2,,2,,2,,14040,3,1,3
1,2,,2,,2,,2,,2,,2,,14043,1,1,1
1,2,,2,,2,,2,,2,,2,,14046,1,1,1
2,,,,,,,,,,,,,14047,3,1,3
1,2,,2,,2,,2,,2,,2,,14048,1,1,1
1,2,,2,,2,,2,,2,,2,,14052,2,1,2
1,2,,2,,2,,2,,2,,2,,14056,1,1,1
2,,,,,,,,,,,,,14057,3,1,3
1,2,,2,,2,,2,,2,,2,,14060,3,1,3
2,,,,,,,,,,,,,14062,3,1,3
1,2,,2,,2,,2,,2,,2,,14063,7,1,7
1,2,,2,,2,,2,,2,,2,,14064,1,1,1
2,,,,,,,,,,,,,14068,3,1,3
1,2,,2,,2,,2,,2,,2,,14069,2,1,2
1,2,,2,,2,,2,,2,,2,,14072,1,1,1
1,2,,2,,2,,2,,2,,2,,14073,5,1,5
1,2,,2,,2,,2,,2,,2,,14077,3,1,3
1,2,,2,,2,,2,,2,,2,,14078,2,1,2
2,,,,,,,,,,,,,14080,4,1,4
1,2,,2,,2,,2,,2,,2,,14081,1,1,1
1,2,,1,2,2,,2,,2,,2,,14082,1,1,1
2,,,,,,,,,,,,,14085,4,1,4
1,2,,2,,2,,2,,2,,2,,14086,4,1,4
1,2,,2,,2,,2,,2,,2,,14087,2,1,2
1,2,,2,,2,,2,,2,,2,,14088,2,1,2
2,,,,,,,,,,,,,14098,2,1,2
1,1,1,2,,2,,2,,2,,2,,14100,2,1,2
1,2,,2,,2,,2,,2,,2,,14101,2,1,2
1,2,,2,,2,,2,,2,,2,,14103,2,1,2
1,2,,2,,2,,2,,2,,2,,14106,2,1,2
2,,,,,,,,,,,,,14108,1,1,1
1,2,,2,,2,,2,,2,,2,,14109,2,1,2
1,2,,2,,2,,2,,2,,2,,14111,1,1,1
1,2,,2,,2,,2,,2,,2,,14112,1,1,1
