R_01,R_02,R_03,R_04,R_05,R_06,R_07,R_08_A,R_08_B,R_08_C,R_08_D,R_09,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
2,,1,2,1,1,1,9,2,9,9,2,23131,1,1,1
2,,0,,2,2,2,9,1,9,9,2,23134,2,1,2
2,,0,,2,2,2,1,2,9,9,2,23135,2,1,2
2,,0,,2,2,2,1,2,9,9,2,23137,1,1,1
2,,0,,1,2,2,9,2,9,9,1,23138,1,1,1
2,,0,,2,1,2,9,2,9,9,2,23139,1,1,1
2,,0,,2,2,2,9,2,9,9,1,23140,3,1,3
2,,0,,1,2,2,9,2,9,9,9,23141,1,1,1
2,,0,,1,2,1,9,2,9,9,2,23142,2,1,2
1,2,0,,1,1,2,1,2,9,9,2,23143,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23144,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23145,1,1,1
2,,0,,1,1,2,2,2,9,9,2,23148,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23150,3,1,3
2,,0,,2,2,2,2,2,2,9,2,23151,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23152,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23153,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23154,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23155,1,1,1
2,,3,1,1,1,1,9,9,9,9,2,23157,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23159,1,1,1
2,,0,,1,2,2,9,2,9,9,9,23161,2,1,2
2,,0,,1,1,2,2,9,9,9,2,23162,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23163,3,1,3
2,,0,,1,1,9,9,9,9,9,2,23164,1,1,1
2,,0,,2,2,2,2,9,9,9,2,23165,1,1,1
2,,0,,1,2,9,9,2,9,9,2,23166,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23167,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23168,3,1,3
2,,0,,1,1,2,9,9,9,9,2,23170,2,1,2
2,,0,,1,2,2,9,9,9,9,1,23171,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23173,4,1,4
2,,0,,2,2,2,9,9,9,9,9,23174,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23176,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23177,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23179,1,1,1
2,,0,,2,2,2,9,2,9,9,9,23180,1,1,1
2,,0,,2,1,9,9,9,9,9,2,23182,2,1,2
2,,3,2,1,1,1,9,9,9,9,2,23183,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23186,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23187,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23192,1,1,1
2,,0,,2,2,2,2,2,9,9,2,23195,4,1,4
2,,0,,1,1,1,9,2,9,9,2,23196,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23197,3,1,3
2,,2,2,1,1,1,9,9,9,9,2,23200,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23203,1,1,1
2,,0,,1,1,9,9,9,9,9,2,23204,2,1,2
2,,0,,1,1,2,9,2,9,9,2,23205,2,1,2
2,,1,2,1,1,1,9,2,9,9,2,23206,1,1,1
2,,0,,1,1,9,9,9,9,9,2,23207,1,1,1
2,,0,,2,2,2,2,9,9,9,2,23208,2,1,2
2,,10,2,1,1,1,9,9,9,9,2,23211,1,1,1
2,,0,,1,1,1,1,2,9,9,2,23212,1,1,1
1,2,30,2,1,1,1,9,2,2,9,2,23215,5,1,5
2,,0,,1,1,2,9,2,9,9,2,23216,3,1,3
2,,0,,1,1,2,9,9,9,9,2,23217,1,1,1
2,,0,,2,2,2,9,9,9,9,9,23219,3,1,3
2,,0,,2,2,2,2,2,9,9,2,23221,1,1,1
2,,0,,2,2,2,1,2,9,9,2,23222,2,1,2
2,,0,,1,1,2,9,2,9,9,2,23224,3,1,3
2,,0,,1,1,1,2,2,2,9,2,23225,4,1,4
2,,0,,2,2,2,9,9,9,9,2,23226,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23227,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23228,1,1,1
2,,0,,2,2,2,1,9,9,9,2,23229,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23233,2,1,2
2,,0,,1,1,2,9,9,9,9,2,23234,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23235,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23237,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23239,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23243,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23245,1,1,1
2,,0,,1,1,9,9,2,9,9,2,23247,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23249,4,1,4
2,,0,,1,1,2,9,9,9,9,2,23252,1,1,1
1,2,1,2,1,1,1,2,2,9,9,2,23254,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23256,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23257,1,1,1
2,,0,,2,2,9,9,2,9,9,2,23258,1,1,1
9,,0,,2,2,2,9,2,9,9,2,23259,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23260,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23262,1,1,1
2,,0,,1,1,9,9,2,9,9,2,23263,3,1,3
2,,0,,1,1,9,9,2,9,2,2,23264,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23267,1,1,1
2,,0,,2,2,2,2,2,9,9,2,23269,2,1,2
2,,0,,1,1,2,2,2,9,9,2,23270,2,1,2
2,,0,,1,2,9,9,2,9,9,2,23271,3,1,3
2,,0,,1,1,1,9,2,9,9,2,23274,2,1,2
2,,1,2,1,1,1,9,9,9,9,2,23275,1,1,1
2,,0,,2,2,2,9,2,9,9,9,23280,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23281,2,1,2
2,,0,,2,2,2,2,2,2,9,2,23282,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23283,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23284,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23288,1,1,1
1,2,0,,2,2,2,9,2,9,9,2,23292,3,1,3
2,,0,,1,1,1,9,2,9,9,2,23293,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23295,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23300,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23301,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23303,4,1,4
2,,0,,2,2,2,9,2,9,9,2,23304,2,1,2
2,,0,,2,2,2,2,9,9,9,2,23305,1,1,1
2,,0,,1,2,2,9,9,9,9,2,23306,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23307,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23309,2,1,2
2,,0,,2,1,2,9,9,9,9,2,23310,1,1,1
2,,0,,2,2,2,9,9,9,9,9,23312,1,1,1
2,,1,2,2,2,2,9,9,9,9,2,23313,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23314,3,1,3
2,,0,,1,1,1,9,2,9,9,2,23316,4,1,4
2,,1,2,1,1,2,9,2,9,9,2,23317,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23324,1,1,1
2,,1,2,2,2,2,2,2,9,9,9,23325,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23326,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23327,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23329,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23330,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23331,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23333,1,1,1
2,,0,,1,1,2,9,9,9,9,9,23336,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23338,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23339,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23340,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23341,3,1,3
9,,0,,2,2,2,2,9,9,9,2,23342,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23343,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23345,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23347,3,1,3
2,,0,,1,2,2,9,2,9,9,2,23348,4,1,4
2,,0,,1,2,2,9,9,9,9,9,23350,1,1,1
2,,0,,2,2,2,1,2,9,9,2,23351,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23355,3,1,3
2,,0,,1,1,1,9,2,9,9,2,23356,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23358,5,1,5
2,,0,,2,2,2,9,9,9,9,2,23360,1,1,1
1,2,0,,1,1,1,2,2,9,9,2,23363,2,1,2
2,,0,,2,2,2,9,1,9,9,2,23364,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23369,1,1,1
2,,1,1,1,1,2,2,2,2,9,2,23371,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23374,2,1,2
2,,3,2,2,2,2,2,2,9,9,2,23381,2,1,2
2,,0,,1,1,9,9,2,9,9,2,23383,1,1,1
1,2,2,2,2,2,2,2,2,9,9,2,23384,5,1,5
2,,0,,1,2,2,9,9,9,9,2,23386,1,1,1
2,,0,,2,2,2,9,9,9,9,9,23388,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23389,3,1,3
2,,0,,1,1,1,1,9,9,9,2,23390,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23391,1,1,1
2,,0,,1,2,2,1,2,9,9,2,23392,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23396,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23397,4,1,4
2,,0,,2,2,2,9,9,9,9,2,23398,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23401,8,1,8
2,,0,,1,1,2,9,2,9,9,2,23404,1,1,1
2,,0,,2,2,2,2,2,9,9,2,23409,4,1,4
2,,0,,1,1,1,9,2,9,9,2,23410,1,1,1
2,,0,,1,1,1,9,9,9,9,9,23412,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23414,2,1,2
2,,0,,1,1,2,9,9,9,9,2,23415,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23417,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23418,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23420,3,1,3
2,,0,,1,1,1,9,2,9,9,2,23421,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23422,1,1,1
2,,0,,1,2,2,9,9,9,9,2,23423,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23424,3,1,3
2,,0,,1,1,2,9,2,9,9,2,23426,1,1,1
2,,0,,1,1,1,9,9,9,9,9,23428,1,1,1
2,,0,,2,2,2,9,9,9,9,9,23429,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23430,2,1,2
2,,0,,1,2,2,2,2,9,9,2,23432,2,1,2
2,,0,,1,1,2,9,2,9,9,2,23434,4,1,4
2,,0,,1,1,1,9,2,9,9,2,23435,2,1,2
2,,0,,1,1,2,9,9,9,9,2,23436,2,1,2
2,,0,,2,2,2,2,2,2,9,2,23437,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23440,5,1,5
2,,0,,1,2,2,9,2,9,9,2,23441,3,1,3
2,,0,,2,2,2,9,9,9,9,2,23442,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23446,1,1,1
2,,1,2,1,2,2,9,2,9,9,2,23450,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23451,1,1,1
2,,0,,2,2,2,9,2,9,9,9,23453,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23455,1,1,1
2,,0,,2,2,2,1,2,9,9,2,23458,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23462,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23463,1,1,1
2,,0,,2,2,2,2,2,9,9,2,23466,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23467,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23468,2,1,2
2,,0,,2,1,2,9,2,9,9,2,23469,3,1,3
2,,8,2,2,2,2,9,9,9,9,2,23470,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23471,1,1,1
2,,0,,2,2,2,2,2,2,9,9,23475,1,1,1
2,,0,,2,2,2,2,2,9,9,2,23476,7,1,7
2,,0,,1,2,2,9,2,9,9,2,23477,4,1,4
2,,10,2,2,2,2,9,2,9,9,2,23478,1,1,1
2,,0,,2,2,2,1,2,9,9,2,23479,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23480,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23481,3,1,3
2,,0,,2,2,2,9,9,9,9,2,23484,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23485,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23486,1,1,1
2,,0,,1,1,2,9,9,9,9,9,23489,3,1,3
2,,0,,2,2,2,9,9,9,9,2,23494,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23498,1,1,1
2,,0,,1,1,9,9,2,9,9,2,23499,2,1,2
2,,0,,2,2,2,1,1,9,9,2,23501,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23504,2,1,2
2,,0,,1,1,2,9,9,9,9,2,23505,2,1,2
2,,0,,1,1,2,9,9,9,9,2,23506,1,1,1
2,,0,,1,2,9,9,2,9,9,2,23507,1,1,1
2,,0,,1,1,1,9,9,9,9,9,23508,2,1,2
2,,0,,1,1,2,9,2,9,9,2,23513,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23514,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23515,2,1,2
2,,0,,2,1,1,9,9,9,9,2,23516,1,1,1
2,,0,,2,2,2,1,9,9,9,2,23517,1,1,1
2,,0,,1,2,2,9,9,9,9,2,23519,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23520,3,1,3
2,,1,2,2,2,2,9,2,9,9,2,23521,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23522,1,1,1
2,,4,2,1,1,9,9,2,9,9,2,23524,2,1,2
2,,5,2,2,2,2,9,2,9,9,2,23527,1,1,1
2,,1,2,2,2,2,9,2,9,9,2,23531,4,1,4
2,,0,,1,1,1,9,9,9,9,2,23533,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23535,1,1,1
2,,0,,1,1,1,2,9,9,9,2,23537,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23538,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23540,3,1,3
2,,0,,1,1,2,9,2,9,9,2,23541,2,1,2
2,,0,,1,1,2,9,9,9,9,2,23546,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23548,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23549,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23551,3,1,3
2,,0,,2,2,2,9,9,9,9,2,23552,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23553,1,1,1
2,,0,,1,1,1,2,2,9,9,2,23554,3,1,3
2,,0,,1,2,2,9,2,9,9,2,23556,1,1,1
1,2,0,,1,1,2,2,2,9,9,2,23558,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23560,1,1,1
1,2,0,,1,1,2,9,2,9,9,2,23564,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23567,2,1,2
2,,3,2,1,2,2,9,9,9,9,2,23568,1,1,1
1,1,0,,2,2,2,2,2,9,9,2,23569,2,1,2
2,,0,,2,2,2,9,9,9,9,9,23570,1,1,1
2,,0,,2,2,2,9,2,9,9,9,23575,3,1,3
2,,0,,2,2,2,9,9,9,9,2,23576,1,1,1
2,,0,,2,2,2,9,9,9,9,9,23578,1,1,1
2,,7,2,1,1,2,9,2,9,9,2,23579,4,1,4
2,,3,2,1,1,1,9,9,9,9,2,23580,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23581,4,1,4
2,,0,,1,2,2,1,1,9,9,2,23582,3,1,3
2,,0,,2,2,2,9,9,9,9,2,23585,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23587,1,1,1
2,,0,,2,1,2,9,9,9,9,2,23588,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23589,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23590,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23591,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23593,2,1,2
2,,0,,1,1,1,2,2,9,9,2,23594,1,1,1
2,,0,,1,2,2,9,9,9,9,2,23595,3,1,3
2,,0,,2,2,2,9,9,9,9,9,23597,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23599,2,1,2
2,,0,,9,2,2,9,9,9,9,2,23600,1,1,1
2,,2,2,1,1,1,9,9,9,9,2,23601,2,1,2
1,1,0,,2,2,2,9,2,9,9,2,23602,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23603,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23606,1,1,1
2,,0,,2,1,2,9,9,9,9,2,23608,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23613,4,1,4
2,,0,,2,2,2,9,9,9,9,2,23617,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23618,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23620,3,1,3
2,,2,2,1,1,1,9,2,9,9,9,23624,3,1,3
2,,0,,1,1,1,9,2,9,9,2,23625,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23627,2,1,2
2,,0,,1,1,1,9,9,9,9,2,23631,1,1,1
2,,0,,1,1,2,9,1,9,9,2,23632,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23635,7,1,7
2,,0,,1,2,2,9,2,9,9,1,23638,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23644,1,1,1
9,,0,,1,2,2,9,2,9,9,2,23645,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23646,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23647,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23648,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23649,1,1,1
2,,0,,1,1,1,2,2,9,9,2,23651,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23652,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23658,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23659,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23661,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23663,4,1,4
2,,15,2,1,1,2,9,9,9,9,2,23664,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23667,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23668,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23669,1,1,1
2,,1,2,2,2,2,9,9,9,9,2,23670,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23671,2,1,2
2,,0,,1,1,1,9,9,9,9,2,23674,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23677,3,1,3
2,,0,,1,1,1,9,9,9,9,2,23678,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23682,2,1,2
2,,0,,1,1,2,9,2,9,9,2,23684,2,1,2
2,,0,,2,2,2,2,2,2,9,2,23688,3,1,3
2,,0,,1,1,1,9,9,9,9,2,23689,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23691,3,1,3
2,,0,,1,1,2,9,9,9,9,2,23692,2,1,2
2,,0,,1,1,9,9,2,9,9,2,23693,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23694,2,1,2
2,,0,,1,1,2,9,2,9,9,2,23696,3,1,3
2,,0,,1,1,2,9,2,9,9,2,23697,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23698,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23699,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23701,3,1,3
2,,0,,1,1,1,9,2,9,9,2,23702,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23703,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23704,1,1,1
2,,2,2,1,2,2,9,2,9,9,2,23705,1,1,1
2,,0,,2,2,2,2,2,9,9,2,23706,3,1,3
2,,0,,2,2,2,2,2,9,9,2,23707,2,1,2
2,,0,,1,2,2,9,9,9,9,2,23708,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23709,1,1,1
2,,0,,1,1,2,2,2,9,9,2,23711,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23712,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23713,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23716,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23718,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23719,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23722,2,1,2
2,,0,,1,1,2,1,2,9,9,2,23727,3,1,3
2,,0,,2,2,2,9,1,9,9,2,23728,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23729,2,1,2
2,,0,,2,1,1,2,9,9,9,2,23732,1,1,1
2,,0,,2,2,9,9,9,9,9,2,23737,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23738,4,1,4
2,,0,,1,1,2,9,2,9,9,2,23739,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23740,1,1,1
2,,0,,1,2,2,9,1,9,9,2,23742,3,1,3
2,,0,,1,1,2,9,2,9,9,2,23743,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23746,2,1,2
1,2,0,,1,2,2,9,9,9,9,2,23748,1,1,1
2,,0,,9,2,9,9,2,9,9,2,23751,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23753,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23758,3,1,3
2,,0,,1,1,1,9,9,9,9,9,23760,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23764,2,1,2
2,,0,,1,1,9,9,9,9,9,2,23766,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23768,1,1,1
2,,0,,2,1,2,9,2,9,9,2,23769,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23771,1,1,1
2,,0,,2,2,2,1,9,9,9,2,23776,1,1,1
2,,0,,1,1,1,9,9,9,9,9,23777,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23779,4,1,4
2,,0,,1,1,2,9,2,9,9,2,23780,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23781,2,1,2
2,,0,,1,2,2,9,2,9,9,2,23782,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23785,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23786,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23787,1,1,1
2,,0,,1,2,2,2,2,9,9,2,23789,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23790,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23792,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23795,1,1,1
2,,0,,2,2,2,2,1,9,9,2,23797,1,1,1
2,,0,,2,2,1,9,9,9,9,2,23798,1,1,1
2,,0,,1,2,2,9,2,9,9,2,23804,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23806,6,1,6
2,,0,,1,2,9,9,2,9,9,2,23807,3,1,3
2,,0,,1,1,1,9,2,9,9,2,23809,3,1,3
2,,8,2,2,2,2,9,9,9,9,2,23814,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23817,4,1,4
2,,0,,2,2,2,9,9,9,9,2,23818,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23821,1,1,1
2,,0,,1,2,2,2,2,9,9,2,23823,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23824,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23828,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23829,3,1,3
2,,0,,2,2,2,2,2,9,9,2,23831,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23836,2,1,2
2,,1,2,1,1,2,9,2,9,9,2,23838,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23842,2,1,2
1,2,0,,1,1,2,9,9,9,9,2,23843,2,1,2
2,,0,,2,2,2,2,2,9,9,2,23844,1,1,1
2,,1,2,1,1,2,9,2,2,9,2,23845,1,1,1
1,2,2,2,2,2,2,9,9,9,9,2,23847,1,1,1
2,,15,2,2,2,2,9,9,9,9,2,23850,1,1,1
2,,0,,1,1,2,9,9,9,9,2,23851,1,1,1
2,,0,,2,1,2,9,9,9,9,2,23852,2,1,2
2,,0,,2,2,1,9,9,9,9,2,23853,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23854,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23855,3,1,3
2,,0,,1,1,2,9,2,9,9,2,23859,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23860,1,1,1
2,,0,,2,2,2,2,2,9,9,2,23863,2,1,2
2,,0,,2,2,2,9,2,9,9,2,23865,1,1,1
2,,0,,1,1,2,9,2,9,9,2,23873,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23874,1,1,1
2,,0,,1,1,2,9,9,9,9,1,23875,1,1,1
2,,0,,2,2,2,1,2,9,9,2,23876,3,1,3
2,,0,,2,2,2,9,9,9,9,2,23877,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23878,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23879,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23880,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23881,2,1,2
2,,0,,1,1,2,9,9,9,9,2,23882,4,1,4
2,,0,,1,1,2,2,2,9,9,2,23883,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23884,2,1,2
2,,0,,2,2,2,2,2,9,9,2,23887,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23892,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23893,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23895,2,1,2
2,,0,,1,1,2,2,2,9,9,2,23896,1,1,1
2,,0,,2,2,2,9,2,2,9,2,23898,1,1,1
2,,0,,1,1,9,9,2,9,9,2,23902,3,1,3
2,,0,,1,2,2,9,2,9,9,2,23903,3,1,3
2,,0,,2,2,2,9,2,9,9,2,23904,1,1,1
2,,0,,1,2,2,9,9,9,9,2,23906,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23908,2,1,2
2,,0,,1,2,2,9,9,9,9,2,23910,2,1,2
2,,0,,1,2,2,9,9,9,9,2,23912,2,1,2
2,,0,,1,1,1,9,2,9,9,2,23914,1,1,1
2,,1,2,2,2,2,9,2,9,9,2,23915,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23919,4,1,4
2,,0,,1,2,2,9,9,9,9,2,23921,2,1,2
2,,0,,2,2,2,9,9,9,9,2,23922,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23928,1,1,1
1,2,2,2,1,1,1,1,2,9,9,2,23930,2,1,2
2,,0,,1,2,2,9,9,9,9,2,23936,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23939,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23942,1,1,1
2,,0,,1,2,2,9,9,9,9,2,23943,1,1,1
2,,0,,2,2,2,9,2,9,9,2,23944,2,1,2
2,,0,,1,1,2,9,2,9,9,2,23952,1,1,1
2,,0,,2,2,2,2,1,9,9,2,23953,1,1,1
2,,0,,1,1,9,9,1,9,9,2,23954,3,1,3
2,,0,,1,2,9,9,2,9,9,2,23958,1,1,1
2,,0,,1,1,1,9,9,9,9,2,23959,1,1,1
2,,0,,1,1,2,9,2,9,9,9,23964,1,1,1
2,,0,,2,2,2,9,9,9,9,2,23965,1,1,1
2,,0,,1,1,1,9,2,9,9,2,23967,1,1,1
2,,3,2,2,2,2,9,2,2,9,2,23969,1,1,1
2,,0,,1,1,2,1,2,9,9,2,23970,1,1,1
2,,0,,1,2,1,9,2,9,9,2,23973,2,1,2
