R_01,R_02,R_03,R_04,R_05,R_06,R_07,R_08_A,R_08_B,R_08_C,R_08_D,R_09,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
2,,0,,2,2,2,9,2,9,9,2,6374,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6375,3,1,3
2,,0,,1,1,1,9,2,9,9,2,6377,2,1,2
2,,3,2,2,2,2,9,2,9,9,2,6378,1,1,1
2,,0,,1,2,2,9,2,9,9,2,6379,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6381,4,1,4
2,,0,,2,2,9,9,9,9,9,9,6382,1,1,1
1,2,0,,1,1,1,9,2,9,9,9,6384,1,1,1
2,,0,,1,1,9,9,9,9,9,2,6386,2,1,2
2,,0,,1,2,2,9,2,9,9,2,6389,4,1,4
2,,0,,1,1,1,9,9,9,9,9,6391,4,1,4
2,,0,,2,2,2,9,2,9,9,2,6396,2,1,2
2,,0,,2,2,2,2,2,9,9,2,6397,1,1,1
2,,0,,1,1,9,9,2,9,9,2,6399,3,1,3
2,,0,,2,2,2,9,2,9,9,2,6403,2,1,2
2,,0,,1,2,2,9,9,9,9,2,6405,1,1,1
2,,2,9,2,2,2,2,2,9,9,2,6406,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6407,2,1,2
2,,0,,1,2,2,2,2,9,9,2,6409,1,1,1
2,,0,,1,1,1,2,2,9,9,2,6411,1,1,1
2,,0,,2,2,2,2,2,9,9,2,6412,3,1,3
2,,2,2,1,1,2,9,9,9,9,2,6413,2,1,2
2,,0,,2,2,2,1,1,1,9,2,6414,2,1,2
2,,1,2,1,1,1,9,9,9,9,2,6417,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6419,1,1,1
2,,0,,1,1,2,9,9,9,9,2,6425,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6427,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6428,1,1,1
2,,0,,2,2,2,9,9,9,9,9,6429,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6430,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6431,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6432,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6433,1,1,1
2,,0,,1,1,2,2,2,9,9,2,6434,3,1,3
2,,0,,1,1,9,9,2,9,9,2,6439,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6440,1,1,1
2,,0,,1,2,2,9,2,9,9,2,6442,4,1,4
2,,0,,1,2,2,9,9,9,9,2,6443,2,1,2
2,,0,,2,2,2,2,2,9,9,2,6447,1,1,1
2,,0,,2,2,2,9,2,2,9,2,6449,4,1,4
2,,3,2,1,2,2,9,9,9,9,2,6452,2,1,2
2,,0,,2,2,2,1,2,9,9,2,6458,1,1,1
2,,0,,2,2,9,2,9,9,9,2,6462,1,1,1
1,2,0,,1,1,1,9,2,9,9,2,6464,7,1,7
2,,0,,2,2,2,9,9,9,9,9,6465,1,1,1
1,2,0,,2,2,2,9,2,9,9,2,6466,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6467,1,1,1
2,,0,,2,2,2,9,9,9,9,9,6468,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6472,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6474,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6475,1,1,1
2,,0,,2,2,9,9,2,9,9,9,6484,2,1,2
2,,0,,1,2,2,9,9,9,9,9,6485,2,1,2
2,,0,,2,2,2,2,2,9,9,2,6486,1,1,1
2,,0,,2,2,2,1,2,2,9,2,6488,2,1,2
2,,0,,2,2,2,2,2,9,9,2,6489,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6490,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6491,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6493,2,1,2
2,,0,,1,1,2,9,9,9,9,2,6494,1,1,1
2,,0,,1,1,9,9,2,9,9,2,6500,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6503,1,1,1
2,,0,,1,1,9,9,9,9,9,2,6504,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6505,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6506,2,1,2
2,,0,,2,1,2,9,2,9,9,2,6509,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6510,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6513,2,1,2
2,,0,,1,2,2,9,2,9,9,2,6514,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6516,1,1,1
2,,0,,1,1,9,9,9,9,9,2,6517,3,1,3
2,,0,,2,2,2,9,2,9,9,2,6520,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6521,3,1,3
2,,0,,2,2,2,9,2,9,9,2,6522,3,1,3
2,,0,,2,2,2,9,2,9,9,2,6523,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6524,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6526,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6527,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6528,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6529,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6530,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6531,5,1,5
2,,0,,2,2,2,9,2,9,9,2,6532,1,1,1
2,,0,,1,1,2,9,2,2,9,2,6533,2,1,2
2,,2,2,2,2,2,9,9,9,9,2,6534,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6536,3,1,3
2,,0,,1,1,2,9,9,9,9,2,6537,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6539,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6541,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6542,1,1,1
2,,0,,2,1,2,9,9,9,9,2,6544,1,1,1
2,,1,2,1,2,2,9,2,9,9,2,6545,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6548,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6550,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6552,1,1,1
1,2,0,,2,2,2,9,2,9,9,2,6553,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6555,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6556,2,1,2
2,,2,2,9,2,2,9,9,9,9,2,6557,2,1,2
2,,0,,2,2,9,9,2,9,9,2,6558,2,1,2
2,,0,,1,1,1,9,2,9,9,2,6560,10,1,10
2,,0,,2,2,2,9,9,9,9,2,6562,1,1,1
2,,0,,9,2,9,9,2,9,9,9,6563,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6565,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6567,1,1,1
2,,0,,1,1,2,9,9,9,9,2,6568,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6572,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6573,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6578,1,1,1
2,,0,,1,1,9,9,2,9,9,2,6579,1,1,1
2,,0,,2,2,9,9,2,9,9,2,6581,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6582,3,1,3
2,,0,,2,1,1,9,9,9,9,2,6583,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6585,2,1,2
2,,0,,1,1,1,9,2,9,9,2,6587,1,1,1
2,,0,,1,2,2,9,9,9,9,2,6588,2,1,2
2,,0,,1,1,2,9,9,9,9,2,6590,3,1,3
2,,2,2,2,2,2,9,2,9,9,2,6594,3,1,3
2,,0,,1,1,9,9,9,9,9,2,6595,2,1,2
2,,0,,1,2,2,9,2,9,9,2,6596,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6604,2,1,2
2,,0,,2,2,2,9,2,9,9,9,6605,1,1,1
2,,0,,1,1,2,9,9,9,9,2,6606,2,1,2
2,,0,,1,2,9,9,2,9,9,9,6607,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6612,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6613,3,1,3
2,,0,,2,2,2,9,9,9,9,2,6615,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6616,9,1,9
2,,0,,1,1,9,9,2,9,9,2,6617,3,1,3
2,,0,,2,2,2,9,9,9,9,2,6618,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6620,2,1,2
2,,0,,1,1,1,9,2,9,9,2,6621,1,1,1
2,,0,,1,1,9,2,9,2,2,9,6622,2,1,2
2,,2,2,2,2,2,9,2,9,9,2,6625,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6627,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6632,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6635,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6640,2,1,2
2,,0,,1,2,2,9,9,9,9,2,6644,2,1,2
2,,0,,1,1,1,9,2,9,9,2,6645,2,1,2
2,,0,,2,2,2,9,9,9,9,9,6648,5,1,5
2,,0,,1,1,2,9,9,9,9,2,6650,2,1,2
2,,0,,2,2,2,2,2,9,9,2,6652,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6653,2,1,2
2,,0,,1,1,1,2,2,9,9,2,6656,1,1,1
2,,0,,2,2,2,1,9,9,9,2,6657,2,1,2
2,,0,,2,1,2,9,9,9,9,2,6661,1,1,1
2,,0,,1,2,9,1,2,9,9,2,6663,1,1,1
2,,0,,1,1,9,9,9,9,9,9,6664,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6673,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6675,2,1,2
2,,0,,1,1,2,2,2,2,9,2,6679,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6680,1,1,1
2,,0,,1,1,2,9,9,9,9,2,6681,1,1,1
2,,0,,1,2,9,9,2,9,9,2,6682,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6683,2,1,2
2,,0,,2,2,2,1,2,9,9,2,6684,4,1,4
1,2,0,,2,1,9,9,9,9,9,9,6685,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6686,2,1,2
2,,0,,2,2,9,2,2,9,9,2,6687,4,1,4
2,,0,,2,2,2,9,2,9,9,2,6693,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6694,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6695,1,1,1
2,,0,,2,1,2,9,2,9,9,2,6696,4,1,4
2,,0,,1,1,2,9,2,9,9,2,6699,2,1,2
2,,0,,2,2,2,1,2,9,9,2,6701,5,1,5
2,,30,2,1,2,1,9,9,9,9,2,6704,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6705,1,1,1
2,,0,,2,2,2,1,1,1,1,2,6707,2,1,2
2,,1,2,1,2,1,9,9,9,9,2,6709,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6710,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6712,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6713,3,1,3
2,,0,,1,1,9,9,2,9,9,2,6715,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6716,5,1,5
2,,0,,2,2,2,9,2,9,9,2,6717,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6720,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6723,4,1,4
2,,0,,1,1,1,1,1,9,9,2,6725,1,1,1
2,,0,,2,2,2,2,2,2,2,2,6726,3,1,3
2,,0,,1,1,2,9,2,9,9,2,6730,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6733,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6739,3,1,3
2,,0,,2,1,1,9,9,9,9,2,6740,1,1,1
2,,0,,1,1,2,9,9,9,9,2,6742,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6744,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6745,1,1,1
2,,0,,1,2,9,9,2,9,9,2,6747,4,1,4
2,,0,,2,2,2,9,2,9,9,2,6749,1,1,1
2,,0,,1,2,2,9,9,9,9,2,6750,3,1,3
2,,0,,2,2,2,9,9,9,9,2,6751,4,1,4
1,2,15,2,2,2,2,9,9,9,9,2,6752,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6753,1,1,1
2,,0,,1,2,2,9,2,9,9,2,6754,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6755,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6756,2,1,2
2,,2,2,1,1,1,2,2,9,9,2,6757,3,1,3
2,,0,,2,2,2,1,9,9,9,2,6758,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6759,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6760,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6762,3,1,3
2,,0,,1,1,1,2,2,9,9,2,6764,1,1,1
2,,1,2,1,1,9,9,9,9,9,2,6766,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6767,2,1,2
2,,0,,9,2,2,9,9,9,9,2,6771,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6773,1,1,1
2,,0,,1,2,2,9,9,9,9,9,6775,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6777,2,1,2
2,,0,,1,2,2,9,9,9,9,2,6778,3,1,3
2,,0,,1,1,1,9,2,9,9,2,6779,3,1,3
2,,0,,2,2,2,9,2,9,9,2,6782,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6783,2,1,2
2,,0,,1,1,9,9,2,9,9,2,6785,1,1,1
2,,1,2,1,1,2,9,2,9,9,2,6787,1,1,1
2,,0,,2,2,9,9,9,9,9,2,6789,1,1,1
2,,30,2,2,2,9,9,2,9,9,2,6790,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6792,1,1,1
2,,0,,9,1,1,9,2,9,9,2,6793,1,1,1
2,,0,,2,2,1,9,9,9,9,2,6797,3,1,3
2,,0,,1,1,1,9,9,9,9,2,6798,3,1,3
2,,0,,1,2,2,9,9,9,9,2,6799,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6800,2,1,2
2,,0,,1,1,2,9,2,9,9,2,6801,3,1,3
2,,0,,2,2,2,9,2,9,9,2,6803,1,1,1
2,,0,,1,1,2,9,9,9,9,2,6804,2,1,2
1,2,2,2,2,2,2,9,2,9,9,2,6808,2,1,2
2,,0,,2,2,2,9,2,2,9,2,6809,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6811,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6813,1,1,1
2,,2,2,1,2,2,1,2,9,9,2,6814,1,1,1
1,2,0,,1,2,2,9,2,9,9,2,6816,6,1,6
2,,0,,2,2,2,9,9,9,9,2,6817,1,1,1
2,,0,,2,2,2,2,2,9,9,2,6818,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6823,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6826,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6828,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6829,1,1,1
2,,0,,2,2,9,9,9,9,9,2,6831,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6834,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6835,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6836,1,1,1
2,,1,2,1,2,2,9,2,9,9,2,6837,2,1,2
2,,2,2,1,1,9,9,9,9,9,2,6838,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6840,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6842,2,1,2
2,,0,,1,1,1,9,2,9,9,2,6844,4,1,4
2,,0,,1,1,9,9,2,9,9,2,6847,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6852,1,1,1
2,,0,,1,1,1,9,9,9,9,1,6856,1,1,1
2,,0,,2,2,2,9,2,9,9,9,6857,2,1,2
2,,0,,1,1,1,9,2,9,9,2,6858,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6859,1,1,1
2,,0,,1,2,2,9,9,9,9,2,6862,2,1,2
2,,0,,2,2,1,9,2,9,9,2,6863,3,1,3
2,,0,,2,2,2,9,9,9,9,2,6864,4,1,4
2,,0,,1,2,2,9,2,9,9,2,6865,1,1,1
2,,0,,2,2,2,9,1,9,9,2,6868,1,1,1
2,,0,,1,2,2,9,9,9,9,2,6869,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6870,1,1,1
2,,0,,1,2,2,9,2,9,9,9,6871,2,1,2
2,,0,,1,1,1,1,2,9,9,2,6874,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6875,2,1,2
2,,1,2,2,2,2,9,9,9,9,2,6876,1,1,1
2,,0,,1,1,1,9,9,9,9,2,6877,1,1,1
2,,5,2,2,2,2,9,9,9,9,2,6881,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6882,1,1,1
2,,6,2,1,2,2,9,9,9,9,2,6889,3,1,3
2,,0,,1,1,1,9,9,9,9,2,6890,1,1,1
2,,2,2,2,2,2,9,2,9,9,2,6891,4,1,4
2,,0,,2,2,2,9,2,9,9,2,6893,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6894,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6895,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6896,2,1,2
2,,2,2,1,1,2,9,9,9,9,2,6902,1,1,1
2,,0,,1,1,9,9,2,9,9,2,6903,1,1,1
2,,0,,1,1,9,9,9,9,9,2,6905,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6906,2,1,2
2,,2,9,2,2,2,9,2,9,9,2,6907,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6909,2,1,2
2,,7,2,2,2,2,9,2,9,9,2,6912,2,1,2
2,,2,2,2,2,2,9,9,9,9,9,6914,1,1,1
2,,1,2,2,2,2,9,9,9,9,2,6916,2,1,2
2,,0,,2,2,2,2,2,9,9,2,6918,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6922,1,1,1
2,,0,,1,2,2,9,9,9,9,2,6923,1,1,1
2,,0,,2,2,2,9,9,9,9,2,6924,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6925,2,1,2
2,,0,,1,1,9,2,2,9,9,2,6926,1,1,1
2,,0,,2,2,1,9,2,9,9,2,6927,2,1,2
1,2,0,,2,2,2,2,2,9,9,2,6929,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6931,2,1,2
2,,0,,2,2,2,1,1,9,9,2,6932,3,1,3
2,,3,2,2,2,2,9,9,9,9,9,6933,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6934,1,1,1
2,,0,,2,1,2,9,2,9,9,2,6940,1,1,1
2,,0,,1,1,2,9,9,9,9,2,6941,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6944,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6945,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6946,1,1,1
2,,0,,2,2,2,9,2,9,9,9,6947,1,1,1
2,,0,,2,2,2,2,9,9,9,2,6950,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6952,1,1,1
2,,0,,2,2,2,9,9,9,9,9,6953,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6954,1,1,1
2,,0,,1,1,1,9,9,9,9,9,6955,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6957,2,1,2
2,,3,2,2,1,2,9,9,9,9,2,6959,1,1,1
2,,2,2,2,2,2,9,9,9,9,9,6963,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6965,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6966,2,1,2
2,,2,2,2,2,2,9,2,9,9,2,6970,1,1,1
2,,0,,1,1,2,9,2,9,9,2,6972,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6973,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6978,2,1,2
2,,0,,2,2,2,9,9,9,9,2,6981,2,1,2
2,,0,,9,2,9,9,9,9,9,9,6982,2,1,2
2,,0,,1,1,1,9,2,9,9,2,6983,1,1,1
2,,0,,1,1,1,9,2,9,9,2,6984,1,1,1
2,,0,,2,2,2,9,2,9,9,2,6986,2,1,2
2,,0,,2,2,2,9,2,9,9,2,6990,2,1,2
2,,0,,1,1,1,9,9,9,9,2,6996,1,1,1
2,,1,2,2,2,2,9,9,9,9,2,6998,2,1,2
2,,3,2,1,1,2,9,2,9,9,2,7001,2,1,2
2,,0,,2,2,2,9,9,9,9,9,7003,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7006,1,1,1
2,,0,,1,2,2,9,2,9,9,2,7007,2,1,2
2,,0,,2,2,2,9,9,9,9,2,7009,7,1,7
2,,0,,2,2,2,9,9,9,9,2,7013,2,1,2
2,,3,2,1,1,2,9,2,9,9,2,7015,1,1,1
2,,0,,1,1,1,9,9,9,9,2,7017,2,1,2
2,,0,,1,1,2,9,9,9,9,2,7019,4,1,4
2,,0,,1,1,1,9,2,9,9,2,7021,2,1,2
2,,0,,1,1,1,9,2,9,9,2,7023,1,1,1
2,,2,2,2,1,1,9,9,9,9,2,7024,1,1,1
2,,0,,1,2,2,9,2,9,9,2,7025,1,1,1
2,,0,,2,2,2,9,2,9,9,2,7026,1,1,1
2,,0,,1,1,2,9,1,9,9,2,7029,1,1,1
2,,0,,1,1,2,9,2,9,9,2,7031,1,1,1
2,,0,,1,2,2,9,9,9,9,2,7033,1,1,1
1,2,10,2,1,1,2,9,2,9,9,2,7034,3,1,3
2,,0,,2,2,2,9,9,9,9,2,7035,2,1,2
2,,0,,1,1,1,9,2,9,9,2,7037,3,1,3
2,,0,,1,1,1,9,2,9,9,2,7038,4,1,4
2,,0,,1,1,2,9,9,9,9,2,7039,3,1,3
2,,0,,1,1,1,9,2,9,9,2,7040,4,1,4
2,,0,,2,1,1,9,2,9,9,2,7041,1,1,1
2,,0,,1,1,1,9,2,9,9,2,7043,2,1,2
2,,0,,1,1,2,9,2,9,9,2,7045,2,1,2
2,,0,,1,1,2,1,2,9,9,2,7046,1,1,1
2,,0,,2,2,2,2,9,9,9,2,7048,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7049,1,1,1
2,,0,,1,1,9,9,2,9,9,2,7050,1,1,1
2,,0,,1,1,1,9,2,9,9,2,7051,1,1,1
2,,0,,2,1,2,9,1,9,9,2,7052,1,1,1
2,,0,,1,1,1,9,9,9,9,2,7053,3,1,3
2,,0,,2,2,2,9,9,9,9,2,7056,2,1,2
2,,0,,2,2,2,9,2,9,9,2,7058,2,1,2
2,,0,,2,2,2,1,2,9,9,1,7061,4,1,4
9,,0,,2,2,2,2,2,9,9,2,7062,3,1,3
2,,0,,2,2,2,9,1,9,9,2,7063,1,1,1
2,,0,,2,2,2,9,2,9,9,2,7064,1,1,1
2,,0,,1,1,1,9,9,9,9,9,7067,3,1,3
2,,0,,1,1,2,9,2,9,9,2,7071,4,1,4
2,,0,,2,2,2,9,9,9,9,2,7072,1,1,1
2,,0,,2,2,2,2,2,9,9,2,7075,2,1,2
2,,0,,1,1,1,9,2,9,9,2,7077,1,1,1
2,,0,,2,2,2,9,2,9,9,2,7082,3,1,3
2,,2,2,2,2,2,9,9,9,9,2,7084,1,1,1
1,2,0,,1,2,2,9,2,9,9,2,7087,1,1,1
2,,2,2,1,1,1,9,2,9,9,2,7088,2,1,2
2,,0,,1,1,2,2,2,9,9,2,7089,1,1,1
2,,1,2,1,1,2,9,2,9,9,2,7090,1,1,1
2,,0,,2,2,2,9,2,9,9,2,7094,1,1,1
2,,15,2,2,2,2,9,9,9,9,2,7095,1,1,1
1,1,0,,2,2,2,9,2,9,9,2,7099,4,1,4
2,,0,,2,2,2,9,2,9,9,9,7100,2,1,2
2,,0,,1,1,1,2,2,9,9,2,7102,1,1,1
2,,0,,2,2,9,9,9,9,9,2,7103,2,1,2
2,,0,,2,2,2,9,9,9,9,2,7104,2,1,2
2,,0,,1,1,1,2,2,9,9,2,7111,2,1,2
2,,2,2,1,1,1,9,9,9,9,2,7114,2,1,2
2,,0,,1,1,1,2,9,9,9,2,7120,1,1,1
2,,0,,2,1,2,9,2,9,9,2,7121,5,1,5
2,,0,,2,2,2,9,2,9,9,2,7123,1,1,1
2,,0,,1,1,2,9,2,9,9,2,7125,1,1,1
2,,0,,1,1,1,9,2,9,9,2,7126,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7128,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7129,4,1,4
2,,0,,1,1,1,9,9,9,9,2,7130,2,1,2
2,,0,,1,1,2,9,2,9,9,2,7132,1,1,1
2,,0,,1,1,1,9,2,9,9,2,7133,2,1,2
2,,1,2,2,2,2,9,9,9,9,2,7134,1,1,1
2,,0,,1,1,2,9,2,9,9,2,7135,6,1,6
2,,0,,2,2,2,2,2,9,9,1,7136,2,1,2
2,,0,,1,2,2,9,2,9,9,2,7139,2,1,2
2,,0,,2,2,2,1,2,9,9,2,7140,1,1,1
2,,0,,1,1,1,9,9,9,9,2,7141,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7144,1,1,1
2,,3,2,2,2,2,9,9,9,9,2,7145,1,1,1
2,,4,2,2,2,2,9,9,9,9,9,7146,2,1,2
2,,0,,1,1,1,9,2,9,9,2,7151,2,1,2
2,,0,,1,1,1,9,2,9,9,2,7153,3,1,3
2,,0,,1,2,2,9,2,9,9,2,7157,1,1,1
2,,0,,1,1,1,9,9,9,9,2,7158,3,1,3
2,,0,,2,2,2,9,9,9,9,2,7160,2,1,2
2,,0,,2,2,2,9,9,9,9,2,7162,1,1,1
2,,0,,2,2,2,9,2,9,9,9,7170,3,1,3
2,,0,,2,1,2,9,2,9,9,2,7171,4,1,4
2,,0,,2,2,2,9,9,9,9,2,7175,3,1,3
2,,0,,2,1,2,9,9,9,9,2,7176,2,1,2
2,,0,,2,2,2,9,2,9,9,2,7179,2,1,2
2,,0,,2,2,2,9,2,9,9,2,7180,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7181,1,1,1
2,,0,,1,1,1,2,2,9,9,2,7184,1,1,1
2,,0,,1,2,2,2,2,2,2,2,7185,1,1,1
2,,0,,2,2,2,9,2,9,9,2,7186,1,1,1
2,,1,2,1,1,2,9,9,9,9,2,7190,1,1,1
2,,0,,1,1,2,9,9,9,9,2,7193,2,1,2
2,,0,,2,2,2,9,9,9,9,9,7194,2,1,2
2,,0,,1,1,2,9,2,9,9,2,7195,1,1,1
2,,0,,1,2,2,2,9,9,9,2,7197,2,1,2
2,,30,2,2,2,2,9,9,9,9,9,7198,3,1,3
2,,0,,2,2,2,9,9,9,9,2,7199,1,1,1
2,,0,,1,1,2,9,2,9,9,2,7200,2,1,2
2,,0,,1,2,2,9,2,9,9,2,7201,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7203,1,1,1
2,,0,,1,1,1,9,2,9,9,2,7204,1,1,1
2,,0,,2,2,2,2,2,9,9,2,7206,3,1,3
2,,0,,1,2,9,9,2,9,9,2,7211,3,1,3
2,,2,2,1,2,1,9,2,9,9,2,7212,1,1,1
2,,0,,2,2,9,9,1,9,9,2,7213,2,1,2
2,,0,,1,1,1,9,2,9,9,2,7215,3,1,3
2,,0,,2,1,2,2,2,9,9,2,7216,1,1,1
2,,0,,1,2,2,9,9,9,9,2,7218,1,1,1
2,,0,,1,1,2,9,2,9,9,2,7225,2,1,2
2,,0,,2,2,2,2,2,2,2,2,7227,4,1,4
2,,0,,2,2,2,9,9,9,9,2,7228,2,1,2
2,,0,,2,2,2,9,2,9,9,2,7229,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7231,2,1,2
2,,0,,2,2,2,9,2,2,9,2,7232,1,1,1
2,,0,,1,2,2,9,2,9,9,2,7235,1,1,1
2,,8,2,1,1,2,9,9,9,9,2,7237,2,1,2
2,,0,,1,1,1,9,9,9,9,2,7241,1,1,1
2,,0,,2,2,2,9,9,9,9,2,7242,1,1,1
2,,0,,2,2,2,9,1,9,9,2,7244,2,1,2
2,,0,,1,2,2,9,2,9,9,2,7245,1,1,1
