Q_01_A,Q_01_B,Q_01_C,Q_01_D,Q_02,Q_03,Q_04,Q_05_A,Q_05_B,Q_05_C,Q_05_D,Q_05_E,Q_05_F,Q_05_G,Q_05_H,Q_05_I,Q_05_J,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,Q_01_E
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29481,4,1,4,
,,,2,2,,,2,1,1,1,2,1,1,1,1,9,29485,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29486,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29487,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29488,4,1,4,
,,,2,2,,,1,1,1,4,4,1,1,1,1,3,29491,1,1,1,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,29493,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29494,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,29495,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29496,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,4,1,4,29497,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29502,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29503,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29505,2,1,2,
,,,2,2,,,2,1,1,4,4,1,1,1,1,3,29512,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29514,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29515,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29516,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29521,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29522,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,3,29524,4,1,4,
,,,2,2,,,1,1,2,1,1,2,1,2,1,2,29530,1,1,1,
,,,2,2,,,2,1,1,3,2,1,1,1,1,9,29531,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29534,1,1,1,
,,,2,2,,,9,1,1,1,1,1,1,1,1,1,29535,6,1,6,
,,,2,2,,,9,1,1,1,1,1,1,1,1,1,29537,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29539,1,1,1,
,,,2,2,,,1,1,1,1,3,1,1,1,1,1,29540,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29542,2,1,2,
,,,2,2,,,1,1,1,3,1,1,1,1,1,1,29544,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29545,2,1,2,
,,,2,2,,,1,1,1,2,2,1,1,1,1,1,29551,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29552,1,1,1,
,,,2,2,,,9,2,1,1,1,1,2,3,1,1,29560,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29562,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29565,3,1,3,
,,,2,2,,,3,1,1,3,2,1,1,1,2,1,29566,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29568,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29570,2,1,2,
,1,,,1,3,1,1,1,1,4,4,1,1,1,1,4,29579,1,1,1,
,,,2,2,,,1,1,1,2,9,1,1,1,1,1,29580,3,1,3,
,,,2,2,,,1,1,1,3,1,1,1,1,1,1,29582,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29584,1,1,1,
,,,2,2,,,3,1,1,1,1,1,1,9,1,1,29588,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29590,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29591,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29592,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29593,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29594,2,1,2,
,,,2,2,,,1,1,1,9,9,1,1,1,1,1,29596,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,29597,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,29598,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,2,2,2,29601,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,3,29602,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,2,1,3,29603,2,1,2,
,,,2,2,,,2,1,1,1,2,1,1,1,1,2,29606,1,1,1,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,29607,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,29609,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29611,3,1,3,
,,,2,2,,,1,1,1,2,2,1,1,9,1,1,29612,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29615,2,1,2,
,,,2,2,,,2,2,1,3,2,1,1,2,1,2,29616,3,1,3,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29619,4,1,4,
,,,2,2,,,3,1,1,1,1,1,1,1,1,3,29621,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,29623,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29626,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29627,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29628,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29629,2,1,2,
,,,2,2,,,2,1,1,1,9,1,1,1,9,1,29630,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29632,1,1,1,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,29633,1,1,1,
1,,,,2,,,1,1,1,1,1,1,2,2,1,1,29634,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,29636,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29637,1,1,1,
,,,2,2,,,3,1,1,2,9,1,1,1,1,1,29639,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29640,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29641,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29647,2,1,2,
,,,2,2,,,4,1,1,2,1,1,1,2,1,1,29650,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29651,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29654,3,1,3,
,,,2,2,,,1,1,1,1,2,1,1,1,1,2,29655,2,1,2,
,,,2,2,,,3,1,1,1,1,1,1,3,1,2,29656,4,1,4,
,,,2,2,,,1,1,1,9,9,1,1,1,1,2,29657,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29663,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29664,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29665,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29668,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29669,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29670,1,1,1,
,,,2,2,,,4,1,1,1,1,1,1,2,1,1,29673,6,1,6,
,,,2,2,,,3,1,1,1,1,1,1,1,1,1,29678,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29681,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29682,4,1,4,
,,,2,2,,,3,1,1,9,9,9,9,9,9,9,29684,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29686,2,1,2,
,,,2,2,,,3,1,1,1,1,1,1,1,3,1,29687,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29688,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29690,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29693,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29694,5,1,5,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29696,6,1,6,
,,,2,2,,,1,1,1,1,1,1,1,2,1,1,29697,1,1,1,
,,,2,2,,,1,1,1,1,4,1,1,2,4,1,29699,2,1,2,
,,,2,2,,,2,1,1,1,2,1,1,1,1,9,29701,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,29702,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29703,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29707,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,29711,1,1,1,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,29714,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29718,1,1,1,
,,,2,2,,,1,1,2,2,2,1,1,1,1,1,29720,7,1,7,
,,,2,2,,,2,2,1,1,1,1,1,1,1,1,29726,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29729,2,1,2,
,,,2,2,,,1,2,1,2,2,2,1,1,1,1,29733,2,1,2,
,,,2,2,,,1,1,1,2,1,1,1,1,1,3,29736,1,1,1,
,,,2,2,,,3,2,2,2,3,1,1,1,1,1,29738,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29741,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29743,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29744,2,1,2,
,,,2,2,,,3,1,1,1,1,1,1,1,1,1,29745,3,1,3,
,,,2,2,,,3,1,1,1,1,1,1,1,1,1,29746,2,1,2,
,,,2,2,,,3,1,1,1,1,1,1,1,1,1,29747,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29750,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29751,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29752,4,1,4,
,,,2,2,,,2,2,2,2,2,1,1,1,1,1,29753,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29761,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29762,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29767,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29768,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29776,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29777,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29778,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,4,29779,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29780,2,1,2,
,,,2,2,,,3,1,1,1,1,1,1,2,1,3,29782,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29783,3,1,3,
,,,2,2,,,1,1,1,1,9,1,1,1,1,1,29784,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29785,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,29786,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29791,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29792,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29795,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29796,4,1,4,
1,,,,1,4,,1,1,1,1,1,1,1,1,1,1,29798,1,1,1,
,,,2,2,,,2,1,1,2,2,1,1,2,1,1,29799,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29802,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29805,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29809,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29811,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,29813,1,1,1,
,,,2,2,,,1,1,1,1,9,1,1,1,1,1,29814,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29817,2,1,2,
,,,2,2,,,2,1,1,1,2,1,1,2,3,1,29819,2,1,2,
,,,2,2,,,1,1,1,3,3,1,1,1,1,1,29822,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29825,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29829,1,1,1,
1,,,,2,,,1,1,1,9,9,1,1,1,1,1,29833,5,1,5,
,,,2,2,,,1,1,1,2,2,1,1,1,1,1,29835,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29838,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,29839,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29841,2,1,2,
,,,2,2,,,1,1,1,1,2,1,2,3,1,4,29846,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29847,7,1,7,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29851,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,29852,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29858,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29865,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29868,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29871,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29872,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,29873,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29875,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29877,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29880,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,2,1,1,29884,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,2,1,3,29886,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29887,1,1,1,
,,,2,2,,,1,1,1,3,3,1,1,1,1,2,29889,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29890,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,2,1,1,29892,3,1,3,
,,,2,2,,,1,1,1,9,1,1,1,1,1,1,29893,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29896,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29898,3,1,3,
,,,2,2,,,2,1,1,1,2,1,1,1,1,1,29903,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29908,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29909,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29912,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,3,29919,3,1,3,
,,,2,2,,,1,1,1,1,1,1,2,1,1,9,29920,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29921,2,1,2,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,29923,2,1,2,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,29924,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29926,2,1,2,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,29928,3,1,3,
,,,2,2,,,1,1,1,1,2,1,1,1,1,3,29929,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,4,1,4,29933,3,1,3,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29935,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,3,1,1,29936,4,1,4,
,,,2,2,,,2,1,1,1,1,1,1,1,1,2,29938,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,29939,1,1,1,
,,,2,2,,,4,1,1,1,1,1,1,1,1,1,29940,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29941,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,29942,1,1,1,
,,,2,2,,,1,1,1,2,3,1,1,1,1,3,29943,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29946,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29948,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29949,4,1,4,
,,,2,2,,,2,1,1,1,4,1,1,4,1,4,29954,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29956,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29958,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29969,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29971,1,1,1,
,,,2,2,,,4,1,1,1,1,2,1,1,1,4,29972,3,1,3,
,,,2,2,,,1,1,1,1,2,1,1,1,1,3,29973,1,1,1,
,,,2,2,,,1,1,4,1,1,1,1,1,3,1,29974,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29975,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29977,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29980,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29982,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29986,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29989,1,1,1,
,,,2,2,,,4,1,1,1,3,1,1,2,1,4,29990,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29991,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29996,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,29999,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30005,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30006,6,1,6,
,,,2,1,3,2,1,1,1,1,1,1,1,1,1,1,30009,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30013,3,1,3,
,,,2,2,,,3,1,1,1,4,1,1,1,1,3,30017,3,1,3,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,30018,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30024,2,1,2,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,30027,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30028,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30033,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,3,30036,1,1,1,
,,,2,2,,,4,1,1,1,2,1,1,3,1,4,30038,2,1,2,
,,,2,2,,,1,1,1,1,4,1,1,1,1,1,30039,1,1,1,
,,,2,2,,,1,1,2,1,1,1,1,1,1,1,30040,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30041,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,30044,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30045,1,1,1,
,,,2,2,,,1,1,1,3,9,1,1,1,1,1,30047,1,1,1,
,,,2,2,,,1,1,1,1,3,1,1,1,1,1,30050,2,1,2,
,,,2,2,,,1,1,1,1,4,1,1,1,1,1,30052,3,1,3,
,,,2,2,,,1,1,1,1,4,1,3,3,1,4,30053,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30056,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30057,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,30061,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30062,2,1,2,
,,,2,2,,,4,3,1,4,2,1,1,4,1,1,30069,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30077,1,1,1,
,,,2,2,,,1,1,1,3,1,1,1,4,1,4,30078,3,1,3,
,,,2,2,,,9,1,1,2,3,1,1,9,9,9,30080,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30081,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30082,2,1,2,
,,,2,2,,,1,1,1,1,2,1,1,1,1,2,30083,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,2,1,30089,3,1,3,
,,,2,2,,,1,1,1,1,3,1,1,1,1,1,30091,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30096,3,1,3,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,30099,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,30102,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30103,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30106,1,1,1,
,,,2,2,,,1,1,1,4,4,1,1,3,1,1,30107,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30108,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30110,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,30114,6,1,6,
,,,2,2,,,1,1,1,1,1,1,1,2,1,3,30115,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30116,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30117,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30118,2,1,2,
,,,2,2,,,1,1,1,9,3,1,1,1,1,1,30121,2,1,2,
,,,2,2,,,1,1,1,1,3,1,1,1,1,1,30123,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,30125,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30128,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30129,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30134,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30137,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30138,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,30140,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30142,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30143,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30144,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30147,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30149,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30150,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30151,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30153,2,1,2,
,,,2,2,,,1,1,1,1,9,1,1,1,1,1,30159,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,30160,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30162,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30163,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30164,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30165,1,1,1,
,,,2,2,,,1,1,1,4,2,1,1,4,1,3,30170,4,1,4,
,,,2,2,,,1,1,2,1,4,1,1,3,1,3,30172,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30174,1,1,1,
,,,2,2,,,3,1,1,1,1,1,1,2,1,4,30176,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30177,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,3,1,1,30180,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30182,2,1,2,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,30183,1,1,1,
,,,2,2,,,4,1,1,1,1,1,2,1,1,2,30184,1,1,1,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,30186,1,1,1,
,,,2,2,,,1,1,1,1,1,2,1,1,1,2,30190,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30191,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30192,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,30195,2,1,2,
,,,2,2,,,1,1,2,1,3,1,1,2,1,3,30197,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30199,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30201,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30202,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30206,1,1,1,
,,,2,2,,,1,1,1,9,9,1,1,1,1,1,30212,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30214,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30215,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,30223,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30224,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30225,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30227,2,1,2,
,,,2,2,,,3,1,1,1,1,1,1,1,1,2,30229,3,1,3,
,,,2,2,,,3,1,1,1,1,1,1,1,1,1,30231,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30234,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30235,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30236,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30237,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30242,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30243,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30246,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30247,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30248,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30250,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30251,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,30254,1,1,1,
,,,2,2,,,2,1,1,1,2,1,1,1,1,1,30255,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30256,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30259,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,30262,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30264,6,1,6,
,,,2,2,,,1,1,1,1,4,1,1,2,1,1,30267,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30278,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30280,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30283,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,30289,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30297,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,30298,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30301,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30302,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30305,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,30310,1,1,1,
