Q_01_A,Q_01_B,Q_01_C,Q_01_D,Q_02,Q_03,Q_04,Q_05_A,Q_05_B,Q_05_C,Q_05_D,Q_05_E,Q_05_F,Q_05_G,Q_05_H,Q_05_I,Q_05_J,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,Q_01_E
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6530,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6531,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6532,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,2,1,6533,2,1,2,
,,,2,2,,,1,1,1,2,3,1,1,1,1,1,6536,3,1,3,
,,,2,2,,,1,1,1,1,4,1,1,1,1,1,6538,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,4,1,1,6541,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,2,1,3,6542,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6545,1,1,1,
,,,2,2,,,1,1,1,1,4,1,1,1,1,1,6546,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6548,1,1,1,
,,,2,2,,,1,1,1,1,3,1,1,1,1,1,6550,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6551,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6553,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6554,2,1,2,
,,,2,2,,,1,1,1,1,4,1,1,1,1,1,6556,2,1,2,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,6558,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6560,10,1,10,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6563,1,1,1,
,,,2,2,,,1,1,1,2,2,1,1,1,1,1,6564,7,1,7,
,,,2,2,,,1,1,1,1,1,1,1,2,2,3,6566,1,1,1,
,,,2,2,,,1,1,1,4,4,2,1,1,1,1,6567,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6570,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6572,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,2,1,1,6576,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6579,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6580,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6581,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6585,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6587,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6589,2,1,2,
,,,2,2,,,1,1,1,2,3,1,1,3,1,1,6591,7,1,7,
,,,2,2,,,1,1,1,1,4,1,4,4,1,2,6594,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6596,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,2,1,1,6598,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6599,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6600,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6602,3,1,3,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,6603,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6605,1,1,1,
,,,2,2,,,1,1,1,1,1,1,3,2,1,2,6607,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6613,3,1,3,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6614,2,1,2,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,6616,9,1,9,
,,,2,2,,,1,1,1,1,3,1,1,1,1,1,6617,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6620,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6621,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,6622,2,1,2,
,,,2,2,,,1,1,1,1,1,2,1,1,1,2,6623,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6625,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6626,2,1,2,
,,,2,2,,,1,1,1,2,2,1,1,1,1,1,6627,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6628,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6630,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6633,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6635,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6636,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6638,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6641,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,6642,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6643,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,2,1,2,6645,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6646,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6647,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,2,2,2,6652,1,1,1,
,,,2,2,,,2,1,2,2,3,1,1,1,1,1,6656,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6657,2,1,2,
,,,2,2,,,2,1,2,1,1,1,1,1,1,1,6663,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6666,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6668,2,1,2,
,,,2,2,,,1,1,1,2,4,1,1,4,1,1,6671,6,1,6,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6672,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6675,2,1,2,
,,,2,2,,,2,1,2,1,3,1,1,1,1,1,6676,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6679,1,1,1,
,,,2,9,,,4,1,1,2,1,1,1,1,1,1,6682,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6683,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6684,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6686,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6687,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6688,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6693,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,3,2,3,6695,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6696,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6698,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,6699,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6701,5,1,5,
,,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,6707,2,1,2,
,,,2,2,,,3,1,1,1,2,1,1,3,1,3,6708,4,1,4,
,,,2,2,,,1,1,1,1,3,3,1,1,1,1,6712,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6713,3,1,3,
,,,2,2,,,4,1,1,1,1,1,1,1,1,3,6715,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6716,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,6717,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6718,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6720,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6722,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6725,1,1,1,
,,,2,2,,,1,1,2,2,2,1,1,1,1,1,6726,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6730,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6741,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6743,2,1,2,
,,,2,2,,,2,1,1,1,2,1,1,1,1,1,6744,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6745,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6747,4,1,4,
,,,2,2,,,3,1,1,1,1,1,1,1,1,1,6748,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6749,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6753,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6754,1,1,1,
,,,2,2,,,2,2,1,1,3,1,1,1,1,2,6755,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6757,3,1,3,
1,,,,2,,,1,1,1,1,1,1,1,1,1,1,6758,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6760,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6763,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6764,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6768,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6773,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6779,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6782,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6785,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6786,3,1,3,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,6787,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,6790,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,6792,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6793,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6795,2,1,2,
,,,2,2,,,1,1,1,3,3,1,1,1,1,1,6800,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6801,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6803,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6807,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6808,2,1,2,
,,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,6809,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6811,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6812,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,6813,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,2,2,6814,1,1,1,
,,,2,2,,,4,1,1,1,1,1,1,1,1,4,6816,6,1,6,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6818,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6822,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6823,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6826,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6828,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6837,2,1,2,
,,,2,2,,,1,1,1,3,3,1,1,1,1,1,6840,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6842,2,1,2,
,,,2,2,,,1,1,1,2,1,1,1,1,1,1,6844,4,1,4,
,,,2,2,,,2,1,1,1,2,1,1,1,1,3,6846,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6847,1,1,1,
,,,2,2,,,2,2,2,2,2,1,1,1,1,3,6849,5,1,5,
,,,2,2,,,1,1,1,2,1,1,1,1,1,2,6851,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6852,1,1,1,
,,,2,2,,,2,1,1,1,3,1,1,1,1,1,6855,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6857,2,1,2,
,,,2,2,,,2,1,1,1,2,1,1,1,1,1,6858,2,1,2,
,,,2,2,,,4,1,1,1,2,1,1,1,1,2,6860,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6863,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6865,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6866,3,1,3,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6868,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6870,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,2,1,1,6871,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6873,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6874,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,2,1,1,6875,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6880,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6882,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6886,8,1,8,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,6891,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,2,1,1,6893,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,6894,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6895,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6899,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6903,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6907,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,6909,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6912,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6915,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6918,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6925,2,1,2,
,,,2,2,,,1,1,1,4,1,1,1,1,2,1,6926,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6927,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6929,2,1,2,
,,,2,2,,,2,1,1,2,1,1,1,1,1,1,6931,2,1,2,
,,,2,2,,,2,1,1,2,1,1,1,1,1,1,6932,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6936,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6937,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,6940,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6944,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6945,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6946,1,1,1,
,,,2,2,,,1,4,1,1,1,1,1,4,2,4,6947,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6950,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6952,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6954,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6956,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6957,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,6958,7,1,7,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6960,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6961,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,6965,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6966,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6967,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6968,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6969,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6970,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6971,3,1,3,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,6972,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6973,2,1,2,
,,,2,2,,,1,1,1,1,4,1,1,1,1,1,6974,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6977,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6979,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6983,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6984,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6985,4,1,4,
,,,2,2,,,1,1,1,1,3,1,1,1,1,1,6986,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,6990,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,6992,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,6994,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7001,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7002,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,7007,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7010,2,1,2,
,,,2,2,,,4,1,1,1,1,1,1,1,1,3,7011,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7015,1,1,1,
,,,2,2,,,3,1,1,1,1,1,1,1,1,1,7016,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7021,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7023,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7025,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7026,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7027,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7029,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7031,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7034,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7037,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7038,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7040,4,1,4,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7041,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7043,2,1,2,
,,,2,2,,,1,2,2,1,1,1,1,1,2,1,7044,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7045,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7046,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7047,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7048,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7050,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7051,1,1,1,
,,,2,2,,,2,1,1,3,3,1,1,1,1,1,7052,1,1,1,
,,,2,2,,,2,1,1,1,1,1,2,1,2,4,7054,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7058,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,3,7059,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,2,7060,2,1,2,
,,,2,2,,,1,1,2,1,1,1,1,3,1,4,7061,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7062,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7063,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7064,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7071,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,3,1,1,7073,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7074,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7075,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7076,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7077,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,3,1,4,7078,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7082,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7087,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7088,2,1,2,
,,,2,2,,,1,1,1,1,2,1,1,2,1,1,7089,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7090,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7093,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7094,1,1,1,
,,,2,2,,,1,2,1,1,1,1,1,1,1,1,7099,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7100,2,1,2,
,,,2,2,,,1,1,1,2,2,1,1,1,1,1,7101,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7102,1,1,1,
,,,2,2,,,1,2,1,1,3,1,1,1,1,2,7105,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7108,2,1,2,
,,,2,2,,,1,1,1,1,1,3,1,1,1,3,7110,5,1,5,
,,,2,2,,,3,1,1,1,4,1,1,4,1,4,7111,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,2,1,2,7116,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7117,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7119,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7120,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7121,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7123,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7125,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7126,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7132,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7133,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7135,6,1,6,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,7136,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7137,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7139,2,1,2,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7140,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7151,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7152,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7153,3,1,3,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7154,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7155,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7157,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7161,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7165,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7166,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7170,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7171,4,1,4,
,,,2,9,,,1,1,1,3,3,1,1,1,1,1,7172,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,2,7177,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7179,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7180,1,1,1,
,,,2,2,,,2,1,1,1,1,1,1,2,1,4,7183,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7184,1,1,1,
,,,2,1,2,3,1,1,1,1,1,4,4,4,4,4,7185,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7186,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7187,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7188,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7195,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7197,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7200,2,1,2,
,,,2,2,,,4,1,1,1,1,1,1,1,1,1,7201,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7202,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7204,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7206,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7207,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,4,1,1,7209,2,1,2,
,,,2,2,,,1,1,1,1,4,1,1,1,1,1,7211,3,1,3,
,,,2,2,,,2,1,1,1,1,1,1,1,1,2,7212,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7213,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7214,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7215,3,1,3,
1,,,,2,,,1,1,1,1,1,1,1,1,1,1,7216,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7217,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7225,2,1,2,
,1,,,2,,,1,1,1,1,1,1,1,1,1,1,7227,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7229,1,1,1,
,,,2,2,,,1,2,2,1,1,1,1,2,1,1,7232,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7235,1,1,1,
,,,2,2,,,1,1,1,1,2,1,1,1,1,1,7236,2,1,2,
,,,2,2,,,2,1,1,1,1,1,1,1,1,1,7240,8,1,8,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7244,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7245,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7247,3,1,3,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7250,3,1,3,
,,,2,2,,,4,1,1,1,1,1,1,1,1,3,7252,5,1,5,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7253,1,1,1,
,,,2,9,,,1,1,1,1,1,1,1,1,1,1,7254,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7256,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7258,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7259,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,2,3,7265,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7268,3,1,3,
,,,2,2,,,1,1,1,1,1,1,1,1,4,3,7270,4,1,4,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7271,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7273,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7275,1,1,1,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7278,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7279,2,1,2,
,,,2,2,,,1,1,1,1,1,1,1,1,1,1,7283,2,1,2,
