E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
2,,,,,,,,,2,,,650,2,1,2
1,2,3,2,,,,,,2,,,651,3,1,3
1,16,3,1,1,1,2,,,2,,,652,9,1,9
2,,,,,,,,,2,,,653,2,1,2
2,,,,,,,,,2,,,654,3,1,3
2,,,,,,,,,2,,,655,3,1,3
2,,,,,,,,,2,,,657,3,1,3
2,,,,,,,,,2,,,658,5,1,5
2,,,,,,,,,2,,,659,4,1,4
1,18,3,1,1,1,2,,,2,,,660,2,1,2
1,20,3,2,,,,,,2,,,661,2,1,2
2,,,,,,,,,2,,,662,3,1,3
2,,,,,,,,,2,,,663,2,1,2
2,,,,,,,,,2,,,664,1,1,1
2,,,,,,,,,2,,,665,1,1,1
2,,,,,,,,,1,21,2,666,3,1,3
2,,,,,,,,,2,,,668,1,1,1
2,,,,,,,,,2,,,669,2,1,2
1,20,3,2,,,,,,2,,,670,1,1,1
1,18,3,2,,,,,,2,,,671,1,1,1
2,,,,,,,,,2,,,672,1,1,1
2,,,,,,,,,2,,,673,1,1,1
2,,,,,,,,,2,,,674,1,1,1
2,,,,,,,,,2,,,675,2,1,2
2,,,,,,,,,2,,,676,6,1,6
1,18,3,2,,,,,,2,,,677,3,1,3
1,15,3,1,1,30,1,1,10,2,,,678,5,1,5
1,25,3,2,,,,,,2,,,679,1,1,1
2,,,,,,,,,2,,,680,1,1,1
2,,,,,,,,,2,,,681,2,1,2
1,16,3,1,1,10,1,1,5,1,22,1,682,3,1,3
2,,,,,,,,,2,,,683,3,1,3
2,,,,,,,,,2,,,685,2,1,2
2,,,,,,,,,2,,,686,1,1,1
2,,,,,,,,,2,,,687,2,1,2
2,,,,,,,,,2,,,688,2,1,2
2,,,,,,,,,2,,,689,6,1,6
1,18,3,1,1,30,1,1,10,2,,,690,1,1,1
2,,,,,,,,,2,,,691,1,1,1
2,,,,,,,,,2,,,692,2,1,2
1,20,3,1,1,5,1,2,,2,,,694,1,1,1
2,,,,,,,,,2,,,695,4,1,4
1,19,3,1,1,3,2,,,2,,,696,2,1,2
2,,,,,,,,,2,,,697,1,1,1
1,14,3,2,,,,,,2,,,698,1,1,1
1,19,3,2,,,,,,2,,,699,1,1,1
2,,,,,,,,,2,,,700,1,1,1
2,,,,,,,,,2,,,701,3,1,3
1,15,3,2,,,,,,1,27,2,702,4,1,4
2,,,,,,,,,2,,,703,1,1,1
1,14,3,2,,,,,,2,,,704,1,1,1
1,16,3,2,,,,,,2,,,705,1,1,1
1,20,3,2,,,,,,2,,,706,2,1,2
1,14,3,1,2,,,,,2,,,707,2,1,2
2,,,,,,,,,2,,,708,6,1,6
2,,,,,,,,,2,,,709,4,1,4
2,,,,,,,,,2,,,710,2,1,2
1,14,3,2,,,,,,2,,,712,1,1,1
2,,,,,,,,,2,,,713,2,1,2
1,22,3,2,,,,,,2,,,715,1,1,1
2,,,,,,,,,2,,,716,2,1,2
2,,,,,,,,,2,,,717,2,1,2
1,18,3,2,,,,,,2,,,720,3,1,3
1,18,3,2,,,,,,2,,,721,1,1,1
1,20,3,2,,,,,,2,,,722,2,1,2
2,,,,,,,,,2,,,723,3,1,3
2,,,,,,,,,1,19,1,724,4,1,4
1,16,3,2,,,,,,2,,,725,3,1,3
2,,,,,,,,,2,,,726,2,1,2
1,25,3,2,,,,,,2,,,727,1,1,1
1,13,3,2,,,,,,2,,,728,1,1,1
1,17,3,2,,,,,,2,,,729,1,1,1
2,,,,,,,,,2,,,730,2,1,2
2,,,,,,,,,2,,,731,2,1,2
2,,,,,,,,,2,,,732,2,1,2
2,,,,,,,,,2,,,733,3,1,3
2,,,,,,,,,2,,,734,4,1,4
2,,,,,,,,,2,,,735,2,1,2
2,,,,,,,,,2,,,736,1,1,1
2,,,,,,,,,2,,,737,3,1,3
2,,,,,,,,,2,,,738,2,1,2
2,,,,,,,,,2,,,740,1,1,1
2,,,,,,,,,2,,,741,2,1,2
2,,,,,,,,,2,,,742,1,1,1
2,,,,,,,,,2,,,743,1,1,1
2,,,,,,,,,2,,,744,2,1,2
1,40,3,2,,,,,,2,,,745,4,1,4
1,30,3,2,,,,,,2,,,746,1,1,1
2,,,,,,,,,2,,,748,3,1,3
2,,,,,,,,,2,,,749,2,1,2
2,,,,,,,,,2,,,750,1,1,1
2,,,,,,,,,2,,,751,4,1,4
1,18,3,1,1,2,1,1,2,2,,,752,2,1,2
2,,,,,,,,,2,,,753,2,1,2
2,,,,,,,,,2,,,754,6,1,6
2,,,,,,,,,2,,,755,1,1,1
1,23,3,2,,,,,,2,,,756,1,1,1
2,,,,,,,,,2,,,757,3,1,3
2,,,,,,,,,2,,,758,1,1,1
2,,,,,,,,,2,,,759,1,1,1
1,13,2,2,,,,,,2,,,760,2,1,2
2,,,,,,,,,2,,,761,1,1,1
2,,,,,,,,,2,,,762,2,1,2
2,,,,,,,,,2,,,763,1,1,1
2,,,,,,,,,2,,,765,2,1,2
1,13,3,2,,,,,,2,,,766,2,1,2
2,,,,,,,,,2,,,767,3,1,3
2,,,,,,,,,2,,,768,1,1,1
1,15,3,2,,,,,,2,,,769,1,1,1
2,,,,,,,,,2,,,770,2,1,2
2,,,,,,,,,2,,,771,1,1,1
2,,,,,,,,,2,,,772,2,1,2
2,,,,,,,,,2,,,773,2,1,2
2,,,,,,,,,2,,,774,1,1,1
2,,,,,,,,,2,,,775,2,1,2
2,,,,,,,,,2,,,776,2,1,2
1,20,3,1,1,2,2,,,2,,,777,1,1,1
1,15,3,1,1,30,1,1,3,1,19,1,778,3,1,3
2,,,,,,,,,2,,,779,1,1,1
2,,,,,,,,,2,,,780,1,1,1
2,,,,,,,,,2,,,781,2,1,2
2,,,,,,,,,2,,,782,2,1,2
2,,,,,,,,,2,,,783,1,1,1
2,,,,,,,,,2,,,785,1,1,1
2,,,,,,,,,2,,,786,1,1,1
1,17,3,2,,,,,,2,,,787,1,1,1
2,,,,,,,,,2,,,788,1,1,1
2,,,,,,,,,2,,,789,1,1,1
1,15,3,2,,,,,,2,,,790,1,1,1
2,,,,,,,,,2,,,791,3,1,3
2,,,,,,,,,2,,,792,1,1,1
2,,,,,,,,,2,,,793,3,1,3
1,15,3,2,,,,,,2,,,794,2,1,2
1,20,3,2,,,,,,2,,,795,2,1,2
2,,,,,,,,,2,,,796,2,1,2
2,,,,,,,,,2,,,797,3,1,3
2,,,,,,,,,2,,,798,1,1,1
2,,,,,,,,,2,,,799,2,1,2
2,,,,,,,,,2,,,800,2,1,2
1,35,3,2,,,,,,2,,,801,1,1,1
2,,,,,,,,,2,,,802,3,1,3
2,,,,,,,,,2,,,803,2,1,2
2,,,,,,,,,2,,,804,1,1,1
2,,,,,,,,,2,,,805,1,1,1
2,,,,,,,,,2,,,806,2,1,2
2,,,,,,,,,2,,,807,1,1,1
2,,,,,,,,,2,,,808,2,1,2
2,,,,,,,,,2,,,809,3,1,3
2,,,,,,,,,2,,,810,1,1,1
1,16,3,1,1,6,1,2,,2,,,811,2,1,2
1,14,2,2,,,,,,2,,,812,4,1,4
2,,,,,,,,,2,,,813,1,1,1
2,,,,,,,,,2,,,814,3,1,3
2,,,,,,,,,2,,,815,2,1,2
2,,,,,,,,,2,,,817,1,1,1
1,17,3,1,1,1,1,2,,2,,,818,2,1,2
1,18,3,2,,,,,,1,27,1,819,3,1,3
1,17,3,2,,,,,,2,,,820,1,1,1
2,,,,,,,,,2,,,821,1,1,1
2,,,,,,,,,2,,,822,1,1,1
1,16,3,1,1,30,1,1,2,2,,,823,1,1,1
2,,,,,,,,,2,,,824,2,1,2
2,,,,,,,,,2,,,825,3,1,3
1,19,3,2,,,,,,2,,,826,2,1,2
1,16,3,2,,,,,,2,,,827,1,1,1
2,,,,,,,,,2,,,828,2,1,2
1,15,3,2,,,,,,2,,,829,1,1,1
2,,,,,,,,,2,,,830,1,1,1
2,,,,,,,,,2,,,831,2,1,2
2,,,,,,,,,2,,,832,3,1,3
2,,,,,,,,,2,,,833,2,1,2
2,,,,,,,,,2,,,834,2,1,2
1,20,3,1,1,30,1,1,10,1,50,2,835,1,1,1
1,17,3,2,,,,,,2,,,836,2,1,2
1,20,3,1,1,30,1,1,1,2,,,837,1,1,1
1,24,3,2,,,,,,2,,,838,2,1,2
2,,,,,,,,,2,,,839,1,1,1
2,,,,,,,,,2,,,840,1,1,1
2,,,,,,,,,2,,,841,5,1,5
1,19,3,2,,,,,,2,,,842,1,1,1
1,22,3,1,1,30,1,1,10,2,,,843,3,1,3
2,,,,,,,,,2,,,844,3,1,3
2,,,,,,,,,2,,,846,1,1,1
1,18,3,2,,,,,,2,,,847,4,1,4
1,17,3,1,1,3,2,,,2,,,848,3,1,3
2,,,,,,,,,2,,,849,1,1,1
1,18,3,2,,,,,,2,,,851,3,1,3
2,,,,,,,,,2,,,852,2,1,2
1,25,2,2,,,,,,2,,,853,2,1,2
1,15,3,2,,,,,,2,,,854,2,1,2
2,,,,,,,,,2,,,855,1,1,1
2,,,,,,,,,2,,,856,2,1,2
2,,,,,,,,,2,,,857,5,1,5
2,,,,,,,,,2,,,858,2,1,2
2,,,,,,,,,2,,,859,1,1,1
2,,,,,,,,,2,,,860,5,1,5
2,,,,,,,,,2,,,862,4,1,4
2,,,,,,,,,2,,,863,4,1,4
2,,,,,,,,,2,,,864,1,1,1
2,,,,,,,,,2,,,865,3,1,3
1,18,3,1,1,20,1,1,6,2,,,866,1,1,1
1,19,3,1,1,30,1,1,8,2,,,867,2,1,2
2,,,,,,,,,2,,,868,2,1,2
2,,,,,,,,,2,,,869,1,1,1
2,,,,,,,,,2,,,872,5,1,5
2,,,,,,,,,2,,,873,3,1,3
2,,,,,,,,,2,,,874,2,1,2
2,,,,,,,,,1,21,2,877,3,1,3
2,,,,,,,,,2,,,878,3,1,3
2,,,,,,,,,2,,,879,2,1,2
1,22,3,2,,,,,,2,,,880,1,1,1
2,,,,,,,,,2,,,881,2,1,2
1,19,3,1,1,4,2,,,2,,,882,1,1,1
2,,,,,,,,,2,,,883,3,1,3
1,14,1,1,1,30,1,1,2,2,,,884,1,1,1
2,,,,,,,,,2,,,885,1,1,1
2,,,,,,,,,2,,,886,2,1,2
2,,,,,,,,,2,,,888,3,1,3
2,,,,,,,,,2,,,889,2,1,2
2,,,,,,,,,2,,,890,2,1,2
2,,,,,,,,,2,,,891,1,1,1
1,19,3,2,,,,,,2,,,892,1,1,1
2,,,,,,,,,2,,,893,2,1,2
2,,,,,,,,,2,,,895,2,1,2
2,,,,,,,,,2,,,896,3,1,3
2,,,,,,,,,2,,,897,2,1,2
2,,,,,,,,,2,,,898,3,1,3
2,,,,,,,,,2,,,899,2,1,2
2,,,,,,,,,2,,,901,1,1,1
2,,,,,,,,,2,,,902,2,1,2
2,,,,,,,,,2,,,903,5,1,5
2,,,,,,,,,2,,,904,2,1,2
1,12,3,1,1,30,1,1,20,2,,,905,2,1,2
1,18,3,1,1,20,1,2,,2,,,906,1,1,1
2,,,,,,,,,2,,,907,1,1,1
1,20,3,2,,,,,,2,,,908,1,1,1
2,,,,,,,,,2,,,909,2,1,2
1,19,3,1,1,30,1,1,3,2,,,910,1,1,1
2,,,,,,,,,2,,,911,3,1,3
2,,,,,,,,,2,,,912,2,1,2
2,,,,,,,,,2,,,913,2,1,2
2,,,,,,,,,2,,,914,1,1,1
2,,,,,,,,,2,,,915,2,1,2
2,,,,,,,,,2,,,916,2,1,2
2,,,,,,,,,2,,,917,2,1,2
2,,,,,,,,,2,,,918,1,1,1
1,17,3,2,,,,,,1,18,2,920,2,1,2
2,,,,,,,,,2,,,921,1,1,1
1,19,2,1,2,,,,,2,,,923,1,1,1
2,,,,,,,,,2,,,924,5,1,5
1,28,3,1,1,30,1,1,20,2,,,925,1,1,1
1,17,3,2,,,,,,2,,,926,2,1,2
2,,,,,,,,,2,,,927,1,1,1
1,16,3,2,,,,,,2,,,928,1,1,1
2,,,,,,,,,2,,,929,1,1,1
2,,,,,,,,,2,,,930,1,1,1
2,,,,,,,,,2,,,931,3,1,3
2,,,,,,,,,2,,,933,5,1,5
2,,,,,,,,,2,,,934,2,1,2
2,,,,,,,,,2,,,935,1,1,1
2,,,,,,,,,2,,,936,1,1,1
2,,,,,,,,,2,,,937,1,1,1
2,,,,,,,,,2,,,938,2,1,2
2,,,,,,,,,2,,,939,1,1,1
1,15,3,2,,,,,,2,,,940,2,1,2
1,17,3,2,,,,,,2,,,941,2,1,2
2,,,,,,,,,2,,,942,2,1,2
2,,,,,,,,,2,,,943,3,1,3
2,,,,,,,,,2,,,945,2,1,2
1,25,3,2,,,,,,2,,,946,1,1,1
2,,,,,,,,,2,,,947,4,1,4
2,,,,,,,,,2,,,948,3,1,3
2,,,,,,,,,2,,,949,1,1,1
2,,,,,,,,,2,,,950,1,1,1
2,,,,,,,,,2,,,951,1,1,1
2,,,,,,,,,2,,,952,3,1,3
2,,,,,,,,,2,,,953,1,1,1
2,,,,,,,,,2,,,954,1,1,1
1,20,3,2,,,,,,2,,,955,1,1,1
1,40,3,2,,,,,,2,,,956,4,1,4
1,20,3,2,,,,,,2,,,957,7,1,7
1,14,3,2,,,,,,2,,,959,4,1,4
2,,,,,,,,,2,,,960,1,1,1
1,13,3,1,1,30,1,1,3,2,,,961,2,1,2
2,,,,,,,,,2,,,963,2,1,2
1,36,3,2,,,,,,2,,,964,1,1,1
1,15,3,1,2,,,,,2,,,965,1,1,1
2,,,,,,,,,2,,,966,2,1,2
2,,,,,,,,,2,,,967,2,1,2
1,16,3,2,,,,,,2,,,969,4,1,4
2,,,,,,,,,2,,,970,1,1,1
1,14,3,2,,,,,,2,,,971,2,1,2
1,15,3,2,,,,,,2,,,972,3,1,3
2,,,,,,,,,2,,,973,2,1,2
2,,,,,,,,,2,,,974,2,1,2
2,,,,,,,,,2,,,975,2,1,2
2,,,,,,,,,2,,,977,2,1,2
1,34,3,2,,,,,,2,,,978,1,1,1
2,,,,,,,,,2,,,980,2,1,2
1,12,3,1,1,30,1,1,10,2,,,981,1,1,1
2,,,,,,,,,2,,,982,3,1,3
2,,,,,,,,,2,,,983,2,1,2
2,,,,,,,,,2,,,984,2,1,2
2,,,,,,,,,2,,,985,2,1,2
1,25,3,2,,,,,,2,,,986,2,1,2
2,,,,,,,,,2,,,987,2,1,2
2,,,,,,,,,2,,,988,1,1,1
2,,,,,,,,,2,,,989,1,1,1
2,,,,,,,,,2,,,990,1,1,1
1,22,3,2,,,,,,2,,,991,1,1,1
2,,,,,,,,,2,,,992,1,1,1
2,,,,,,,,,2,,,993,1,1,1
1,20,3,2,,,,,,2,,,994,1,1,1
2,,,,,,,,,2,,,995,1,1,1
2,,,,,,,,,2,,,996,1,1,1
2,,,,,,,,,2,,,997,3,1,3
2,,,,,,,,,2,,,998,1,1,1
2,,,,,,,,,2,,,999,3,1,3
2,,,,,,,,,2,,,1000,3,1,3
2,,,,,,,,,2,,,1001,3,1,3
1,18,3,1,1,30,1,1,2,2,,,1002,1,1,1
1,17,3,2,,,,,,2,,,1003,2,1,2
1,18,3,2,,,,,,2,,,1004,1,1,1
2,,,,,,,,,2,,,1006,1,1,1
2,,,,,,,,,2,,,1007,2,1,2
2,,,,,,,,,2,,,1008,2,1,2
2,,,,,,,,,2,,,1009,1,1,1
2,,,,,,,,,2,,,1010,2,1,2
2,,,,,,,,,2,,,1011,2,1,2
2,,,,,,,,,2,,,1012,2,1,2
1,19,3,2,,,,,,2,,,1013,1,1,1
2,,,,,,,,,2,,,1014,1,1,1
1,16,3,2,,,,,,2,,,1015,2,1,2
2,,,,,,,,,2,,,1016,2,1,2
2,,,,,,,,,2,,,1017,2,1,2
2,,,,,,,,,2,,,1018,2,1,2
1,17,3,2,,,,,,2,,,1019,1,1,1
2,,,,,,,,,2,,,1020,1,1,1
2,,,,,,,,,2,,,1021,2,1,2
2,,,,,,,,,2,,,1022,2,1,2
1,15,3,1,1,8,1,2,,2,,,1023,1,1,1
2,,,,,,,,,2,,,1024,2,1,2
2,,,,,,,,,2,,,1025,1,1,1
2,,,,,,,,,2,,,1026,1,1,1
2,,,,,,,,,2,,,1028,7,1,7
2,,,,,,,,,2,,,1029,4,1,4
2,,,,,,,,,2,,,1030,3,1,3
1,28,3,1,1,30,1,1,3,2,,,1031,1,1,1
2,,,,,,,,,2,,,1032,2,1,2
2,,,,,,,,,2,,,1033,2,1,2
1,20,3,2,,,,,,2,,,1034,3,1,3
2,,,,,,,,,2,,,1035,4,1,4
1,17,3,2,,,,,,2,,,1036,1,1,1
1,18,3,2,,,,,,2,,,1037,1,1,1
1,13,3,2,,,,,,2,,,1038,2,1,2
2,,,,,,,,,2,,,1039,1,1,1
2,,,,,,,,,2,,,1040,3,1,3
2,,,,,,,,,2,,,1041,1,1,1
2,,,,,,,,,2,,,1042,2,1,2
2,,,,,,,,,2,,,1043,2,1,2
1,32,3,2,,,,,,2,,,1044,1,1,1
2,,,,,,,,,2,,,1045,2,1,2
2,,,,,,,,,2,,,1046,3,1,3
2,,,,,,,,,2,,,1047,4,1,4
1,23,3,2,,,,,,2,,,1049,2,1,2
2,,,,,,,,,2,,,1050,2,1,2
2,,,,,,,,,2,,,1051,3,1,3
1,18,3,2,,,,,,2,,,1052,2,1,2
2,,,,,,,,,2,,,1053,1,1,1
2,,,,,,,,,2,,,1054,1,1,1
2,,,,,,,,,2,,,1055,2,1,2
2,,,,,,,,,2,,,1056,1,1,1
1,19,3,2,,,,,,2,,,1057,1,1,1
2,,,,,,,,,2,,,1058,5,1,5
2,,,,,,,,,2,,,1059,1,1,1
2,,,,,,,,,2,,,1060,2,1,2
1,22,3,2,,,,,,2,,,1061,4,1,4
1,18,3,2,,,,,,2,,,1062,2,1,2
2,,,,,,,,,2,,,1063,2,1,2
2,,,,,,,,,2,,,1064,1,1,1
1,3,3,2,,,,,,2,,,1066,3,1,3
1,18,3,2,,,,,,2,,,1067,2,1,2
2,,,,,,,,,2,,,1069,2,1,2
1,13,3,1,1,2,1,3,,2,,,1070,2,1,2
1,18,3,2,,,,,,2,,,1071,2,1,2
1,18,3,2,,,,,,2,,,1072,2,1,2
1,18,3,2,,,,,,2,,,1073,4,1,4
2,,,,,,,,,2,,,1074,1,1,1
2,,,,,,,,,2,,,1075,1,1,1
2,,,,,,,,,2,,,1076,3,1,3
1,20,2,1,2,,,,,2,,,1077,1,1,1
1,20,3,1,1,30,1,1,10,2,,,1078,2,1,2
2,,,,,,,,,2,,,1079,3,1,3
2,,,,,,,,,2,,,1080,1,1,1
1,47,3,2,,,,,,2,,,1081,1,1,1
2,,,,,,,,,2,,,1082,2,1,2
2,,,,,,,,,2,,,1083,2,1,2
2,,,,,,,,,2,,,1084,3,1,3
1,10,3,2,,,,,,2,,,1085,2,1,2
2,,,,,,,,,2,,,1086,3,1,3
2,,,,,,,,,2,,,1087,1,1,1
2,,,,,,,,,2,,,1088,1,1,1
2,,,,,,,,,2,,,1089,2,1,2
2,,,,,,,,,2,,,1090,3,1,3
2,,,,,,,,,2,,,1091,2,1,2
2,,,,,,,,,2,,,1092,1,1,1
2,,,,,,,,,2,,,1094,3,1,3
2,,,,,,,,,2,,,1095,1,1,1
1,25,3,1,1,5,1,3,,2,,,1096,1,1,1
2,,,,,,,,,2,,,1097,3,1,3
2,,,,,,,,,2,,,1098,2,1,2
1,16,3,2,,,,,,2,,,1099,1,1,1
2,,,,,,,,,2,,,1100,2,1,2
2,,,,,,,,,2,,,1101,2,1,2
1,12,3,2,,,,,,2,,,1102,2,1,2
2,,,,,,,,,2,,,1103,2,1,2
2,,,,,,,,,2,,,1105,1,1,1
2,,,,,,,,,2,,,1106,4,1,4
1,20,3,1,1,1,1,3,,2,,,1107,1,1,1
2,,,,,,,,,2,,,1108,2,1,2
2,,,,,,,,,2,,,1110,2,1,2
2,,,,,,,,,2,,,1111,2,1,2
2,,,,,,,,,2,,,1114,3,1,3
2,,,,,,,,,2,,,1115,1,1,1
2,,,,,,,,,2,,,1116,1,1,1
2,,,,,,,,,2,,,1117,2,1,2
2,,,,,,,,,2,,,1118,2,1,2
2,,,,,,,,,2,,,1119,5,1,5
2,,,,,,,,,2,,,1120,1,1,1
2,,,,,,,,,2,,,1121,2,1,2
2,,,,,,,,,1,32,2,1122,2,1,2
1,20,3,2,,,,,,2,,,1123,1,1,1
1,10,3,1,1,30,1,1,15,2,,,1124,2,1,2
2,,,,,,,,,2,,,1125,2,1,2
1,20,3,9,,,,,,2,,,1126,2,1,2
2,,,,,,,,,2,,,1127,2,1,2
2,,,,,,,,,2,,,1128,1,1,1
1,10,3,2,,,,,,2,,,1129,2,1,2
1,18,3,2,,,,,,2,,,1130,1,1,1
2,,,,,,,,,2,,,1131,2,1,2
2,,,,,,,,,2,,,1133,2,1,2
2,,,,,,,,,2,,,1134,1,1,1
1,18,3,1,1,30,1,1,1,2,,,1135,1,1,1
2,,,,,,,,,2,,,1136,1,1,1
1,16,3,2,,,,,,2,,,1137,2,1,2
1,15,3,2,,,,,,2,,,1138,1,1,1
1,16,3,1,1,4,2,,,2,,,1139,1,1,1
2,,,,,,,,,2,,,1140,1,1,1
2,,,,,,,,,2,,,1141,1,1,1
2,,,,,,,,,1,18,2,1142,3,1,3
2,,,,,,,,,2,,,1143,2,1,2
2,,,,,,,,,2,,,1144,1,1,1
1,25,3,2,,,,,,2,,,1145,2,1,2
2,,,,,,,,,2,,,1146,1,1,1
1,17,3,2,,,,,,2,,,1147,2,1,2
2,,,,,,,,,2,,,1148,2,1,2
2,,,,,,,,,2,,,1149,2,1,2
2,,,,,,,,,2,,,1150,2,1,2
2,,,,,,,,,2,,,1151,2,1,2
1,20,3,2,,,,,,2,,,1152,1,1,1
2,,,,,,,,,2,,,1153,1,1,1
2,,,,,,,,,2,,,1154,4,1,4
2,,,,,,,,,2,,,1155,1,1,1
2,,,,,,,,,2,,,1156,1,1,1
2,,,,,,,,,2,,,1157,4,1,4
2,,,,,,,,,2,,,1158,3,1,3
2,,,,,,,,,2,,,1159,1,1,1
1,13,3,2,,,,,,1,33,1,1160,1,1,1
2,,,,,,,,,2,,,1161,4,1,4
2,,,,,,,,,2,,,1162,2,1,2
2,,,,,,,,,2,,,1163,2,1,2
2,,,,,,,,,2,,,1164,1,1,1
2,,,,,,,,,2,,,1165,5,1,5
1,20,3,1,2,,,,,2,,,1167,1,1,1
2,,,,,,,,,2,,,1168,2,1,2
2,,,,,,,,,2,,,1169,1,1,1
1,13,3,2,,,,,,2,,,1170,2,1,2
2,,,,,,,,,2,,,1171,1,1,1
2,,,,,,,,,2,,,1175,1,1,1
2,,,,,,,,,2,,,1177,1,1,1
2,,,,,,,,,2,,,1178,2,1,2
2,,,,,,,,,2,,,1179,1,1,1
2,,,,,,,,,2,,,1180,1,1,1
1,10,3,2,,,,,,2,,,1181,1,1,1
2,,,,,,,,,1,16,2,1182,5,1,5
2,,,,,,,,,2,,,1183,1,1,1
2,,,,,,,,,2,,,1184,2,1,2
2,,,,,,,,,2,,,1185,2,1,2
2,,,,,,,,,2,,,1186,2,1,2
2,,,,,,,,,2,,,1187,2,1,2
1,18,3,2,,,,,,2,,,1188,3,1,3
1,18,3,2,,,,,,2,,,1189,3,1,3
2,,,,,,,,,2,,,1190,2,1,2
2,,,,,,,,,2,,,1191,1,1,1
2,,,,,,,,,2,,,1192,3,1,3
2,,,,,,,,,2,,,1193,2,1,2
2,,,,,,,,,2,,,1194,2,1,2
2,,,,,,,,,2,,,1195,1,1,1
2,,,,,,,,,2,,,1196,1,1,1
1,15,3,2,,,,,,2,,,1197,2,1,2
1,18,3,2,,,,,,2,,,1198,1,1,1
2,,,,,,,,,2,,,1199,2,1,2
1,17,3,2,,,,,,1,25,2,1200,2,1,2
2,,,,,,,,,2,,,1201,1,1,1
1,18,3,1,1,5,1,3,,2,,,1202,1,1,1
1,12,3,2,,,,,,2,,,1203,3,1,3
2,,,,,,,,,2,,,1204,2,1,2
1,16,3,2,,,,,,2,,,1205,2,1,2
2,,,,,,,,,2,,,1206,2,1,2
2,,,,,,,,,2,,,1207,1,1,1
2,,,,,,,,,2,,,1208,3,1,3
1,11,3,2,,,,,,2,,,1209,1,1,1
2,,,,,,,,,2,,,1210,4,1,4
2,,,,,,,,,2,,,1211,2,1,2
2,,,,,,,,,2,,,1212,1,1,1
2,,,,,,,,,2,,,1213,1,1,1
1,20,3,2,,,,,,2,,,1214,1,1,1
2,,,,,,,,,2,,,1215,3,1,3
2,,,,,,,,,2,,,1216,2,1,2
2,,,,,,,,,2,,,1217,2,1,2
2,,,,,,,,,2,,,1218,1,1,1
2,,,,,,,,,2,,,1219,3,1,3
2,,,,,,,,,2,,,1220,2,1,2
2,,,,,,,,,2,,,1221,2,1,2
1,20,3,2,,,,,,2,,,1222,1,1,1
2,,,,,,,,,2,,,1223,2,1,2
1,20,3,2,,,,,,2,,,1224,1,1,1
2,,,,,,,,,2,,,1225,2,1,2
2,,,,,,,,,2,,,1226,2,1,2
1,17,3,2,,,,,,2,,,1227,1,1,1
2,,,,,,,,,2,,,1228,1,1,1
2,,,,,,,,,2,,,1229,4,1,4
2,,,,,,,,,2,,,1230,6,1,6
2,,,,,,,,,2,,,1231,1,1,1
1,15,3,1,2,,,,,2,,,1232,3,1,3
2,,,,,,,,,2,,,1233,5,1,5
2,,,,,,,,,2,,,1234,1,1,1
2,,,,,,,,,2,,,1235,1,1,1
1,12,3,9,,,,,,1,21,2,1236,2,1,2
2,,,,,,,,,2,,,1237,2,1,2
1,19,3,1,2,,,,,2,,,1238,1,1,1
2,,,,,,,,,2,,,1239,2,1,2
2,,,,,,,,,2,,,1240,2,1,2
2,,,,,,,,,2,,,1241,3,1,3
1,28,2,1,2,,,,,2,,,1242,4,1,4
2,,,,,,,,,2,,,1244,2,1,2
2,,,,,,,,,2,,,1245,3,1,3
1,30,3,2,,,,,,2,,,1246,1,1,1
2,,,,,,,,,2,,,1247,4,1,4
2,,,,,,,,,2,,,1248,2,1,2
1,17,3,1,1,4,1,2,,1,34,2,1249,3,1,3
2,,,,,,,,,2,,,1250,2,1,2
2,,,,,,,,,2,,,1251,2,1,2
2,,,,,,,,,2,,,1252,1,1,1
2,,,,,,,,,2,,,1253,2,1,2
2,,,,,,,,,2,,,1254,5,1,5
2,,,,,,,,,2,,,1255,5,1,5
2,,,,,,,,,2,,,1256,2,1,2
2,,,,,,,,,2,,,1257,3,1,3
2,,,,,,,,,2,,,1258,1,1,1
2,,,,,,,,,2,,,1259,3,1,3
2,,,,,,,,,2,,,1260,3,1,3
2,,,,,,,,,2,,,1261,1,1,1
1,33,3,1,1,30,1,1,10,2,,,1262,3,1,3
2,,,,,,,,,2,,,1263,1,1,1
2,,,,,,,,,2,,,1264,1,1,1
1,15,3,1,1,30,1,1,3,2,,,1265,1,1,1
2,,,,,,,,,2,,,1266,2,1,2
2,,,,,,,,,2,,,1267,9,1,9
2,,,,,,,,,2,,,1268,4,1,4
2,,,,,,,,,2,,,1269,2,1,2
2,,,,,,,,,2,,,1270,1,1,1
2,,,,,,,,,2,,,1272,3,1,3
1,30,3,2,,,,,,2,,,1273,2,1,2
2,,,,,,,,,2,,,1274,2,1,2
2,,,,,,,,,2,,,1275,4,1,4
2,,,,,,,,,2,,,1276,1,1,1
2,,,,,,,,,2,,,1277,1,1,1
1,15,3,9,,,,,,2,,,1278,2,1,2
2,,,,,,,,,2,,,1279,5,1,5
2,,,,,,,,,2,,,1280,3,1,3
2,,,,,,,,,2,,,1281,1,1,1
2,,,,,,,,,2,,,1282,1,1,1
2,,,,,,,,,2,,,1283,1,1,1
2,,,,,,,,,2,,,1284,2,1,2
2,,,,,,,,,2,,,1285,3,1,3
2,,,,,,,,,2,,,1286,1,1,1
