D2_01,D2_03,D2_04,D2_05,D2_05_A,D2_06,D2_07,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
9,5,2,5,511,1,2,7134,1,1,1
5,6,0,7,705,1,2,7135,6,1,6
1,2,1,6,602,1,2,7136,2,1,2
9,6,2,5,511,1,2,7137,3,1,3
1,2,0,5,511,1,1,7139,2,1,2
9,5,3,7,705,1,1,7140,1,1,1
9,3,3,5,513,1,1,7141,1,1,1
9,2,6,3,305,1,2,7142,1,1,1
1,2,3,5,511,1,2,7143,1,1,1
5,6,4,3,300,1,2,7144,1,1,1
9,5,2,5,511,1,2,7145,1,1,1
9,3,2,1,100,1,2,7146,2,1,2
9,6,0,5,513,1,2,7147,4,1,4
9,3,2,7,705,1,1,7148,2,1,2
5,6,0,7,704,1,1,7149,2,1,2
9,3,2,3,305,1,2,7150,2,1,2
9,6,0,6,603,1,2,7151,2,1,2
5,6,0,6,606,1,1,7152,2,1,2
9,6,0,5,511,1,1,7153,3,1,3
9,6,0,4,409,,,7154,2,1,2
9,6,0,5,513,1,1,7155,3,1,3
9,6,0,4,408,,,7156,3,1,3
9,2,2,4,407,1,1,7157,1,1,1
9,1,1,7,705,1,2,7158,3,1,3
9,2,0,5,511,1,2,7159,2,1,2
5,3,4,7,705,1,2,7160,2,1,2
1,3,3,3,305,1,2,7161,2,1,2
9,3,3,5,511,1,1,7162,1,1,1
9,6,0,4,407,,,7163,3,1,3
9,6,0,4,407,,,7164,3,1,3
9,5,4,5,511,1,1,7165,1,1,1
9,6,0,6,602,1,2,7166,3,1,3
9,2,1,6,602,1,2,7167,2,1,2
9,6,1,5,511,1,2,7168,3,1,3
9,2,1,4,407,1,2,7169,2,1,2
5,6,0,6,602,1,1,7170,3,1,3
9,6,0,6,601,1,2,7171,4,1,4
9,2,2,5,510,1,2,7172,1,1,1
9,5,2,5,511,1,1,7173,1,1,1
9,3,3,4,409,1,2,7174,3,1,3
5,2,4,5,511,1,1,7175,3,1,3
5,3,2,6,603,1,2,7176,2,1,2
9,6,0,5,510,1,1,7177,3,1,3
9,1,2,4,409,1,2,7179,2,1,2
9,4,0,6,602,1,2,7180,1,1,1
9,6,0,6,602,1,2,7181,1,1,1
9,6,0,5,512,,,7182,3,1,3
5,1,2,4,409,1,2,7183,2,1,2
9,6,1,6,602,1,2,7184,1,1,1
9,2,2,4,409,1,1,7185,1,1,1
9,1,1,5,511,1,1,7186,1,1,1
9,5,5,5,511,1,1,7187,1,1,1
9,2,7,3,301,1,2,7188,2,1,2
9,2,2,5,511,1,2,7189,2,1,2
9,2,2,6,603,1,2,7190,1,1,1
9,3,2,5,511,1,2,7192,2,1,2
9,6,0,5,511,1,1,7193,2,1,2
9,5,2,5,511,1,2,7194,2,1,2
9,6,2,7,701,1,2,7195,1,1,1
9,3,3,4,400,1,2,7196,2,1,2
9,6,1,5,513,1,2,7197,2,1,2
9,6,0,7,705,1,2,7198,3,1,3
9,2,2,5,511,1,1,7199,1,1,1
9,6,0,6,601,1,2,7200,2,1,2
5,5,3,4,406,1,1,7201,1,1,1
5,6,0,5,511,,,7202,4,1,4
5,6,0,7,705,1,2,7203,1,1,1
9,3,2,5,511,1,1,7204,1,1,1
1,6,0,4,406,1,1,7206,3,1,3
9,3,1,6,603,1,2,7207,2,1,2
9,3,2,3,305,1,2,7208,2,1,2
9,6,0,4,409,1,1,7209,2,1,2
9,6,0,5,510,1,1,7210,5,1,5
9,6,0,7,705,1,2,7211,3,1,3
9,5,1,6,600,1,2,7212,1,1,1
9,1,0,8,802,1,1,7213,2,1,2
9,6,3,5,511,1,1,7214,3,1,3
5,2,1,8,801,1,2,7215,3,1,3
5,6,1,7,706,1,1,7216,1,1,1
9,3,3,5,513,1,2,7217,2,1,2
9,6,4,3,305,1,2,7218,1,1,1
5,2,3,3,304,1,2,7220,2,1,2
9,6,0,3,304,1,1,7221,3,1,3
9,2,3,4,409,1,2,7222,2,1,2
9,3,1,5,511,1,2,7223,2,1,2
9,3,1,5,511,1,2,7224,2,1,2
9,6,0,6,603,1,1,7225,2,1,2
9,6,0,6,602,1,1,7227,4,1,4
9,2,1,5,510,1,1,7228,2,1,2
9,5,2,5,511,1,2,7229,1,1,1
9,2,5,3,304,1,2,7231,2,1,2
9,1,3,4,407,1,1,7232,1,1,1
5,6,0,4,408,,,7233,2,1,2
5,2,2,4,406,1,2,7234,2,1,2
9,6,0,5,511,1,1,7235,1,1,1
9,3,4,3,305,1,2,7236,2,1,2
9,3,3,1,100,1,2,7237,2,1,2
1,6,0,4,409,,,7238,2,1,2
9,6,0,7,703,1,1,7240,8,1,8
9,5,5,4,408,1,2,7241,1,1,1
9,2,1,5,512,1,1,7242,1,1,1
9,1,1,5,510,1,2,7244,2,1,2
1,3,1,8,801,1,2,7245,1,1,1
9,6,0,6,606,1,1,7246,3,1,3
5,6,0,7,701,1,1,7247,3,1,3
9,6,0,5,511,1,1,7249,3,1,3
9,5,1,8,802,1,1,7250,3,1,3
9,6,0,4,409,,,7251,4,1,4
5,2,2,4,406,1,2,7252,5,1,5
9,6,3,4,408,1,2,7253,1,1,1
9,2,2,5,510,1,1,7254,1,1,1
9,3,1,5,511,1,2,7256,2,1,2
1,2,2,5,511,1,2,7257,1,1,1
5,2,3,4,407,1,1,7258,1,1,1
9,3,0,5,510,1,2,7259,2,1,2
9,3,2,5,511,1,2,7260,2,1,2
9,2,2,6,602,1,2,7261,2,1,2
9,3,2,5,511,1,1,7262,1,1,1
9,2,1,7,705,1,2,7263,2,1,2
9,3,1,4,409,1,2,7264,1,1,1
9,5,0,4,406,1,2,7265,4,1,4
3,6,0,7,705,1,2,7266,2,1,2
9,5,5,1,100,1,2,7267,2,1,2
1,6,0,6,602,1,2,7268,3,1,3
9,6,0,5,511,1,1,7269,3,1,3
1,2,1,3,305,1,1,7270,4,1,4
9,3,2,7,705,1,2,7271,2,1,2
9,1,0,5,511,1,2,7272,2,1,2
9,2,7,3,305,1,2,7273,1,1,1
9,6,0,5,510,,,7274,3,1,3
9,2,1,3,305,1,2,7275,1,1,1
9,5,2,6,602,1,2,7276,1,1,1
9,6,0,4,408,,,7277,2,1,2
5,6,0,6,601,1,1,7278,2,1,2
9,6,0,5,510,1,1,7279,2,1,2
9,6,0,3,304,,,7280,2,1,2
9,6,0,4,406,,,7281,8,1,8
9,2,3,6,602,1,2,7282,2,1,2
9,3,2,6,604,1,2,7283,2,1,2
9,2,2,5,511,1,1,7284,1,1,1
1,3,2,3,305,1,1,7285,1,1,1
9,5,0,8,800,2,1,7286,1,1,1
5,6,0,4,407,,,7287,3,1,3
9,2,2,7,705,1,2,7288,1,1,1
9,6,0,5,511,,,7289,2,1,2
9,3,3,7,705,1,2,7290,2,1,2
9,2,2,6,602,1,1,7292,4,1,4
5,2,2,3,305,1,2,7293,1,1,1
9,6,0,4,406,,,7294,3,1,3
1,1,2,3,305,1,1,7295,1,1,1
5,6,0,7,705,1,2,7296,1,1,1
9,2,1,6,604,1,1,7297,1,1,1
3,1,3,7,710,1,1,7298,1,1,1
1,6,0,6,602,1,1,7299,1,1,1
9,3,1,5,511,1,2,7300,2,1,2
9,5,3,5,511,1,2,7301,1,1,1
9,1,0,6,602,1,1,7302,3,1,3
9,3,2,7,701,1,1,7303,1,1,1
9,5,2,6,602,1,2,7304,1,1,1
9,2,2,7,704,1,2,7305,2,1,2
9,3,3,5,511,1,1,7306,1,1,1
9,6,1,4,407,1,2,7307,3,1,3
9,1,2,5,511,1,2,7308,1,1,1
9,5,2,3,305,1,2,7309,1,1,1
9,2,0,5,510,1,1,7310,1,1,1
9,6,0,6,611,,,7311,3,1,3
9,3,1,7,705,1,1,7312,1,1,1
9,4,0,3,302,1,2,7313,1,1,1
9,3,1,4,408,1,2,7314,2,1,2
9,1,0,4,407,1,2,7315,2,1,2
9,5,2,6,600,1,2,7316,1,1,1
9,6,0,4,407,,,7317,4,1,4
9,3,3,3,301,1,2,7318,2,1,2
9,2,3,6,602,1,2,7319,2,1,2
9,3,3,7,704,1,2,7320,2,1,2
9,3,1,7,705,1,2,7321,2,1,2
9,3,2,6,603,1,1,7322,1,1,1
9,6,0,6,602,1,1,7323,4,1,4
9,2,7,3,305,1,2,7324,2,1,2
9,5,2,3,305,1,1,7325,1,1,1
5,1,1,5,511,1,2,7326,2,1,2
9,1,3,3,305,1,2,7327,2,1,2
9,5,0,5,511,1,1,7328,2,1,2
9,6,0,5,511,1,1,7329,2,1,2
9,2,0,3,303,1,1,7330,1,1,1
3,6,1,6,603,1,1,7331,3,1,3
9,4,2,5,511,1,2,7332,1,1,1
3,2,1,4,409,1,2,7333,2,1,2
9,5,2,3,303,1,2,7334,1,1,1
3,5,2,4,409,1,2,7335,3,1,3
9,6,0,7,705,1,2,7336,1,1,1
9,1,1,7,705,1,2,7337,8,1,8
9,1,2,4,409,1,1,7338,1,1,1
5,3,2,6,601,1,2,7339,2,1,2
9,3,3,3,305,1,2,7340,2,1,2
9,3,3,6,602,1,2,7342,2,1,2
9,3,2,5,511,1,1,7343,2,1,2
3,6,0,5,511,1,1,7344,3,1,3
9,3,2,7,705,1,2,7345,1,1,1
9,1,1,6,603,1,2,7346,2,1,2
9,6,0,4,407,,,7347,3,1,3
4,2,5,5,511,1,1,7348,4,1,4
9,5,2,5,510,1,2,7349,3,1,3
9,2,2,5,511,1,2,7350,2,1,2
9,6,0,6,610,1,2,7351,3,1,3
9,6,0,4,407,,,7352,3,1,3
5,2,1,5,511,1,1,7353,1,1,1
9,2,1,6,601,1,2,7354,2,1,2
5,5,0,6,604,1,1,7355,4,1,4
9,6,0,4,406,,,7356,3,1,3
9,3,2,6,603,1,2,7357,2,1,2
9,2,2,6,602,1,2,7358,3,1,3
9,2,0,5,510,1,2,7359,6,1,6
9,2,0,5,511,1,2,7360,2,1,2
9,6,0,5,513,,,7363,3,1,3
9,2,1,6,601,1,1,7364,1,1,1
9,6,1,7,705,1,1,7365,3,1,3
5,2,1,8,806,1,2,7366,2,1,2
9,6,0,6,601,1,1,7367,3,1,3
9,2,3,4,406,1,2,7368,2,1,2
9,2,0,6,603,1,2,7369,2,1,2
9,5,1,6,602,1,2,7370,1,1,1
9,6,0,4,407,1,2,7371,4,1,4
9,3,2,7,705,2,2,7372,1,1,1
9,4,3,5,511,1,2,7373,1,1,1
9,6,3,4,407,1,2,7374,1,1,1
9,3,2,7,705,1,2,7375,2,1,2
9,3,3,5,511,1,1,7376,1,1,1
9,2,3,3,301,1,2,7377,2,1,2
9,5,2,5,511,1,2,7378,1,1,1
9,5,1,3,305,1,2,7379,5,1,5
5,3,2,6,602,1,2,7380,1,1,1
9,5,1,6,603,1,2,7381,1,1,1
9,6,2,4,406,1,2,7382,1,1,1
9,2,5,3,305,1,2,7383,2,1,2
9,2,2,5,511,1,2,7384,2,1,2
9,3,2,4,409,1,1,7386,1,1,1
9,6,0,7,705,1,2,7387,3,1,3
9,6,0,4,406,,,7388,6,1,6
5,3,2,5,511,1,2,7389,4,1,4
9,6,0,5,511,,,7390,3,1,3
5,5,3,3,305,1,2,7392,3,1,3
9,3,0,8,802,1,1,7393,2,1,2
9,3,2,7,705,1,1,7394,1,1,1
9,6,2,5,511,1,2,7395,1,1,1
9,5,0,6,603,1,1,7396,1,1,1
9,2,2,5,511,1,1,7397,1,1,1
9,5,3,4,406,1,2,7399,1,1,1
9,2,4,5,512,1,1,7400,1,1,1
9,6,1,3,300,1,2,7401,1,1,1
9,3,2,8,802,1,1,7402,1,1,1
9,1,2,3,304,1,1,7403,1,1,1
9,3,2,8,813,3,3,7404,1,1,1
9,2,5,5,511,1,1,7405,2,1,2
9,2,2,7,705,1,1,7406,1,1,1
9,2,1,7,705,1,2,7407,2,1,2
9,3,0,3,300,1,2,7408,2,1,2
9,6,2,5,511,1,2,7409,1,1,1
9,2,2,4,406,1,2,7410,2,1,2
9,3,1,6,602,1,2,7411,2,1,2
5,2,2,3,301,1,1,7412,1,1,1
9,6,0,7,704,1,1,7413,3,1,3
9,1,3,7,705,1,1,7414,1,1,1
9,3,1,5,511,1,2,7415,2,1,2
9,6,0,3,305,,,7416,3,1,3
9,3,3,5,512,1,1,7417,1,1,1
9,6,2,5,511,1,1,7418,1,1,1
9,2,3,6,601,1,1,7419,1,1,1
9,5,1,7,705,1,2,7420,2,1,2
9,2,2,6,602,1,2,7422,2,1,2
9,3,0,6,601,1,2,7423,2,1,2
9,3,2,7,705,1,1,7424,1,1,1
9,6,0,5,510,1,2,7425,2,1,2
9,6,0,4,400,,,7426,2,1,2
9,6,3,6,602,1,2,7427,1,1,1
9,3,1,5,513,1,2,7428,2,1,2
9,6,0,5,511,2,1,7429,3,1,3
9,2,0,7,703,3,3,7430,1,1,1
9,5,2,3,305,1,2,7431,5,1,5
9,5,1,8,802,1,2,7433,2,1,2
9,2,3,5,511,1,2,7434,1,1,1
9,4,1,7,705,1,2,7435,2,1,2
9,6,2,3,305,1,1,7436,3,1,3
5,3,3,5,511,1,1,7437,1,1,1
9,5,3,4,409,1,2,7438,1,1,1
9,6,0,5,511,1,2,7439,3,1,3
9,4,1,5,511,1,2,7440,1,1,1
9,3,2,5,511,1,1,7441,1,1,1
9,5,2,4,409,1,2,7442,5,1,5
9,5,2,5,511,1,2,7443,1,1,1
9,2,2,5,511,1,2,7444,2,1,2
9,6,0,5,510,,,7445,3,1,3
5,6,1,5,511,1,1,7446,4,1,4
9,6,0,8,802,1,2,7447,4,1,4
9,6,1,3,304,1,1,7449,3,1,3
9,6,0,5,511,1,2,7450,1,1,1
9,2,2,5,511,1,2,7451,1,1,1
1,3,2,6,600,1,1,7452,1,1,1
9,6,0,5,511,1,1,7453,3,1,3
9,6,0,5,511,1,2,7454,4,1,4
9,3,0,6,602,1,1,7456,1,1,1
9,5,2,5,511,1,2,7457,1,1,1
5,6,0,7,705,1,2,7458,4,1,4
9,6,0,6,601,1,2,7459,3,1,3
9,6,0,4,406,,,7460,2,1,2
9,2,2,6,602,1,2,7462,2,1,2
9,2,2,4,400,1,2,7465,2,1,2
9,1,1,6,606,1,2,7466,2,1,2
9,3,1,6,603,1,1,7467,1,1,1
9,2,2,4,409,1,2,7468,1,1,1
9,2,1,5,513,1,2,7469,1,1,1
9,3,2,5,511,1,1,7470,1,1,1
9,1,3,4,409,1,1,7471,1,1,1
9,3,1,7,705,1,2,7472,2,1,2
9,6,0,3,305,4,1,7474,1,1,1
9,3,2,3,305,1,1,7476,1,1,1
9,3,2,4,407,1,1,7477,1,1,1
9,2,2,2,201,1,2,7478,2,1,2
9,3,2,6,602,1,2,7480,2,1,2
9,6,1,7,705,1,1,7481,1,1,1
5,5,2,5,510,1,2,7482,2,1,2
9,6,0,4,409,1,1,7483,3,1,3
9,4,3,5,511,1,2,7484,1,1,1
9,6,0,5,513,1,1,7485,2,1,2
9,2,1,5,511,1,2,7486,2,1,2
9,5,0,7,705,1,1,7487,1,1,1
9,6,0,8,801,1,2,7488,2,1,2
9,3,3,5,511,1,2,7490,2,1,2
9,2,3,7,708,1,2,7491,2,1,2
9,6,0,4,407,,,7492,2,1,2
1,6,0,7,705,1,2,7493,4,1,4
9,6,0,3,305,,,7494,4,1,4
9,2,0,7,704,1,2,7496,5,1,5
9,6,1,7,705,1,2,7497,1,1,1
9,1,3,7,703,1,1,7498,1,1,1
9,3,1,5,511,1,1,7499,1,1,1
9,3,4,3,303,1,2,7500,2,1,2
9,5,4,7,705,1,2,7501,1,1,1
9,3,0,5,511,1,2,7502,2,1,2
9,4,5,1,100,1,2,7503,1,1,1
9,2,1,5,513,1,1,7504,2,1,2
1,6,0,7,702,1,1,7505,3,1,3
9,5,2,3,305,1,2,7506,1,1,1
9,2,2,5,513,1,2,7507,2,1,2
9,6,0,7,707,1,2,7508,3,1,3
9,5,2,6,602,1,2,7509,1,1,1
9,6,0,3,305,3,3,7510,1,1,1
9,3,1,7,705,1,2,7511,2,1,2
9,2,0,6,601,1,1,7512,2,1,2
9,3,2,5,511,1,2,7513,2,1,2
5,6,0,6,604,1,1,7516,2,1,2
9,2,0,4,409,1,2,7517,2,1,2
9,6,1,5,511,1,2,7518,1,1,1
5,6,3,4,406,1,2,7519,1,1,1
9,6,0,7,703,1,2,7521,3,1,3
9,6,0,4,406,,,7522,5,1,5
9,6,0,7,710,1,2,7523,2,1,2
9,6,0,5,511,,,7524,3,1,3
9,3,2,5,511,1,1,7525,2,1,2
9,6,0,6,602,1,1,7526,5,1,5
9,6,0,6,604,1,1,7527,3,1,3
9,3,3,5,511,1,2,7528,2,1,2
9,2,3,5,511,1,1,7529,2,1,2
9,2,1,4,407,1,1,7530,1,1,1
9,6,0,5,511,1,1,7532,2,1,2
9,3,2,4,409,1,1,7533,1,1,1
5,5,1,5,511,1,2,7534,1,1,1
9,2,0,6,604,2,1,7535,1,1,1
9,6,1,6,602,1,2,7536,1,1,1
5,2,5,7,705,1,1,7537,2,1,2
9,2,2,4,409,1,1,7538,1,1,1
9,6,1,3,305,1,1,7539,4,1,4
9,2,2,7,705,1,2,7540,2,1,2
9,6,0,8,802,1,2,7541,2,1,2
9,6,0,4,409,1,2,7542,2,1,2
9,5,2,5,511,1,2,7543,1,1,1
9,6,0,4,406,1,1,7544,4,1,4
9,3,2,6,603,1,2,7545,1,1,1
9,2,2,7,710,1,2,7546,1,1,1
9,2,2,6,603,1,1,7547,3,1,3
9,3,2,6,606,1,1,7548,1,1,1
9,6,0,7,705,1,1,7549,2,1,2
9,2,0,5,513,1,2,7550,4,1,4
5,3,3,3,305,1,1,7551,1,1,1
9,6,0,7,705,1,2,7552,2,1,2
9,6,0,3,305,,,7553,3,1,3
9,6,0,3,305,,,7554,3,1,3
9,3,4,4,407,1,2,7556,2,1,2
9,6,1,4,409,1,1,7557,3,1,3
9,6,1,6,604,1,2,7558,3,1,3
9,2,2,6,605,1,1,7559,1,1,1
9,6,0,7,703,1,1,7560,3,1,3
9,3,2,8,802,1,2,7561,2,1,2
9,3,3,5,511,1,2,7562,1,1,1
9,6,0,8,810,1,2,7563,6,1,6
5,1,0,4,409,1,2,7564,4,1,4
9,6,0,5,511,1,2,7565,2,1,2
9,6,3,3,305,1,2,7566,3,1,3
9,6,0,6,602,1,1,7568,4,1,4
9,3,3,5,511,1,2,7569,2,1,2
9,6,0,7,701,1,2,7570,4,1,4
9,3,0,4,408,1,2,7571,2,1,2
5,2,0,4,408,1,1,7572,1,1,1
9,6,0,4,406,,,7574,2,1,2
9,6,2,5,511,1,1,7575,1,1,1
9,3,2,3,304,1,2,7576,2,1,2
9,4,2,4,406,1,2,7578,1,1,1
9,6,0,5,511,1,2,7579,2,1,2
9,5,0,5,511,1,2,7580,5,1,5
5,6,6,4,406,1,2,7581,2,1,2
5,2,4,5,511,1,1,7582,1,1,1
9,6,0,4,408,,,7583,3,1,3
5,4,2,3,301,1,2,7585,1,1,1
9,2,1,7,703,1,1,7586,1,1,1
9,5,3,3,305,1,2,7587,1,1,1
9,6,4,3,305,1,1,7588,1,1,1
9,6,0,4,408,1,2,7589,6,1,6
9,1,2,5,511,1,2,7590,1,1,1
9,6,0,4,408,,,7591,2,1,2
9,2,2,5,511,1,2,7592,1,1,1
9,6,0,4,406,,,7593,3,1,3
9,2,2,3,305,1,1,7594,2,1,2
9,6,0,7,705,1,1,7595,2,1,2
5,6,0,5,511,1,1,7596,5,1,5
9,1,2,3,303,1,1,7597,1,1,1
9,6,0,7,710,1,2,7598,2,1,2
9,2,1,6,602,1,2,7599,1,1,1
9,6,0,7,705,1,2,7601,1,1,1
5,6,0,4,409,,,7602,3,1,3
1,2,2,6,602,1,2,7603,1,1,1
9,4,3,3,305,1,2,7604,1,1,1
9,3,4,7,701,1,1,7607,1,1,1
5,2,1,7,705,1,2,7608,3,1,3
9,6,0,8,802,1,1,7609,3,1,3
9,3,3,5,511,1,2,7610,2,1,2
9,2,1,5,511,1,2,7611,2,1,2
9,2,3,3,305,1,2,7612,2,1,2
1,6,0,7,708,1,2,7613,2,1,2
9,6,1,7,705,1,2,7614,2,1,2
5,5,2,6,601,1,2,7615,1,1,1
9,6,2,5,511,1,2,7616,2,1,2
9,6,0,7,702,1,2,7617,4,1,4
9,5,1,8,801,1,2,7618,1,1,1
9,6,0,6,606,1,2,7619,3,1,3
9,6,3,3,305,1,2,7620,1,1,1
9,2,2,7,710,1,1,7621,1,1,1
9,6,0,7,705,1,2,7623,1,1,1
9,4,3,6,601,1,2,7624,1,1,1
9,4,3,3,304,1,2,7625,1,1,1
9,6,0,3,302,1,1,7626,1,1,1
9,1,2,6,601,1,2,7627,2,1,2
9,3,3,5,511,1,1,7628,2,1,2
5,2,2,3,302,1,2,7629,2,1,2
5,6,0,7,710,1,1,7631,3,1,3
9,6,1,5,511,1,2,7632,1,1,1
5,6,0,6,607,1,1,7633,2,1,2
9,5,2,6,603,1,1,7634,1,1,1
5,3,2,5,511,1,2,7635,2,1,2
9,6,0,6,604,1,1,7636,1,1,1
9,6,0,6,606,2,1,7637,3,1,3
9,3,5,3,304,1,2,7638,2,1,2
9,6,0,5,511,1,1,7639,3,1,3
9,6,0,4,407,,,7640,3,1,3
9,3,2,7,710,1,2,7641,2,1,2
1,3,7,4,408,1,1,7643,1,1,1
9,6,0,8,805,1,1,7644,2,1,2
5,6,1,5,511,1,2,7645,3,1,3
1,1,1,5,511,1,2,7646,1,1,1
9,6,2,5,511,1,1,7647,1,1,1
1,3,0,4,406,1,1,7648,3,1,3
9,3,3,5,511,1,2,7649,4,1,4
9,2,1,5,511,1,2,7650,2,1,2
9,5,2,7,710,1,2,7651,1,1,1
9,6,0,7,705,1,1,7652,5,1,5
5,6,1,5,511,1,2,7653,1,1,1
9,6,1,6,602,1,2,7654,1,1,1
1,6,2,3,302,1,1,7655,1,1,1
9,2,2,5,511,1,1,7656,1,1,1
9,2,3,4,409,1,2,7657,3,1,3
9,6,0,4,408,,,7658,3,1,3
1,6,0,6,603,1,2,7659,3,1,3
9,6,0,5,511,,,7660,2,1,2
9,6,0,6,601,1,2,7661,1,1,1
5,6,1,7,705,1,2,7663,2,1,2
9,6,0,3,303,,,7664,4,1,4
9,2,5,5,511,1,2,7665,2,1,2
1,2,3,1,100,1,1,7666,2,1,2
9,6,0,4,409,1,1,7667,2,1,2
9,1,0,1,100,1,1,7668,1,1,1
9,6,0,5,510,,,7669,3,1,3
9,2,0,4,407,1,1,7670,4,1,4
9,6,0,4,409,1,1,7671,2,1,2
9,2,0,6,606,1,2,7672,2,1,2
5,6,0,7,705,1,1,7673,3,1,3
9,3,1,5,511,1,1,7674,1,1,1
9,6,0,5,511,1,1,7675,3,1,3
9,5,2,6,601,1,2,7676,1,1,1
9,2,1,5,511,1,2,7677,2,1,2
9,2,2,5,511,1,2,7678,2,1,2
9,2,2,7,710,1,2,7679,2,1,2
5,2,4,4,406,1,1,7680,1,1,1
9,2,1,6,601,1,2,7681,9,1,9
9,5,3,6,602,1,1,7682,3,1,3
9,2,2,5,510,1,2,7683,2,1,2
1,2,2,6,603,1,2,7684,2,1,2
9,3,3,3,303,1,1,7685,1,1,1
1,2,5,4,406,1,1,7686,1,1,1
5,3,2,6,602,1,2,7687,2,1,2
9,6,0,5,510,,,7688,3,1,3
1,3,2,4,409,1,2,7689,2,1,2
9,5,2,5,511,1,1,7691,3,1,3
9,3,2,5,511,1,2,7693,2,1,2
9,3,2,8,802,1,1,7694,1,1,1
9,6,0,6,601,1,2,7695,3,1,3
9,6,0,6,601,,,7697,5,1,5
5,3,4,5,513,1,1,7698,1,1,1
5,1,2,6,603,1,1,7700,1,1,1
9,5,0,8,804,1,2,7701,1,1,1
9,5,1,7,705,1,2,7702,1,1,1
9,6,1,4,408,1,2,7703,1,1,1
5,6,2,6,602,1,2,7705,1,1,1
9,5,1,3,305,1,2,7706,1,1,1
9,2,1,6,602,1,2,7707,2,1,2
9,6,2,3,302,1,2,7708,2,1,2
9,5,2,5,511,1,2,7709,1,1,1
9,6,1,5,511,1,2,7710,3,1,3
5,6,5,3,303,1,1,7711,1,1,1
5,1,2,6,600,1,2,7712,2,1,2
5,4,2,3,305,1,1,7713,1,1,1
5,6,0,4,400,,,7714,2,1,2
9,6,4,3,305,1,1,7715,1,1,1
9,2,5,7,704,1,1,7716,1,1,1
9,5,2,5,511,1,2,7717,1,1,1
9,5,2,7,714,1,2,7718,1,1,1
9,2,1,6,603,1,2,7719,2,1,2
9,6,0,7,705,1,1,7720,2,1,2
9,3,0,7,705,1,1,7721,1,1,1
9,2,2,5,513,1,2,7722,2,1,2
9,1,1,4,408,1,2,7723,2,1,2
9,3,3,4,407,1,2,7724,2,1,2
9,3,5,3,304,1,2,7725,4,1,4
9,5,2,3,303,1,2,7726,1,1,1
9,6,0,8,801,2,1,7727,2,1,2
9,6,0,4,408,,,7728,3,1,3
1,6,2,5,511,1,2,7730,1,1,1
9,6,0,5,511,1,1,7731,2,1,2
9,5,2,5,511,1,2,7732,2,1,2
5,3,0,6,602,1,2,7733,2,1,2
9,6,1,5,511,1,1,7734,1,1,1
9,6,0,4,400,,,7735,4,1,4
9,6,0,4,409,,,7736,3,1,3
5,6,2,5,513,1,1,7737,3,1,3
1,2,1,5,511,1,2,7738,2,1,2
9,6,1,4,408,1,1,7740,2,1,2
1,5,2,5,511,1,2,7741,1,1,1
9,3,1,7,705,1,2,7743,2,1,2
9,6,0,3,305,,,7744,3,1,3
9,6,2,4,409,1,1,7747,1,1,1
9,2,2,6,601,1,2,7748,2,1,2
9,6,0,6,603,1,2,7749,2,1,2
9,1,1,5,511,1,1,7750,2,1,2
9,2,0,5,511,1,1,7751,3,1,3
9,2,0,5,511,,,7754,3,1,3
9,6,0,7,705,1,2,7755,2,1,2
9,6,0,8,801,1,1,7756,3,1,3
5,2,2,6,601,1,1,7757,1,1,1
9,1,4,4,408,1,1,7758,2,1,2
9,1,0,5,511,1,2,7760,2,1,2
9,5,1,5,512,1,2,7761,1,1,1
9,6,0,8,801,1,2,7762,3,1,3
9,4,1,5,511,1,2,7763,1,1,1
9,3,1,8,802,1,1,7764,3,1,3
9,3,3,6,602,1,2,7765,1,1,1
9,3,2,5,511,1,1,7766,1,1,1
9,3,1,5,511,1,1,7767,1,1,1
9,5,2,7,705,1,2,7768,4,1,4
5,6,0,6,602,1,2,7769,1,1,1
9,6,0,6,606,1,1,7770,3,1,3
9,3,2,8,802,1,1,7771,1,1,1
9,2,0,6,602,1,2,7772,2,1,2
9,6,2,5,512,1,1,7773,1,1,1
9,6,0,3,305,,,7774,3,1,3
9,3,3,5,511,1,2,7775,2,1,2
9,6,0,4,407,,,7776,3,1,3
9,6,0,5,511,1,2,7777,3,1,3
9,6,0,4,406,,,7778,4,1,4
9,2,1,4,400,1,1,7780,1,1,1
5,2,2,4,409,1,2,7781,2,1,2
9,6,0,3,305,,,7782,2,1,2
9,2,0,6,602,3,2,7783,1,1,1
1,2,2,5,511,1,2,7784,1,1,1
9,2,2,4,408,1,1,7785,1,1,1
9,5,2,5,511,1,2,7786,1,1,1
9,4,1,5,511,1,2,7788,2,1,2
9,6,0,6,601,1,2,7789,3,1,3
9,6,0,5,511,,,7790,4,1,4
9,5,4,3,305,1,2,7792,1,1,1
9,6,0,4,408,,,7793,4,1,4
1,1,1,5,511,1,2,7794,2,1,2
9,6,0,6,602,1,2,7795,2,1,2
9,3,2,5,511,1,2,7796,2,1,2
9,6,4,3,305,1,2,7797,2,1,2
5,2,3,3,302,1,1,7798,2,1,2
9,6,0,3,305,,,7799,9,1,9
9,6,0,4,408,,,7800,4,1,4
1,6,0,4,408,1,1,7801,4,1,4
9,6,0,7,702,1,2,7803,3,1,3
9,2,3,5,511,1,2,7804,2,1,2
9,6,0,6,602,1,2,7805,5,1,5
9,6,0,4,409,1,2,7809,3,1,3
