D2_01,D2_03,D2_04,D2_05,D2_05_A,D2_06,D2_07,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
9,5,1,5,511,1,1,26595,6,1,6
9,3,4,5,511,1,2,26596,2,1,2
9,6,0,3,305,,,26597,4,1,4
9,6,0,4,409,1,1,26598,1,1,1
9,2,3,6,601,1,2,26600,2,1,2
9,6,0,6,602,1,1,26601,3,1,3
9,6,0,7,704,1,1,26602,7,1,7
9,6,0,4,406,,,26604,5,1,5
9,6,2,3,305,1,2,26605,1,1,1
9,2,3,4,406,1,1,26606,1,1,1
1,5,2,6,602,1,2,26607,1,1,1
9,2,1,5,511,1,2,26608,2,1,2
9,5,3,5,511,1,2,26609,1,1,1
9,5,1,5,511,1,2,26610,1,1,1
9,6,2,6,603,1,1,26611,1,1,1
9,3,2,5,511,1,2,26612,2,1,2
9,2,2,5,511,1,2,26613,2,1,2
9,6,0,7,705,1,1,26616,3,1,3
9,3,0,6,603,1,1,26618,1,1,1
9,5,1,5,510,1,2,26619,1,1,1
9,2,5,5,511,1,1,26621,1,1,1
9,6,0,6,601,1,2,26622,3,1,3
9,3,0,4,409,1,1,26623,4,1,4
9,6,0,7,705,1,2,26625,1,1,1
9,4,3,3,303,1,2,26626,1,1,1
1,6,0,6,601,1,1,26627,1,1,1
1,3,3,5,511,1,2,26628,2,1,2
9,2,4,3,302,1,1,26629,2,1,2
9,6,0,5,511,1,1,26630,1,1,1
5,4,1,4,408,1,2,26632,1,1,1
9,3,2,3,305,1,2,26633,2,1,2
9,2,3,5,511,1,1,26634,2,1,2
9,2,3,5,511,1,2,26635,2,1,2
9,3,4,5,511,1,1,26637,1,1,1
9,3,2,5,511,1,2,26638,2,1,2
9,3,2,7,705,1,2,26639,3,1,3
9,5,2,5,511,1,2,26640,1,1,1
9,2,3,6,603,1,1,26642,1,1,1
1,6,0,4,408,,,26644,3,1,3
9,6,0,7,705,1,2,26645,2,1,2
9,5,0,7,703,1,2,26646,3,1,3
9,2,0,8,802,1,1,26648,1,1,1
5,6,0,7,705,1,1,26649,3,1,3
9,2,2,6,602,1,2,26650,2,1,2
9,3,3,7,705,1,2,26651,2,1,2
9,5,4,3,304,1,2,26652,1,1,1
9,6,0,6,603,1,2,26653,3,1,3
1,2,2,5,510,1,2,26654,2,1,2
9,5,4,3,304,1,2,26655,1,1,1
9,6,1,7,705,1,2,26656,2,1,2
9,6,0,4,409,,,26657,2,1,2
9,3,2,5,511,1,2,26658,2,1,2
9,3,1,6,602,1,2,26659,2,1,2
9,6,0,4,409,,,26660,2,1,2
9,6,0,7,703,1,2,26661,3,1,3
9,3,1,6,602,1,2,26662,2,1,2
9,6,0,6,602,1,2,26663,2,1,2
9,3,2,7,705,1,2,26665,2,1,2
9,4,3,3,305,1,1,26666,1,1,1
9,6,2,3,303,1,2,26668,3,1,3
9,6,0,5,511,1,1,26669,1,1,1
9,6,2,6,603,1,2,26670,1,1,1
9,2,1,4,409,1,1,26671,1,1,1
9,1,2,5,511,1,2,26672,1,1,1
9,3,2,7,710,1,1,26673,1,1,1
9,4,1,7,705,1,2,26674,1,1,1
9,6,2,5,510,1,1,26675,1,1,1
9,6,2,3,305,1,1,26676,2,1,2
9,3,1,8,802,1,2,26677,3,1,3
9,6,0,8,802,1,2,26678,1,1,1
9,1,2,7,702,1,2,26679,1,1,1
9,6,1,4,406,1,2,26680,4,1,4
9,5,3,1,100,1,2,26682,1,1,1
9,5,3,5,511,1,2,26684,1,1,1
9,3,2,3,305,1,2,26685,2,1,2
9,6,0,4,407,,,26686,4,1,4
9,3,2,3,302,1,2,26687,2,1,2
9,6,0,5,511,1,2,26688,1,1,1
9,3,4,5,511,1,1,26690,1,1,1
9,3,2,3,305,1,1,26691,2,1,2
9,3,2,5,511,1,2,26692,1,1,1
9,2,1,6,602,1,2,26693,2,1,2
9,6,1,5,511,1,2,26694,1,1,1
9,3,1,5,511,1,1,26695,1,1,1
9,5,4,4,409,1,1,26696,2,1,2
9,1,0,7,702,1,1,26697,2,1,2
9,5,2,5,511,1,1,26698,1,1,1
1,4,5,1,100,1,2,26699,1,1,1
9,3,1,7,705,1,2,26700,2,1,2
9,3,4,3,305,1,2,26701,2,1,2
9,1,2,3,303,1,1,26702,1,1,1
9,6,0,5,511,1,2,26703,3,1,3
9,2,3,3,305,1,2,26704,2,1,2
9,1,2,7,706,1,1,26705,1,1,1
9,3,2,6,604,1,2,26706,2,1,2
9,6,0,5,511,1,1,26707,1,1,1
9,6,0,5,510,1,1,26708,2,1,2
5,6,0,6,602,1,2,26709,2,1,2
9,4,2,4,409,1,2,26710,1,1,1
9,3,2,5,511,1,2,26711,2,1,2
9,2,1,3,303,1,1,26712,1,1,1
9,6,1,4,408,1,1,26713,4,1,4
9,2,1,3,305,1,2,26714,2,1,2
9,6,1,5,511,1,2,26715,1,1,1
5,6,1,6,602,1,2,26716,1,1,1
9,3,3,5,511,1,2,26717,2,1,2
9,6,0,5,511,1,1,26718,3,1,3
9,2,4,4,408,1,1,26719,1,1,1
9,5,1,3,301,1,1,26720,1,1,1
9,2,0,5,511,1,2,26721,2,1,2
9,3,3,5,511,1,2,26722,2,1,2
9,6,0,4,409,,,26723,5,1,5
9,6,0,7,704,1,2,26724,3,1,3
9,6,0,6,601,1,1,26725,2,1,2
9,3,3,4,406,1,2,26726,2,1,2
1,2,2,3,302,1,2,26727,2,1,2
9,2,2,7,704,1,2,26728,2,1,2
9,6,0,5,511,1,1,26729,6,1,6
9,6,2,4,409,1,2,26730,3,1,3
9,6,0,4,406,,,26731,4,1,4
9,6,0,6,601,1,1,26732,2,1,2
9,3,3,5,511,1,1,26734,1,1,1
9,5,2,8,802,1,2,26735,1,1,1
9,6,1,7,704,1,2,26736,3,1,3
9,5,0,7,705,1,2,26737,2,1,2
9,6,2,5,511,1,2,26738,3,1,3
9,6,0,5,512,1,2,26739,5,1,5
9,4,5,8,801,1,2,26742,1,1,1
9,2,3,3,305,1,2,26743,2,1,2
9,6,2,1,100,1,2,26744,3,1,3
5,6,1,7,701,1,1,26745,1,1,1
9,2,2,7,705,1,1,26746,1,1,1
5,3,2,4,409,1,1,26747,1,1,1
9,2,2,7,705,1,2,26748,2,1,2
9,6,0,7,704,1,1,26749,3,1,3
9,3,1,6,602,1,1,26750,2,1,2
9,6,0,7,705,1,1,26751,1,1,1
9,5,3,6,603,1,1,26752,1,1,1
9,6,0,5,510,,,26753,2,1,2
5,6,0,6,601,1,2,26755,1,1,1
9,3,2,5,512,1,2,26756,2,1,2
9,6,1,5,511,1,1,26758,1,1,1
1,2,0,7,702,1,1,26759,2,1,2
9,3,0,3,305,1,1,26760,1,1,1
9,3,3,3,305,1,1,26761,1,1,1
9,5,5,6,609,1,1,26762,1,1,1
1,3,5,4,409,1,1,26763,1,1,1
9,2,1,4,409,1,1,26764,1,1,1
9,3,2,6,603,1,1,26765,2,1,2
5,2,3,4,406,1,2,26766,2,1,2
9,6,0,6,601,1,1,26767,3,1,3
9,6,0,7,704,1,2,26768,5,1,5
1,5,2,4,408,1,2,26769,1,1,1
9,6,0,6,601,1,2,26770,3,1,3
9,5,2,6,601,1,2,26771,1,1,1
9,2,2,5,511,1,1,26773,1,1,1
1,4,0,8,802,1,2,26774,1,1,1
9,2,1,6,601,1,2,26775,1,1,1
9,3,4,5,511,1,1,26776,1,1,1
9,6,0,4,408,,,26777,5,1,5
9,6,0,3,305,,,26778,4,1,4
9,3,2,6,602,1,1,26779,1,1,1
9,6,0,7,704,1,2,26780,3,1,3
9,6,0,6,601,1,2,26782,6,1,6
1,6,0,7,702,1,1,26783,1,1,1
9,3,2,3,305,1,1,26785,2,1,2
9,6,1,5,511,1,1,26786,3,1,3
9,6,0,7,700,1,1,26787,2,1,2
9,2,1,4,408,1,1,26788,1,1,1
9,2,4,3,305,1,1,26789,1,1,1
9,3,1,7,705,1,2,26790,2,1,2
9,5,2,7,705,1,1,26792,2,1,2
9,5,1,8,802,1,2,26793,1,1,1
9,6,0,5,512,1,1,26794,3,1,3
9,6,0,5,511,1,2,26797,3,1,3
9,3,2,5,511,1,2,26798,2,1,2
9,3,0,6,602,1,1,26799,1,1,1
9,3,2,7,705,1,1,26800,1,1,1
1,5,2,4,400,1,2,26801,1,1,1
9,2,4,5,511,1,2,26802,2,1,2
9,3,1,7,705,1,2,26803,2,1,2
9,2,1,6,602,1,2,26804,2,1,2
9,6,0,5,511,1,2,26805,5,1,5
9,2,2,4,408,1,2,26806,2,1,2
9,6,3,5,512,1,2,26807,1,1,1
9,5,4,5,513,1,2,26808,2,1,2
9,3,1,6,601,1,2,26809,2,1,2
9,2,4,4,407,1,2,26810,2,1,2
9,5,2,7,705,1,2,26811,1,1,1
9,6,0,7,705,1,2,26813,4,1,4
9,5,1,8,802,1,1,26814,2,1,2
9,6,0,7,705,1,1,26815,1,1,1
9,6,3,6,601,1,2,26816,3,1,3
9,6,1,8,801,1,2,26817,1,1,1
9,6,0,5,511,3,2,26820,4,1,4
1,2,2,6,602,1,1,26821,1,1,1
5,6,0,6,603,1,2,26822,3,1,3
9,3,1,5,511,1,2,26823,2,1,2
9,3,0,7,705,1,2,26824,2,1,2
9,6,1,7,705,1,2,26825,2,1,2
9,6,0,5,511,1,1,26826,1,1,1
5,3,2,6,603,1,1,26827,1,1,1
9,2,0,7,705,1,2,26828,2,1,2
9,6,0,6,603,1,2,26829,3,1,3
9,6,3,5,511,1,1,26830,1,1,1
5,2,2,3,305,1,1,26831,1,1,1
9,6,0,4,408,1,1,26832,9,1,9
1,2,1,7,705,1,2,26833,2,1,2
5,3,0,3,305,1,2,26834,2,1,2
9,3,1,6,602,1,1,26835,3,1,3
9,3,5,3,305,1,2,26836,2,1,2
9,6,0,7,704,1,2,26837,3,1,3
9,1,0,5,510,1,2,26838,1,1,1
5,2,2,4,409,1,2,26839,5,1,5
9,6,0,7,705,3,1,26840,1,1,1
1,2,1,6,602,1,1,26841,1,1,1
9,6,0,4,406,,,26842,4,1,4
5,2,13,1,100,1,2,26843,1,1,1
9,2,2,6,602,1,2,26844,1,1,1
9,6,1,4,407,1,1,26845,3,1,3
9,2,1,7,703,1,2,26846,2,1,2
9,6,0,5,510,,,26847,3,1,3
9,6,0,5,511,1,2,26848,3,1,3
9,4,2,5,512,1,2,26851,1,1,1
1,5,1,6,602,1,2,26852,1,1,1
9,3,3,4,409,1,2,26853,2,1,2
9,5,2,4,409,1,2,26854,1,1,1
9,3,0,6,603,1,1,26855,1,1,1
9,5,2,5,511,1,2,26856,1,1,1
9,6,0,4,408,,,26857,3,1,3
9,1,2,5,511,1,1,26858,1,1,1
9,2,1,4,406,1,1,26859,1,1,1
9,6,0,5,511,1,2,26860,3,1,3
9,6,0,4,406,,,26861,4,1,4
1,5,3,6,602,1,2,26863,1,1,1
9,6,1,5,511,1,2,26864,2,1,2
9,6,0,5,511,1,1,26865,2,1,2
9,6,1,7,704,1,2,26866,1,1,1
9,2,1,6,601,1,2,26867,1,1,1
9,6,0,4,409,1,2,26868,3,1,3
9,5,1,4,408,1,1,26869,3,1,3
9,2,2,5,511,1,2,26870,2,1,2
9,3,1,7,705,1,1,26871,1,1,1
9,3,2,4,406,1,2,26872,2,1,2
9,3,2,6,601,1,2,26873,3,1,3
1,2,2,5,511,1,2,26874,2,1,2
9,6,0,5,511,1,1,26875,3,1,3
9,3,0,5,511,1,2,26876,2,1,2
9,5,3,7,705,1,1,26877,1,1,1
9,3,1,6,604,1,1,26880,1,1,1
9,6,0,7,704,1,2,26881,4,1,4
9,6,0,7,704,1,1,26883,3,1,3
9,6,0,5,511,1,2,26885,1,1,1
9,2,1,6,603,1,2,26886,2,1,2
9,2,1,5,511,1,1,26887,1,1,1
5,2,1,7,705,1,2,26889,2,1,2
9,1,3,5,511,1,2,26890,2,1,2
9,5,0,5,510,1,1,26892,2,1,2
5,5,3,4,407,1,2,26893,1,1,1
9,6,0,4,409,,,26894,3,1,3
9,6,0,7,703,1,1,26895,1,1,1
9,5,3,6,603,1,1,26896,1,1,1
9,2,3,5,511,1,2,26897,1,1,1
9,6,0,5,510,,,26898,3,1,3
9,2,4,3,305,1,2,26900,1,1,1
9,5,1,5,511,1,2,26901,2,1,2
9,6,0,4,407,,,26902,3,1,3
9,5,1,8,811,1,1,26903,1,1,1
9,2,0,6,602,1,1,26904,2,1,2
9,6,0,3,305,1,2,26905,3,1,3
9,2,3,4,409,1,2,26906,2,1,2
9,5,1,6,605,1,1,26907,1,1,1
9,6,0,7,705,1,2,26908,4,1,4
9,6,1,4,409,1,2,26910,4,1,4
9,6,3,5,513,1,2,26911,1,1,1
9,3,3,5,513,1,1,26912,1,1,1
9,6,0,6,601,1,2,26913,4,1,4
9,2,2,7,705,1,1,26914,1,1,1
9,3,3,6,602,1,2,26915,2,1,2
9,5,2,5,511,1,2,26916,1,1,1
9,6,3,3,305,1,2,26917,1,1,1
9,6,0,7,705,1,2,26918,1,1,1
9,6,0,7,703,1,2,26919,2,1,2
9,6,0,7,705,1,2,26920,1,1,1
9,3,1,6,603,1,1,26921,1,1,1
9,2,3,1,100,1,2,26922,2,1,2
1,3,6,4,409,1,1,26923,1,1,1
9,6,0,5,511,,,26924,3,1,3
9,5,2,5,511,1,2,26925,1,1,1
9,1,2,3,305,1,1,26926,1,1,1
9,3,2,6,603,1,2,26928,2,1,2
9,6,0,5,511,1,1,26929,4,1,4
9,6,0,5,511,1,1,26930,3,1,3
9,4,3,5,511,1,2,26931,1,1,1
9,2,2,5,511,1,2,26932,1,1,1
9,6,0,7,703,1,2,26933,1,1,1
9,6,2,3,305,1,2,26934,2,1,2
5,1,1,5,510,1,1,26935,2,1,2
9,2,3,5,512,1,1,26936,1,1,1
9,3,2,4,409,1,2,26937,2,1,2
9,4,1,3,305,1,2,26938,2,1,2
9,6,0,5,511,1,1,26939,2,1,2
9,5,4,5,511,1,2,26940,1,1,1
9,6,0,5,511,1,1,26941,2,1,2
9,2,2,7,705,1,1,26942,1,1,1
1,2,2,3,305,1,2,26943,1,1,1
9,5,2,4,409,1,2,26944,6,1,6
9,6,1,6,601,1,1,26945,1,1,1
9,5,2,8,801,1,2,26947,1,1,1
9,6,0,5,511,1,2,26948,2,1,2
9,6,3,4,406,1,2,26949,4,1,4
9,4,1,3,305,1,2,26950,2,1,2
9,2,0,5,511,1,1,26951,1,1,1
9,3,1,7,705,1,1,26952,1,1,1
9,3,0,7,702,1,2,26953,2,1,2
9,6,1,5,511,1,2,26954,2,1,2
9,4,2,3,305,1,1,26955,2,1,2
9,3,2,8,801,1,2,26956,1,1,1
9,2,2,6,602,1,2,26957,2,1,2
9,3,3,3,305,1,1,26958,1,1,1
9,6,0,7,705,1,1,26959,3,1,3
9,5,1,6,602,1,2,26960,1,1,1
5,6,0,7,705,1,2,26962,1,1,1
1,2,4,4,406,1,1,26963,1,1,1
9,6,0,4,408,,,26964,3,1,3
9,2,2,5,511,1,2,26965,2,1,2
9,2,4,4,400,1,2,26966,2,1,2
9,3,3,5,511,1,2,26967,1,1,1
1,6,3,4,409,1,2,26968,1,1,1
9,6,1,5,511,1,2,26969,1,1,1
9,3,4,3,305,1,2,26970,2,1,2
9,3,2,4,408,1,2,26971,2,1,2
9,6,0,7,705,1,1,26972,3,1,3
9,6,1,6,602,1,2,26973,3,1,3
9,5,2,7,705,1,2,26974,1,1,1
9,4,6,3,305,1,2,26975,1,1,1
9,3,1,5,511,1,2,26976,2,1,2
9,2,3,3,305,1,1,26977,1,1,1
9,2,2,5,513,1,2,26978,1,1,1
9,6,1,5,511,1,2,26979,3,1,3
9,2,1,5,511,1,2,26980,2,1,2
9,5,2,4,406,1,2,26981,1,1,1
5,5,6,5,511,1,2,26982,1,1,1
5,6,0,5,510,1,1,26983,3,1,3
9,2,1,8,801,1,2,26984,4,1,4
9,2,1,7,706,1,2,26985,3,1,3
9,6,0,7,705,1,2,26986,3,1,3
9,6,2,7,705,1,2,26987,1,1,1
9,3,1,7,705,1,2,26988,3,1,3
9,5,4,5,511,1,2,26989,1,1,1
9,1,1,5,511,1,1,26990,3,1,3
9,5,2,3,305,1,2,26993,2,1,2
9,3,2,7,705,1,2,26994,2,1,2
9,6,2,3,301,1,1,26995,1,1,1
9,6,0,7,707,1,1,26996,1,1,1
9,5,2,3,303,1,1,26997,1,1,1
9,6,0,5,513,1,1,26998,3,1,3
9,3,2,4,406,1,1,26999,2,1,2
9,6,0,7,705,1,1,27000,2,1,2
9,6,0,5,510,,,27001,2,1,2
9,1,0,7,705,1,2,27002,3,1,3
9,5,1,6,602,1,2,27003,2,1,2
9,5,4,4,406,1,1,27004,1,1,1
9,5,3,7,705,1,1,27006,1,1,1
9,1,3,5,511,1,1,27007,3,1,3
9,3,4,6,602,1,1,27008,1,1,1
9,6,0,7,703,1,2,27009,3,1,3
9,2,5,1,100,1,2,27010,1,1,1
9,2,1,3,304,1,2,27011,2,1,2
9,6,1,3,305,1,2,27012,4,1,4
9,2,3,5,511,1,2,27013,1,1,1
9,5,3,3,305,1,2,27014,1,1,1
9,3,2,5,511,1,1,27015,2,1,2
9,6,0,5,511,1,1,27016,2,1,2
1,5,1,5,510,1,2,27017,3,1,3
9,3,2,5,511,1,2,27018,2,1,2
9,6,0,5,511,,,27019,4,1,4
9,3,1,5,511,1,2,27020,2,1,2
9,6,3,3,304,1,2,27021,1,1,1
9,6,0,3,302,,,27022,3,1,3
9,1,2,5,511,1,1,27023,2,1,2
9,3,1,8,801,1,2,27024,1,1,1
9,6,0,6,601,1,2,27025,3,1,3
9,4,2,5,511,1,2,27026,1,1,1
9,3,1,4,406,1,1,27027,1,1,1
9,1,0,3,305,1,1,27028,1,1,1
9,6,0,7,705,3,3,27029,1,1,1
9,2,1,6,601,1,2,27030,2,1,2
9,2,2,4,406,1,2,27031,1,1,1
9,3,2,7,707,1,2,27032,1,1,1
9,2,1,5,511,1,2,27033,1,1,1
9,4,2,3,305,1,1,27034,1,1,1
5,6,0,5,511,1,1,27035,3,1,3
9,6,1,5,511,1,2,27036,5,1,5
9,2,1,5,511,1,2,27037,2,1,2
9,6,0,4,409,1,2,27038,1,1,1
9,2,4,3,303,1,2,27039,1,1,1
9,3,1,6,604,1,1,27040,1,1,1
9,6,0,5,511,1,1,27041,2,1,2
9,5,1,5,511,1,1,27042,1,1,1
9,5,8,3,301,1,2,27043,1,1,1
9,3,2,6,602,1,2,27044,2,1,2
9,6,2,5,511,1,2,27045,1,1,1
9,6,0,4,406,,,27047,4,1,4
9,6,0,5,511,1,1,27048,2,1,2
9,6,3,5,511,2,2,27049,1,1,1
9,3,2,6,600,1,2,27050,1,1,1
9,4,3,3,303,1,2,27051,1,1,1
9,5,2,7,705,1,2,27052,1,1,1
9,5,0,5,511,1,1,27053,1,1,1
9,2,3,3,305,1,2,27054,1,1,1
5,2,1,5,511,1,1,27055,1,1,1
9,5,2,4,407,1,1,27056,2,1,2
9,1,1,4,408,1,2,27057,6,1,6
1,1,1,4,407,1,2,27058,2,1,2
9,5,0,8,803,1,2,27059,1,1,1
1,6,2,6,601,1,2,27061,1,1,1
5,6,0,7,704,1,2,27062,1,1,1
5,3,0,7,705,1,1,27063,2,1,2
9,2,1,4,409,1,2,27065,1,1,1
5,6,0,5,511,1,2,27066,1,1,1
9,3,3,3,302,1,2,27067,2,1,2
9,2,2,3,305,1,2,27068,2,1,2
9,6,1,5,511,1,2,27069,4,1,4
9,6,0,5,510,,,27070,4,1,4
9,5,1,7,705,1,2,27071,2,1,2
9,3,1,5,511,1,1,27072,1,1,1
9,3,1,7,706,1,2,27073,1,1,1
9,3,1,7,706,1,2,27074,2,1,2
1,5,3,4,409,1,2,27075,1,1,1
9,2,4,3,305,1,2,27076,2,1,2
9,2,0,7,705,1,1,27077,1,1,1
9,2,3,7,705,1,2,27078,1,1,1
9,2,2,3,303,1,2,27079,1,1,1
9,5,2,4,406,1,2,27080,1,1,1
1,6,0,7,705,1,1,27082,3,1,3
1,2,6,3,300,1,2,27083,2,1,2
9,6,1,8,801,1,2,27084,1,1,1
9,5,2,4,407,1,2,27085,1,1,1
9,6,3,5,511,1,2,27086,5,1,5
9,3,3,5,511,1,2,27087,2,1,2
9,6,3,1,100,1,2,27088,1,1,1
9,3,1,5,511,1,2,27089,3,1,3
9,3,2,5,511,1,2,27090,2,1,2
9,1,0,7,703,1,1,27091,1,1,1
9,6,0,6,602,1,2,27092,1,1,1
9,3,1,3,305,1,2,27093,1,1,1
9,2,4,5,511,1,2,27094,2,1,2
5,5,2,4,407,1,1,27095,1,1,1
9,2,2,6,602,1,2,27096,1,1,1
5,6,0,4,408,,,27098,3,1,3
9,3,3,5,511,1,2,27099,2,1,2
9,2,0,3,305,1,2,27100,2,1,2
9,6,0,7,705,1,1,27101,1,1,1
9,2,3,5,510,1,2,27102,1,1,1
9,3,2,6,601,1,2,27103,1,1,1
9,6,0,6,603,1,2,27104,3,1,3
9,5,2,3,302,1,2,27105,2,1,2
9,6,1,6,601,1,1,27106,1,1,1
9,5,2,5,511,1,2,27107,3,1,3
9,2,1,5,510,1,2,27108,2,1,2
9,5,4,3,305,1,2,27110,5,1,5
9,6,0,7,704,1,2,27111,3,1,3
9,3,2,5,511,1,2,27112,3,1,3
9,3,2,8,802,1,2,27113,2,1,2
9,5,3,7,705,1,2,27114,3,1,3
1,2,2,3,305,1,2,27117,1,1,1
9,2,3,7,705,1,1,27118,1,1,1
9,6,0,5,510,1,2,27119,1,1,1
9,5,2,7,705,1,2,27121,1,1,1
1,6,0,5,511,1,1,27122,3,1,3
9,6,0,4,409,,,27123,4,1,4
9,6,1,6,601,1,2,27124,5,1,5
9,6,0,7,705,1,1,27125,1,1,1
9,3,3,8,802,1,1,27126,1,1,1
9,5,1,7,705,1,2,27127,1,1,1
9,5,1,6,602,1,2,27128,1,1,1
9,5,0,3,305,,,27130,2,1,2
5,6,0,7,705,2,1,27132,1,1,1
9,6,0,7,705,1,2,27133,1,1,1
9,6,1,6,602,1,1,27134,1,1,1
9,6,0,7,705,1,2,27135,3,1,3
9,2,1,5,511,1,2,27136,2,1,2
5,3,2,5,511,1,2,27137,3,1,3
9,6,1,8,802,1,2,27138,1,1,1
9,1,0,7,705,1,1,27139,2,1,2
9,3,2,5,511,1,2,27140,2,1,2
9,2,4,4,406,1,2,27141,2,1,2
9,2,1,5,511,1,1,27143,1,1,1
9,3,3,4,409,1,2,27144,2,1,2
9,2,0,7,705,1,1,27145,2,1,2
9,6,0,5,511,1,2,27146,1,1,1
9,6,0,5,511,1,2,27147,5,1,5
5,6,4,3,303,1,1,27148,1,1,1
9,6,0,7,705,1,2,27149,2,1,2
9,5,1,6,601,1,2,27150,3,1,3
9,6,0,6,601,1,2,27151,3,1,3
9,6,3,4,407,1,2,27152,2,1,2
9,6,0,5,511,1,1,27153,3,1,3
9,3,0,5,511,1,2,27154,2,1,2
9,6,0,7,701,1,1,27155,5,1,5
9,4,3,7,702,1,2,27157,1,1,1
9,3,2,3,305,1,1,27158,4,1,4
9,2,3,5,511,1,1,27159,1,1,1
9,2,0,6,602,1,2,27160,1,1,1
9,5,3,4,408,1,2,27161,1,1,1
9,5,2,7,705,1,2,27162,1,1,1
9,5,2,7,705,1,1,27163,2,1,2
9,3,2,6,602,1,1,27164,1,1,1
5,5,5,4,408,1,1,27165,1,1,1
9,6,0,6,601,1,1,27166,3,1,3
9,6,1,5,511,1,2,27167,1,1,1
9,3,1,5,511,1,2,27168,1,1,1
1,2,2,5,511,1,1,27169,1,1,1
3,6,1,5,510,1,1,27170,2,1,2
9,3,1,4,408,1,2,27171,2,1,2
9,2,4,5,511,1,2,27172,2,1,2
9,2,2,4,406,1,2,27173,2,1,2
9,3,3,7,704,1,2,27174,2,1,2
5,2,5,5,511,1,2,27175,2,1,2
1,6,0,7,700,1,2,27176,4,1,4
9,6,0,4,409,,,27177,3,1,3
9,3,2,5,511,1,1,27178,1,1,1
9,5,1,7,705,1,1,27179,1,1,1
9,2,4,9,99,1,2,27181,1,1,1
9,6,0,7,702,1,2,27182,3,1,3
9,6,0,6,602,1,1,27183,5,1,5
9,6,0,7,705,1,1,27184,3,1,3
9,6,0,5,511,1,1,27185,2,1,2
5,2,1,8,802,1,2,27186,1,1,1
5,2,2,4,409,1,1,27187,1,1,1
9,3,2,6,601,1,2,27188,2,1,2
1,6,1,3,305,1,1,27189,3,1,3
5,6,1,5,511,1,2,27191,1,1,1
9,5,2,3,305,1,2,27192,1,1,1
9,6,0,4,406,,,27194,4,1,4
9,3,2,7,705,1,2,27195,3,1,3
5,3,2,5,511,1,2,27197,2,1,2
9,3,1,7,705,1,2,27198,2,1,2
9,2,1,7,705,1,2,27200,2,1,2
9,5,0,3,305,1,1,27201,2,1,2
3,6,0,5,513,1,2,27202,3,1,3
1,6,0,4,408,,,27203,3,1,3
9,6,1,7,702,1,2,27204,4,1,4
9,6,0,7,705,1,1,27205,3,1,3
9,2,1,5,511,1,1,27206,1,1,1
9,5,3,4,407,1,2,27207,1,1,1
9,6,0,6,602,1,2,27208,2,1,2
9,5,2,4,407,1,1,27209,1,1,1
9,6,0,6,602,1,2,27210,2,1,2
9,6,0,5,511,1,1,27211,1,1,1
5,6,0,4,408,,,27212,3,1,3
5,6,0,4,406,,,27213,3,1,3
9,6,0,7,701,1,1,27214,2,1,2
9,3,3,7,705,1,2,27215,1,1,1
9,6,0,4,409,,,27216,4,1,4
9,6,1,6,602,1,2,27217,1,1,1
9,2,5,5,511,1,1,27218,2,1,2
9,5,1,4,407,1,1,27219,4,1,4
9,6,0,6,601,1,2,27220,2,1,2
9,6,6,3,303,1,1,27221,1,1,1
9,5,3,5,511,1,2,27222,1,1,1
9,6,0,4,400,,,27224,2,1,2
9,3,3,7,704,1,1,27225,1,1,1
5,6,0,5,511,1,2,27226,4,1,4
9,4,2,6,602,1,2,27227,1,1,1
9,3,2,4,400,1,2,27228,2,1,2
9,2,5,5,511,1,2,27229,2,1,2
9,3,2,7,705,1,1,27230,1,1,1
1,2,0,6,601,1,1,27231,1,1,1
9,6,0,4,407,,,27233,4,1,4
9,5,2,5,511,1,1,27234,1,1,1
9,6,0,5,511,1,2,27236,2,1,2
9,2,5,3,303,1,2,27237,2,1,2
9,6,0,7,705,1,2,27238,3,1,3
9,6,0,5,511,1,2,27239,1,1,1
9,5,2,5,511,1,2,27240,7,1,7
9,3,3,5,511,1,2,27241,1,1,1
1,2,0,5,510,1,2,27242,2,1,2
9,6,0,5,511,1,1,27243,3,1,3
9,6,3,5,510,1,2,27244,1,1,1
9,6,1,8,802,1,2,27245,1,1,1
9,1,0,5,511,1,2,27246,2,1,2
9,3,3,7,700,1,1,27247,1,1,1
5,6,0,4,407,,,27248,3,1,3
9,6,0,4,409,,,27249,2,1,2
9,6,0,5,511,,,27250,4,1,4
9,3,4,4,407,1,2,27251,2,1,2
9,6,0,5,511,1,2,27252,1,1,1
9,6,0,7,705,1,1,27253,1,1,1
9,6,0,5,510,,,27254,3,1,3
9,1,0,6,604,1,2,27255,3,1,3
9,6,0,5,511,1,1,27256,2,1,2
9,6,0,5,510,1,1,27257,3,1,3
1,2,0,5,511,1,2,27258,2,1,2
5,6,0,4,407,,,27259,2,1,2
9,2,2,7,705,1,1,27260,1,1,1
9,6,0,5,511,1,1,27263,4,1,4
9,3,2,3,305,1,1,27264,1,1,1
9,2,6,4,408,1,2,27265,1,1,1
9,2,3,4,409,1,2,27266,2,1,2
9,6,0,6,602,1,1,27267,2,1,2
3,6,0,7,710,1,1,27268,1,1,1
9,3,2,6,601,1,1,27269,1,1,1
9,4,1,3,305,1,2,27270,1,1,1
9,3,3,7,705,1,1,27271,1,1,1
9,2,2,4,407,1,2,27272,3,1,3
9,2,1,5,511,1,1,27273,5,1,5
